X,Y,Z,EDA,HR,TEMP,id,datetime,label
-11,-62,70,4.311757,99.92,34.47,15,27:58.6,0
-30,-81,61,4.311757,99.92,34.47,15,27:58.6,0
-37,-68,32,4.311757,99.92,34.47,15,27:58.6,0
-35,-46,12,4.311757,99.92,34.47,15,27:58.7,0
-63,-51,-3,4.311757,99.92,34.47,15,27:58.7,0
-60,-50,9,4.311757,99.92,34.47,15,27:58.7,0
-60,-48,-20,4.295097,99.92,34.47,15,27:58.7,0
-38,-29,-8,4.295097,99.92,34.47,15,27:58.8,0
-42,-31,31,4.295097,99.92,34.47,15,27:58.8,0
-42,-25,16,4.295097,99.92,34.47,15,27:58.8,0
-55,-27,9,4.295097,99.92,34.47,15,27:58.9,0
-49,-50,27,4.295097,99.92,34.47,15,27:58.9,0
-56,-50,16,4.295097,99.92,34.47,15,27:58.9,0
-44,-51,15,4.295097,99.92,34.47,15,27:59.0,0
-37,-48,14,4.391214,100.07,34.47,15,27:59.0,0
-52,-43,4,4.391214,100.07,34.47,15,27:59.0,0
-62,-42,2,4.391214,100.07,34.47,15,27:59.1,0
-55,-40,7,4.391214,100.07,34.47,15,27:59.1,0
-63,-37,7,4.391214,100.07,34.47,15,27:59.1,0
-80,-44,0,4.391214,100.07,34.47,15,27:59.2,0
-65,-47,-2,4.391214,100.07,34.47,15,27:59.2,0
-30,-43,-11,4.391214,100.07,34.47,15,27:59.2,0
-65,-42,-1,4.392496,100.07,34.47,15,27:59.2,0
-62,-31,5,4.392496,100.07,34.47,15,27:59.3,0
-66,-25,-19,4.392496,100.07,34.47,15,27:59.3,0
-70,-19,-18,4.392496,100.07,34.47,15,27:59.3,0
-45,-20,23,4.392496,100.07,34.47,15,27:59.4,0
-49,-26,36,4.392496,100.07,34.47,15,27:59.4,0
-45,-22,52,4.392496,100.07,34.47,15,27:59.4,0
-58,-17,49,4.392496,100.07,34.47,15,27:59.5,0
-62,-5,46,4.359175,100.07,34.47,15,27:59.5,0
-61,1,42,4.359175,100.07,34.47,15,27:59.5,0
-64,9,35,4.359175,100.07,34.47,15,27:59.6,0
-65,13,33,4.359175,100.07,34.47,15,27:59.6,0
-66,26,27,4.359175,100.07,34.47,15,27:59.6,0
-47,31,26,4.359175,100.07,34.47,15,27:59.7,0
-37,27,27,4.359175,100.07,34.47,15,27:59.7,0
-23,21,28,4.359175,100.07,34.47,15,27:59.7,0
-25,19,30,4.407875,100.07,34.47,15,27:59.7,0
-27,8,28,4.407875,100.07,34.47,15,27:59.8,0
-22,6,29,4.407875,100.07,34.47,15,27:59.8,0
-28,-5,34,4.407875,100.07,34.47,15,27:59.8,0
-40,-13,34,4.407875,100.07,34.47,15,27:59.9,0
-31,-29,40,4.407875,100.07,34.47,15,27:59.9,0
-28,-31,42,4.407875,100.07,34.47,15,27:59.9,0
-37,-36,43,4.407875,100.07,34.47,15,28:00.0,0
-36,-46,48,4.316884,100.27,34.45,15,28:00.0,0
-44,-45,45,4.316884,100.27,34.45,15,28:00.0,0
-42,-37,48,4.316884,100.27,34.45,15,28:00.1,0
-37,-36,52,4.316884,100.27,34.45,15,28:00.1,0
-33,-36,55,4.316884,100.27,34.45,15,28:00.1,0
-34,-34,50,4.316884,100.27,34.45,15,28:00.2,0
-33,-30,48,4.316884,100.27,34.45,15,28:00.2,0
-45,-34,54,4.316884,100.27,34.45,15,28:00.2,0
-28,-26,73,4.269465,100.27,34.45,15,28:00.2,0
-29,-26,64,4.269465,100.27,34.45,15,28:00.3,0
-34,-26,47,4.269465,100.27,34.45,15,28:00.3,0
-35,-28,48,4.269465,100.27,34.45,15,28:00.3,0
-29,-26,44,4.269465,100.27,34.45,15,28:00.4,0
-29,-30,52,4.269465,100.27,34.45,15,28:00.4,0
-35,-42,55,4.269465,100.27,34.45,15,28:00.4,0
-22,-45,59,4.269465,100.27,34.45,15,28:00.5,0
-19,-46,61,4.289971,100.27,34.45,15,28:00.5,0
-5,-40,56,4.289971,100.27,34.45,15,28:00.5,0
-13,-37,45,4.289971,100.27,34.45,15,28:00.6,0
-42,-28,41,4.289971,100.27,34.45,15,28:00.6,0
-50,-23,36,4.289971,100.27,34.45,15,28:00.6,0
-55,-12,27,4.289971,100.27,34.45,15,28:00.7,0
-43,-13,30,4.289971,100.27,34.45,15,28:00.7,0
-51,-4,27,4.289971,100.27,34.45,15,28:00.7,0
-47,-1,25,4.24896,100.27,34.45,15,28:00.7,0
-46,9,22,4.24896,100.27,34.45,15,28:00.8,0
-48,17,11,4.24896,100.27,34.45,15,28:00.8,0
-42,22,12,4.24896,100.27,34.45,15,28:00.8,0
-32,24,25,4.24896,100.27,34.45,15,28:00.9,0
-38,27,34,4.24896,100.27,34.45,15,28:00.9,0
-47,15,44,4.24896,100.27,34.45,15,28:00.9,0
-46,18,46,4.24896,100.27,34.45,15,28:01.0,0
-37,7,62,4.269465,100.48,34.47,15,28:01.0,0
-33,5,66,4.269465,100.48,34.47,15,28:01.0,0
-34,6,68,4.269465,100.48,34.47,15,28:01.1,0
-32,3,66,4.269465,100.48,34.47,15,28:01.1,0
-30,1,60,4.269465,100.48,34.47,15,28:01.1,0
-32,-1,63,4.269465,100.48,34.47,15,28:01.2,0
-35,-3,60,4.269465,100.48,34.47,15,28:01.2,0
-32,-3,60,4.269465,100.48,34.47,15,28:01.2,0
-28,-2,58,4.310476,100.48,34.47,15,28:01.2,0
-35,-4,56,4.310476,100.48,34.47,15,28:01.3,0
-44,-9,60,4.310476,100.48,34.47,15,28:01.3,0
-46,-10,57,4.310476,100.48,34.47,15,28:01.3,0
-40,-8,54,4.310476,100.48,34.47,15,28:01.4,0
-36,-8,49,4.310476,100.48,34.47,15,28:01.4,0
-36,-7,51,4.310476,100.48,34.47,15,28:01.4,0
-38,-6,51,4.310476,100.48,34.47,15,28:01.5,0
-39,-4,50,4.323291,100.48,34.47,15,28:01.5,0
-42,0,48,4.323291,100.48,34.47,15,28:01.5,0
-42,0,48,4.323291,100.48,34.47,15,28:01.6,0
-43,1,51,4.323291,100.48,34.47,15,28:01.6,0
-45,1,55,4.323291,100.48,34.47,15,28:01.6,0
-46,0,55,4.323291,100.48,34.47,15,28:01.7,0
-40,-1,46,4.323291,100.48,34.47,15,28:01.7,0
-39,-1,41,4.323291,100.48,34.47,15,28:01.7,0
-46,-1,43,4.37968,100.48,34.47,15,28:01.7,0
-49,1,39,4.37968,100.48,34.47,15,28:01.8,0
-53,4,39,4.37968,100.48,34.47,15,28:01.8,0
-50,10,36,4.37968,100.48,34.47,15,28:01.8,0
-82,17,9,4.37968,100.48,34.47,15,28:01.9,0
-64,16,4,4.37968,100.48,34.47,15,28:01.9,0
-53,25,-13,4.37968,100.48,34.47,15,28:01.9,0
-59,25,-17,4.37968,100.48,34.47,15,28:02.0,0
-41,19,-2,4.342515,100.68,34.45,15,28:02.0,0
-61,20,-5,4.342515,100.68,34.45,15,28:02.0,0
-59,16,-7,4.342515,100.68,34.45,15,28:02.1,0
-66,19,10,4.342515,100.68,34.45,15,28:02.1,0
-71,16,1,4.342515,100.68,34.45,15,28:02.1,0
-71,12,7,4.342515,100.68,34.45,15,28:02.2,0
-83,8,8,4.342515,100.68,34.45,15,28:02.2,0
-42,5,9,4.342515,100.68,34.45,15,28:02.2,0
-60,8,11,4.114397,100.68,34.45,15,28:02.2,0
-75,5,14,4.114397,100.68,34.45,15,28:02.3,0
-61,11,24,4.114397,100.68,34.45,15,28:02.3,0
-53,6,24,4.114397,100.68,34.45,15,28:02.3,0
-63,2,25,4.114397,100.68,34.45,15,28:02.4,0
-54,2,33,4.114397,100.68,34.45,15,28:02.4,0
-50,4,28,4.114397,100.68,34.45,15,28:02.4,0
-67,4,27,4.114397,100.68,34.45,15,28:02.5,0
-59,13,30,4.15028,100.68,34.45,15,28:02.5,0
-53,10,28,4.15028,100.68,34.45,15,28:02.5,0
-53,5,31,4.15028,100.68,34.45,15,28:02.6,0
-62,7,26,4.15028,100.68,34.45,15,28:02.6,0
-52,16,33,4.15028,100.68,34.45,15,28:02.6,0
-50,18,34,4.15028,100.68,34.45,15,28:02.7,0
-59,15,33,4.15028,100.68,34.45,15,28:02.7,0
-52,12,33,4.15028,100.68,34.45,15,28:02.7,0
-50,7,36,4.132339,100.68,34.45,15,28:02.7,0
-63,6,31,4.132339,100.68,34.45,15,28:02.8,0
-55,13,39,4.132339,100.68,34.45,15,28:02.8,0
-53,18,36,4.132339,100.68,34.45,15,28:02.8,0
-50,18,32,4.132339,100.68,34.45,15,28:02.9,0
-47,11,25,4.132339,100.68,34.45,15,28:02.9,0
-64,11,25,4.132339,100.68,34.45,15,28:02.9,0
-58,12,33,4.132339,100.68,34.45,15,28:03.0,0
-47,13,40,4.143873,100.83,34.45,15,28:03.0,0
-53,10,36,4.143873,100.83,34.45,15,28:03.0,0
-57,9,36,4.143873,100.83,34.45,15,28:03.1,0
-53,10,36,4.143873,100.83,34.45,15,28:03.1,0
-52,10,35,4.143873,100.83,34.45,15,28:03.1,0
-51,10,34,4.143873,100.83,34.45,15,28:03.2,0
-53,11,34,4.143873,100.83,34.45,15,28:03.2,0
-54,11,35,4.143873,100.83,34.45,15,28:03.2,0
-52,10,35,4.227174,100.83,34.45,15,28:03.2,0
-52,10,35,4.227174,100.83,34.45,15,28:03.3,0
-54,11,32,4.227174,100.83,34.45,15,28:03.3,0
-57,11,31,4.227174,100.83,34.45,15,28:03.3,0
-54,11,34,4.227174,100.83,34.45,15,28:03.4,0
-52,11,36,4.227174,100.83,34.45,15,28:03.4,0
-53,9,34,4.227174,100.83,34.45,15,28:03.4,0
-55,11,33,4.227174,100.83,34.45,15,28:03.5,0
-52,10,32,4.182319,100.83,34.45,15,28:03.5,0
-53,9,33,4.182319,100.83,34.45,15,28:03.5,0
-53,7,31,4.182319,100.83,34.45,15,28:03.6,0
-53,10,33,4.182319,100.83,34.45,15,28:03.6,0
-54,13,36,4.182319,100.83,34.45,15,28:03.6,0
-54,16,39,4.182319,100.83,34.45,15,28:03.7,0
-52,19,37,4.182319,100.83,34.45,15,28:03.7,0
-54,19,33,4.182319,100.83,34.45,15,28:03.7,0
-54,16,33,4.146436,100.83,34.45,15,28:03.7,0
-52,12,36,4.146436,100.83,34.45,15,28:03.8,0
-51,12,37,4.146436,100.83,34.45,15,28:03.8,0
-53,14,34,4.146436,100.83,34.45,15,28:03.8,0
-52,15,33,4.146436,100.83,34.45,15,28:03.9,0
-51,13,36,4.146436,100.83,34.45,15,28:03.9,0
-50,13,37,4.146436,100.83,34.45,15,28:03.9,0
-55,13,32,4.146436,100.83,34.45,15,28:04.0,0
-54,14,32,4.043911,101.05,34.43,15,28:04.0,0
-53,13,34,4.043911,101.05,34.43,15,28:04.0,0
-51,13,36,4.043911,101.05,34.43,15,28:04.1,0
-52,13,35,4.043911,101.05,34.43,15,28:04.1,0
-54,13,30,4.043911,101.05,34.43,15,28:04.1,0
-55,13,31,4.043911,101.05,34.43,15,28:04.2,0
-53,14,34,4.043911,101.05,34.43,15,28:04.2,0
-54,13,33,4.043911,101.05,34.43,15,28:04.2,0
-54,14,33,4.093892,101.05,34.43,15,28:04.2,0
-54,14,32,4.093892,101.05,34.43,15,28:04.3,0
-54,14,32,4.093892,101.05,34.43,15,28:04.3,0
-54,13,33,4.093892,101.05,34.43,15,28:04.3,0
-54,13,33,4.093892,101.05,34.43,15,28:04.4,0
-54,14,32,4.093892,101.05,34.43,15,28:04.4,0
-54,14,32,4.093892,101.05,34.43,15,28:04.4,0
-53,14,34,4.093892,101.05,34.43,15,28:04.5,0
-54,13,34,4.106707,101.05,34.43,15,28:04.5,0
-54,14,32,4.106707,101.05,34.43,15,28:04.5,0
-53,13,33,4.106707,101.05,34.43,15,28:04.6,0
-53,12,33,4.106707,101.05,34.43,15,28:04.6,0
-54,13,32,4.106707,101.05,34.43,15,28:04.6,0
-55,15,31,4.106707,101.05,34.43,15,28:04.7,0
-53,13,33,4.106707,101.05,34.43,15,28:04.7,0
-55,15,31,4.106707,101.05,34.43,15,28:04.7,0
-55,16,31,4.15028,101.05,34.43,15,28:04.7,0
-54,15,31,4.15028,101.05,34.43,15,28:04.8,0
-56,15,30,4.15028,101.05,34.43,15,28:04.8,0
-55,16,32,4.15028,101.05,34.43,15,28:04.8,0
-55,16,30,4.15028,101.05,34.43,15,28:04.9,0
-54,15,33,4.15028,101.05,34.43,15,28:04.9,0
-54,12,31,4.15028,101.05,34.43,15,28:04.9,0
-55,13,31,4.15028,101.05,34.43,15,28:05.0,0
-56,14,29,4.233582,101.25,34.43,15,28:05.0,0
-56,14,29,4.233582,101.25,34.43,15,28:05.0,0
-55,14,32,4.233582,101.25,34.43,15,28:05.1,0
-56,14,32,4.233582,101.25,34.43,15,28:05.1,0
-55,13,30,4.233582,101.25,34.43,15,28:05.1,0
-54,13,31,4.233582,101.25,34.43,15,28:05.2,0
-54,13,32,4.233582,101.25,34.43,15,28:05.2,0
-55,13,31,4.233582,101.25,34.43,15,28:05.2,0
-54,12,31,4.236145,101.25,34.43,15,28:05.2,0
-54,13,31,4.236145,101.25,34.43,15,28:05.3,0
-56,13,31,4.236145,101.25,34.43,15,28:05.3,0
-55,13,32,4.236145,101.25,34.43,15,28:05.3,0
-54,13,32,4.236145,101.25,34.43,15,28:05.4,0
-55,14,30,4.236145,101.25,34.43,15,28:05.4,0
-56,13,30,4.236145,101.25,34.43,15,28:05.4,0
-55,13,31,4.236145,101.25,34.43,15,28:05.5,0
-55,13,31,4.255368,101.25,34.43,15,28:05.5,0
-56,14,30,4.255368,101.25,34.43,15,28:05.5,0
-56,14,29,4.255368,101.25,34.43,15,28:05.6,0
-54,13,31,4.255368,101.25,34.43,15,28:05.6,0
-54,12,33,4.255368,101.25,34.43,15,28:05.6,0
-54,13,32,4.255368,101.25,34.43,15,28:05.7,0
-56,14,30,4.255368,101.25,34.43,15,28:05.7,0
-55,14,30,4.255368,101.25,34.43,15,28:05.7,0
-56,13,30,4.251524,101.25,34.43,15,28:05.7,0
-56,14,29,4.251524,101.25,34.43,15,28:05.8,0
-56,13,30,4.251524,101.25,34.43,15,28:05.8,0
-56,13,30,4.251524,101.25,34.43,15,28:05.8,0
-56,13,30,4.251524,101.25,34.43,15,28:05.9,0
-55,12,30,4.251524,101.25,34.43,15,28:05.9,0
-53,11,31,4.251524,101.25,34.43,15,28:05.9,0
-58,15,30,4.251524,101.25,34.43,15,28:06.0,0
-60,12,30,4.224611,101.45,34.45,15,28:06.0,0
-95,-1,32,4.224611,101.45,34.45,15,28:06.0,0
-73,1,29,4.224611,101.45,34.45,15,28:06.1,0
-62,13,27,4.224611,101.45,34.45,15,28:06.1,0
-54,13,19,4.224611,101.45,34.45,15,28:06.1,0
-49,18,25,4.224611,101.45,34.45,15,28:06.2,0
-37,23,36,4.224611,101.45,34.45,15,28:06.2,0
-27,22,26,4.224611,101.45,34.45,15,28:06.2,0
-38,20,21,4.252805,101.45,34.45,15,28:06.3,0
-72,22,15,4.252805,101.45,34.45,15,28:06.3,0
-63,23,10,4.252805,101.45,34.45,15,28:06.3,0
-56,22,15,4.252805,101.45,34.45,15,28:06.3,0
-59,21,21,4.252805,101.45,34.45,15,28:06.4,0
-60,20,23,4.252805,101.45,34.45,15,28:06.4,0
-56,11,18,4.252805,101.45,34.45,15,28:06.4,0
-63,7,17,4.252805,101.45,34.45,15,28:06.5,0
-70,8,25,4.246397,101.45,34.45,15,28:06.5,0
-63,7,26,4.246397,101.45,34.45,15,28:06.5,0
-51,2,21,4.246397,101.45,34.45,15,28:06.6,0
-55,0,23,4.246397,101.45,34.45,15,28:06.6,0
-65,4,30,4.246397,101.45,34.45,15,28:06.6,0
-61,8,29,4.246397,101.45,34.45,15,28:06.7,0
-59,8,23,4.246397,101.45,34.45,15,28:06.7,0
-65,7,24,4.246397,101.45,34.45,15,28:06.7,0
-64,7,25,4.210514,101.45,34.45,15,28:06.7,0
-56,7,26,4.210514,101.45,34.45,15,28:06.8,0
-57,7,26,4.210514,101.45,34.45,15,28:06.8,0
-62,8,26,4.210514,101.45,34.45,15,28:06.8,0
-62,9,26,4.210514,101.45,34.45,15,28:06.9,0
-60,8,27,4.210514,101.45,34.45,15,28:06.9,0
-58,7,27,4.210514,101.45,34.45,15,28:06.9,0
-55,9,33,4.210514,101.45,34.45,15,28:07.0,0
-57,4,24,4.206669,101.67,34.47,15,28:07.0,0
-59,5,15,4.206669,101.67,34.47,15,28:07.0,0
-49,7,21,4.206669,101.67,34.47,15,28:07.1,0
-52,6,28,4.206669,101.67,34.47,15,28:07.1,0
-60,5,30,4.206669,101.67,34.47,15,28:07.1,0
-55,8,35,4.206669,101.67,34.47,15,28:07.2,0
-63,9,29,4.206669,101.67,34.47,15,28:07.2,0
-64,9,29,4.206669,101.67,34.47,15,28:07.2,0
-51,8,35,4.228456,101.67,34.47,15,28:07.2,0
-55,9,37,4.228456,101.67,34.47,15,28:07.3,0
-57,9,28,4.228456,101.67,34.47,15,28:07.3,0
-55,11,32,4.228456,101.67,34.47,15,28:07.3,0
-59,9,31,4.228456,101.67,34.47,15,28:07.4,0
-57,10,34,4.228456,101.67,34.47,15,28:07.4,0
-57,7,34,4.228456,101.67,34.47,15,28:07.4,0
-54,7,31,4.228456,101.67,34.47,15,28:07.5,0
-55,7,32,4.187446,101.67,34.47,15,28:07.5,0
-53,10,33,4.187446,101.67,34.47,15,28:07.5,0
-54,11,33,4.187446,101.67,34.47,15,28:07.6,0
-53,7,30,4.187446,101.67,34.47,15,28:07.6,0
-52,7,31,4.187446,101.67,34.47,15,28:07.6,0
-57,7,34,4.187446,101.67,34.47,15,28:07.7,0
-57,7,30,4.187446,101.67,34.47,15,28:07.7,0
-57,8,28,4.187446,101.67,34.47,15,28:07.7,0
-57,8,30,4.175911,101.67,34.47,15,28:07.7,0
-56,10,32,4.175911,101.67,34.47,15,28:07.8,0
-55,9,31,4.175911,101.67,34.47,15,28:07.8,0
-57,7,28,4.175911,101.67,34.47,15,28:07.8,0
-56,8,33,4.175911,101.67,34.47,15,28:07.9,0
-56,8,33,4.175911,101.67,34.47,15,28:07.9,0
-57,8,30,4.175911,101.67,34.47,15,28:07.9,0
-56,8,31,4.175911,101.67,34.47,15,28:08.0,0
-56,9,32,4.184883,101.85,34.47,15,28:08.0,0
-57,8,32,4.184883,101.85,34.47,15,28:08.0,0
-54,6,31,4.184883,101.85,34.47,15,28:08.1,0
-55,6,33,4.184883,101.85,34.47,15,28:08.1,0
-55,7,32,4.184883,101.85,34.47,15,28:08.1,0
-55,7,33,4.184883,101.85,34.47,15,28:08.2,0
-55,6,33,4.184883,101.85,34.47,15,28:08.2,0
-55,7,33,4.184883,101.85,34.47,15,28:08.2,0
-54,8,32,4.17463,101.85,34.47,15,28:08.2,0
-54,5,32,4.17463,101.85,34.47,15,28:08.3,0
-54,6,33,4.17463,101.85,34.47,15,28:08.3,0
-55,9,33,4.17463,101.85,34.47,15,28:08.3,0
-56,11,33,4.17463,101.85,34.47,15,28:08.4,0
-57,12,32,4.17463,101.85,34.47,15,28:08.4,0
-56,11,31,4.17463,101.85,34.47,15,28:08.4,0
-55,8,31,4.17463,101.85,34.47,15,28:08.5,0
-55,7,32,4.179756,101.85,34.47,15,28:08.5,0
-53,6,35,4.179756,101.85,34.47,15,28:08.5,0
-53,7,34,4.179756,101.85,34.47,15,28:08.6,0
-54,9,33,4.179756,101.85,34.47,15,28:08.6,0
-54,9,33,4.179756,101.85,34.47,15,28:08.6,0
-54,9,33,4.179756,101.85,34.47,15,28:08.7,0
-54,9,34,4.179756,101.85,34.47,15,28:08.7,0
-54,8,34,4.179756,101.85,34.47,15,28:08.7,0
-54,9,34,4.19129,101.85,34.47,15,28:08.7,0
-55,9,33,4.19129,101.85,34.47,15,28:08.8,0
-55,8,33,4.19129,101.85,34.47,15,28:08.8,0
-55,9,33,4.19129,101.85,34.47,15,28:08.8,0
-54,8,34,4.19129,101.85,34.47,15,28:08.9,0
-54,9,33,4.19129,101.85,34.47,15,28:08.9,0
-54,10,33,4.19129,101.85,34.47,15,28:08.9,0
-54,10,33,4.19129,101.85,34.47,15,28:09.0,0
-55,10,33,4.210514,102,34.43,15,28:09.0,0
-54,9,33,4.210514,102,34.43,15,28:09.0,0
-54,9,33,4.210514,102,34.43,15,28:09.1,0
-55,10,33,4.210514,102,34.43,15,28:09.1,0
-55,9,34,4.210514,102,34.43,15,28:09.1,0
-54,9,33,4.210514,102,34.43,15,28:09.2,0
-55,10,33,4.210514,102,34.43,15,28:09.2,0
-54,9,33,4.210514,102,34.43,15,28:09.2,0
-54,9,33,4.211795,102,34.43,15,28:09.2,0
-54,9,33,4.211795,102,34.43,15,28:09.3,0
-55,9,33,4.211795,102,34.43,15,28:09.3,0
-54,10,33,4.211795,102,34.43,15,28:09.3,0
-54,9,33,4.211795,102,34.43,15,28:09.4,0
-55,10,34,4.211795,102,34.43,15,28:09.4,0
-54,10,33,4.211795,102,34.43,15,28:09.4,0
-55,9,33,4.211795,102,34.43,15,28:09.5,0
-54,9,33,4.201543,102,34.43,15,28:09.5,0
-55,9,33,4.201543,102,34.43,15,28:09.5,0
-54,9,34,4.201543,102,34.43,15,28:09.6,0
-54,9,34,4.201543,102,34.43,15,28:09.6,0
-54,8,34,4.201543,102,34.43,15,28:09.6,0
-54,9,34,4.201543,102,34.43,15,28:09.7,0
-54,9,34,4.201543,102,34.43,15,28:09.7,0
-55,9,34,4.201543,102,34.43,15,28:09.7,0
-54,8,33,4.181038,102,34.43,15,28:09.7,0
-54,8,34,4.181038,102,34.43,15,28:09.8,0
-54,8,34,4.181038,102,34.43,15,28:09.8,0
-54,8,34,4.181038,102,34.43,15,28:09.8,0
-54,8,33,4.181038,102,34.43,15,28:09.9,0
-54,8,34,4.181038,102,34.43,15,28:09.9,0
-54,8,34,4.181038,102,34.43,15,28:09.9,0
-53,8,34,4.181038,102,34.43,15,28:10.0,0
-54,8,34,4.166941,102.22,34.41,15,28:10.0,0
-54,9,34,4.166941,102.22,34.41,15,28:10.0,0
-54,9,34,4.166941,102.22,34.41,15,28:10.1,0
-53,8,35,4.166941,102.22,34.41,15,28:10.1,0
-54,8,35,4.166941,102.22,34.41,15,28:10.1,0
-53,7,34,4.166941,102.22,34.41,15,28:10.2,0
-54,8,34,4.166941,102.22,34.41,15,28:10.2,0
-54,8,34,4.166941,102.22,34.41,15,28:10.2,0
-54,7,34,4.147717,102.22,34.41,15,28:10.2,0
-53,8,35,4.147717,102.22,34.41,15,28:10.3,0
-53,7,35,4.147717,102.22,34.41,15,28:10.3,0
-54,8,35,4.147717,102.22,34.41,15,28:10.3,0
-54,8,35,4.147717,102.22,34.41,15,28:10.4,0
-54,8,35,4.147717,102.22,34.41,15,28:10.4,0
-54,8,35,4.147717,102.22,34.41,15,28:10.4,0
-54,8,35,4.147717,102.22,34.41,15,28:10.5,0
-54,8,35,4.13362,102.22,34.41,15,28:10.5,0
-54,9,35,4.13362,102.22,34.41,15,28:10.5,0
-54,8,35,4.13362,102.22,34.41,15,28:10.6,0
-53,9,35,4.13362,102.22,34.41,15,28:10.6,0
-54,8,35,4.13362,102.22,34.41,15,28:10.6,0
-54,8,35,4.13362,102.22,34.41,15,28:10.7,0
-54,8,35,4.13362,102.22,34.41,15,28:10.7,0
-54,8,35,4.13362,102.22,34.41,15,28:10.7,0
-54,9,35,4.131057,102.22,34.41,15,28:10.7,0
-53,8,35,4.131057,102.22,34.41,15,28:10.8,0
-53,8,35,4.131057,102.22,34.41,15,28:10.8,0
-54,9,35,4.131057,102.22,34.41,15,28:10.8,0
-54,9,34,4.131057,102.22,34.41,15,28:10.9,0
-54,9,35,4.131057,102.22,34.41,15,28:10.9,0
-53,8,35,4.131057,102.22,34.41,15,28:10.9,0
-53,8,34,4.131057,102.22,34.41,15,28:11.0,0
-53,9,35,4.120804,102.48,34.43,15,28:11.0,0
-54,9,35,4.120804,102.48,34.43,15,28:11.0,0
-53,9,35,4.120804,102.48,34.43,15,28:11.1,0
-53,8,35,4.120804,102.48,34.43,15,28:11.1,0
-54,9,34,4.120804,102.48,34.43,15,28:11.1,0
-54,9,35,4.120804,102.48,34.43,15,28:11.2,0
-53,9,35,4.120804,102.48,34.43,15,28:11.2,0
-53,9,34,4.120804,102.48,34.43,15,28:11.2,0
-54,9,35,4.104144,102.48,34.43,15,28:11.2,0
-53,9,36,4.104144,102.48,34.43,15,28:11.3,0
-54,9,35,4.104144,102.48,34.43,15,28:11.3,0
-53,8,34,4.104144,102.48,34.43,15,28:11.3,0
-54,9,33,4.104144,102.48,34.43,15,28:11.4,0
-54,9,34,4.104144,102.48,34.43,15,28:11.4,0
-54,9,35,4.104144,102.48,34.43,15,28:11.4,0
-53,9,34,4.104144,102.48,34.43,15,28:11.5,0
-53,9,34,4.095173,102.48,34.43,15,28:11.5,0
-54,10,35,4.095173,102.48,34.43,15,28:11.5,0
-54,9,35,4.095173,102.48,34.43,15,28:11.6,0
-54,9,35,4.095173,102.48,34.43,15,28:11.6,0
-54,9,34,4.095173,102.48,34.43,15,28:11.6,0
-54,9,34,4.095173,102.48,34.43,15,28:11.7,0
-54,9,35,4.095173,102.48,34.43,15,28:11.7,0
-53,9,35,4.095173,102.48,34.43,15,28:11.7,0
-53,9,34,4.091329,102.48,34.43,15,28:11.7,0
-54,9,35,4.091329,102.48,34.43,15,28:11.8,0
-54,11,37,4.091329,102.48,34.43,15,28:11.8,0
-53,9,35,4.091329,102.48,34.43,15,28:11.8,0
-54,8,33,4.091329,102.48,34.43,15,28:11.9,0
-53,8,34,4.091329,102.48,34.43,15,28:11.9,0
-54,10,33,4.091329,102.48,34.43,15,28:11.9,0
-53,10,33,4.091329,102.48,34.43,15,28:12.0,0
-54,9,35,4.078513,102.75,34.43,15,28:12.0,0
-54,9,34,4.078513,102.75,34.43,15,28:12.0,0
-54,10,33,4.078513,102.75,34.43,15,28:12.1,0
-54,9,33,4.078513,102.75,34.43,15,28:12.1,0
-54,9,34,4.078513,102.75,34.43,15,28:12.1,0
-54,9,34,4.078513,102.75,34.43,15,28:12.2,0
-54,9,33,4.078513,102.75,34.43,15,28:12.2,0
-54,10,34,4.078513,102.75,34.43,15,28:12.2,0
-54,9,34,4.055445,102.75,34.43,15,28:12.2,0
-54,9,34,4.055445,102.75,34.43,15,28:12.3,0
-54,9,34,4.055445,102.75,34.43,15,28:12.3,0
-55,10,34,4.055445,102.75,34.43,15,28:12.3,0
-54,10,34,4.055445,102.75,34.43,15,28:12.4,0
-54,10,34,4.055445,102.75,34.43,15,28:12.4,0
-54,10,33,4.055445,102.75,34.43,15,28:12.4,0
-54,9,34,4.055445,102.75,34.43,15,28:12.5,0
-54,9,33,4.052882,102.75,34.43,15,28:12.5,0
-54,8,34,4.052882,102.75,34.43,15,28:12.5,0
-54,9,32,4.052882,102.75,34.43,15,28:12.6,0
-56,9,28,4.052882,102.75,34.43,15,28:12.6,0
-58,10,27,4.052882,102.75,34.43,15,28:12.6,0
-58,10,26,4.052882,102.75,34.43,15,28:12.7,0
-56,9,31,4.052882,102.75,34.43,15,28:12.7,0
-56,9,30,4.052882,102.75,34.43,15,28:12.7,0
-57,9,30,4.042629,102.75,34.43,15,28:12.7,0
-57,9,29,4.042629,102.75,34.43,15,28:12.8,0
-56,9,30,4.042629,102.75,34.43,15,28:12.8,0
-55,10,31,4.042629,102.75,34.43,15,28:12.8,0
-56,9,31,4.042629,102.75,34.43,15,28:12.9,0
-56,9,31,4.042629,102.75,34.43,15,28:12.9,0
-55,9,32,4.042629,102.75,34.43,15,28:12.9,0
-55,9,33,4.042629,102.75,34.43,15,28:13.0,0
-55,9,32,4.040066,102.97,34.43,15,28:13.0,0
-56,9,32,4.040066,102.97,34.43,15,28:13.0,0
