movieid,Gross,USD,Title,Year,Genre,Budget,Gross Revenue,Additional Data,Copyright,Currency,Unnamed: 6,Profit / Loss,% Profit / Loss 
1847080,"GR: USD 184,208,848 (USA)",184208848,Dances with Wolves (1990),1990,Adventure,19000000,184208848,"2,740,650 (Argentina) | 7,276,917 (France) | 11,647 (France) (opening day) | 1,513,722 (France) | 6,649,000 (Germany) | 1,322,186 (Sweden)","Copyright © 1990 TIG Productions, Inc. (on print)",USD,,165208848,869.5202526
1847722,"GR: USD 34,700,000 (USA)",34700000,Dangerous Liaisons (1988),1988,Drama,14000000,34700000,"203,433 (Sweden)",Warner Bros. Inc.,USD,,20700000,147.8571429
1848628,"GR: USD 67,155,742 (USA) (8 June 1997)",67155742,Dante's Peak (1997),1997,Action,116000000,67155742,"1,086,256 (UK) (1 January 1998) | 413,619 (Belgium) (1 January 1998) | 1,380,000 (France) (1 January 1998) | 1,270,867 (France) (27 May 1997) | 955,683 (France) (22 April 1997) | 1,420,459 (Germany) (1 January 1998) | 1,368,180 (Germany) (26 May 1997) | 1,330,687 (Germany) (20 May 1997) | 1,269,038 (Germany) (12 May 1997) | 1,145,094 (Germany) (5 May 1997) | 969,769 (Germany) (28 April 1997) | 710,383 (Germany) (21 April 1997) | 354,653 (Germany) (opening week) | 275,680 (Hungary) (1 January 1998) | 362,151 (Italy) (1 January 1998) | 391,566 (Netherlands) (31 December 1998) | 391,541 (Netherlands) (1 January 1998) | 248,277 (Portugal) (1 January 1998) | 197,562 (Portugal) (8 May 1997) | 174,769 (Portugal) (1 May 1997) | 129,406 (Portugal) (24 April 1997) | 74,848 (Portugal) (17 April 1997) | 1,343,150 (Spain) (1 January 1998) | 220,710 (Switzerland) (1 January 1998)","Universal City Studios, Inc.",USD,,-48844258,-42.10711897
1849147,"GR: USD 14,337,579 (USA) (19 April 1998)",14337579,Dark City (1998),1998,Mystery,27000000,14337579,"3,077,841 (USA) | 228,270 (UK) | 383,915 (France) | 107,771 (Germany) | 95,293 (Italy) | 285,189 (Spain)",(1997) Dark City Productions Pty Limited,USD,,-12662421,-46.89785556
1850182,"GR: USD 11,433,134 (USA) (27 April 1997) (re-issue)",11433134,Das Boot (1981),1981,Action,14000000,11433134,"213,577 (Germany) (26 April 1998) (director's cut) | 212,854 (Germany) (19 April 1998) (director's cut) | 212,081 (Germany) (13 April 1998) (director's cut) | 210,652 (Germany) (5 April 1998) (director's cut) | 209,502 (Germany) (29 March 1998) (director's cut) | 208,585 (Germany) (22 March 1998) (director's cut) | 205,752 (Germany) (8 March 1998) (director's cut) | 202,908 (Germany) (1 March 1998) (director's cut) | 200,734 (Germany) (22 February 1998) (director's cut) | 196,725 (Germany) (8 February 1998) (director's cut) | 193,415 (Germany) (1 February 1998) (director's cut) | 182,234 (Germany) (18 January 1998) (director's cut) | 150,626 (Germany) (4 January 1998) (director's cut) | 162,204 (Sweden)",,USD,,-2566866,-18.33475714
1854045,"GR: USD 32,885,565 (USA) (17 February 1997)",32885565,Daylight (1996),1996,Action,80000000,32885565,"1,252,623 (France) (28 January 1997) | 805,002 (France) (31 December 1996) | 1,036,333 (Germany) (3 March 1997) | 947,972 (Germany) (23 February 1997) | 314,200 (Germany) (9 February 1997) | 273,687 (Netherlands) (31 December 1997) | 130,423 (Netherlands) (1 January 1997) | 221,578 (Portugal) (30 January 1997) | 211,016 (Portugal) (16 January 1997) | 198,099 (Portugal) (9 January 1997) | 171,509 (Portugal) (2 January 1997) | 122,595 (Portugal) (26 December 1996) | 66,829 (Portugal) (19 December 1996) | 841,303 (Spain)",,USD,,-47114435,-58.89304375
1854142,"GR: USD 3,446,749 (USA) (1978)",3446749,Days of Heaven (1978),1978,Drama,3000000,3446749,,,USD,,446749,14.89163333
1854166,"GR: USD 82,670,733 (USA)",82670733,Days of Thunder (1990),1990,Action,60000000,82670733,"244,030 (Sweden)",,USD,,22670733,37.784555
1856252,"GR: USD 38,016,380 (USA)",38016380,Dead Again (1991),1991,Mystery,15000000,38016380,"307,053 (Germany) (1992)",copyright MCMXCI Paramount Pictures Corp.,USD,,23016380,153.4425333
1856595,"GR: USD 1,025,488 (USA) (14 July 1996)",1025488,Dead Man (1995),1995,Drama,9000000,1025488,"163,216 (France) (30 January 1996) | 389,891 (Germany) | 31,217 (Netherlands) (31 December 1997) | 29,674 (Netherlands) (1 January 1997)","© 1995 12-Gauge Productions, Inc.",USD,,-7974512,-88.60568889
1856613,"GR: USD 15,062,898 (USA) (22 November 1998)",15062898,Dead Man on Campus (1998),1998,Comedy,14000000,15062898,,TM & Copyright © MCMXCVIII by Paramount Pictures Corporation All Rights Reserved (on print),USD,,1062898,7.592128571
1856608,"GR: USD 39,025,000 (USA)",39025000,Dead Man Walking (1995),1995,Crime,11000000,39025000,"152,743 (France) (16 April 1996) | 68,497 (Netherlands) (31 December 1997) | 67,508 (Netherlands) (1 January 1997) | 1,290,113 (Spain)",,USD,,28025000,254.7727273
1856727,"GR: USD 95,860,116 (USA)",95860116,Dead Poets Society (1989),1989,Drama,16400000,95860116,"3,287,153 (Germany) | 859,077 (Sweden)",Touchstone Pictures,USD,,79460116,484.5129024
1857769,"GR: USD 7,061,018 (USA) (12 January 1997)",7061018,Dear God (1996),1996,Comedy,22000000,7061018,,,USD,,-14938982,-67.90446364
1858038,"GR: USD 58,422,650 (USA)",58422650,Death Becomes Her (1992),1992,Comedy,55000000,58422650,"162,400 (Finland) | 2,126,005 (Germany) | 85,156 (Sweden)","1992 Universal City Studios, Inc.",USD,,3422650,6.223
1858361,"GR: USD 16,116,878 (USA) (15 December 1985)",16116878,Death Wish 3 (1985),1985,Action,9000000,16116878,"740,443 (France) | 335,383 (Spain) (1986) | 206,546 (West Germany)",© COPYRIGHT MCMLXXXV CANNON PRODUCTIONS N.V.,USD,,7116878,79.07642222
1858362,"GR: USD 6,767,690 (USA) (20 December 1987)",6767690,Death Wish 4: The Crackdown (1987),1987,Action,5000000,6767690,,"© MCMLXXXVII CANNON FILMS, INC. and CANNON INTERNATIONAL",USD,,1767690,35.3538
1858363,"GR: USD 7,533,000 (USA) (14 March 1982)",7533000,Death Wish II (1982),1982,Action,2000000,7533000,"1,160,534 (France) | 813,443 (Spain) (1982) | 652,363 (West Germany)",Copyright © MCMLXXXI American European Productions Inc.,USD,,5533000,276.65
1859351,"GR: USD 10,569,071 (USA) (8 March 1998)",10569071,Deconstructing Harry (1997),1997,Comedy,20000000,10569071,"417,673 (France) (27 January 1998) | 256,602 (Germany) (21 June 1998) | 235,418 (Germany) (15 June 1998) | 153,882 (Germany) (1 June 1998) | 81,015 (Germany) (25 May 1998) (opening week) | 28,922 (Netherlands) (31 December 2000) | 28,836 (Netherlands) (31 December 1999) | 665,198 (Spain) (15 April 2003)","Copyright © 1997 Magnolia Productions, Inc. and Sweetland Films, B.V. (on print); Sweetland Films, BV; 27 March 1998; PA884484 (in copyright registry)",USD,,-9430929,-47.154645
1859542,"GR: USD 73,648,142 (USA) (28 November 1999)",73648142,Deep Blue Sea (1999),1999,Action,78000000,73648142,"726,243 (Germany) (7 November 1999) | 320,811 (Netherlands) (31 December 2000) | 308,321 (Netherlands) (31 December 1999)",,USD,,-4351858,-5.579305128
1859617,"GR: USD 140,459,099 (USA) (20 September 1998)",140459099,Deep Impact (1998),1998,Action,75000000,140459099,"1,015,837 (Brazil) (23 July 1998) | 1,011,113 (Brazil) (16 July 1998) | 1,002,009 (Brazil) (9 July 1998) | 133,491 (Finland) | 109,615 (France) (2 June 1998) (opening week) | 464,802 (France) (2 June 1998) (opening week) | 15,277 (France) (27 May 1998) (opening day) | 1,181,456 (France) | 231,432 (France) | 2,987,747 (Germany) (12 July 1998) | 2,904,997 (Germany) (5 July 1998) | 2,701,255 (Germany) (21 June 1998) | 2,558,744 (Germany) (15 June 1998) | 1,960,977 (Germany) (1 June 1998) | 1,387,424 (Germany) (25 May 1998) | 477,901 (Germany) (18 May 1998) (opening week) | 3,032,059 (Germany) | 527,087 (Netherlands) (31 December 1998) | 217,219 (Switzerland)",,USD,,65459099,87.27879867
1859753,"GR: USD 11,146,409 (USA) (12 April 1998)",11146409,Deep Rising (1998),1998,Action,45000000,11146409,"41,820 (Germany) (1 June 1998) (opening week) | 10,196 (Netherlands) (31 December 1998)",Copyright ©MCMXCVIII Hollywood Pictures Company All Rights Reserved (on print),USD,,-33853591,-75.23020222
1861004,"GR: USD 46,122,355 (USA) (1972)",46122355,Deliverance (1972),1972,Adventure,2000000,46122355,"156,564 (Sweden)","©1972 Warner Bros., Inc.",USD,,44122355,2206.11775
1861514,"GR: USD 58,055,768 (USA)",58055768,Demolition Man (1993),1993,Action,57000000,58055768,"230,780 (Sweden)",,USD,,1055768,1.852224561
1864846,"GR: USD 5,595,706 (USA) (30 November 1986)",5595706,Der Name der Rose (1986),1986,Crime,17000000,5595706,"4,953,133 (France) | 5,896,891 (Germany) | 5,634,000 (Germany) | 122,327 (Sweden)",© 1986 Neue Constantin Film Produktion GmbH. - All Rights Reserved.,USD,,-11404294,-67.08408235
1868312,"GR: USD 99,147 (USA) (15 August 1999)",99147,Desert Blue (1998),1998,Drama,2000000,99147,,"copyright 1998 Desert Blue, LLC",USD,,-1900853,-95.04265
1868890,"GR: USD 25,625,110 (USA)",25625110,Desperado (1995),1995,Action,7000000,25625110,"387,933 (France) (31 October 1995)","Copyright © 1995 Columbia Pictures Industries, Inc. All Rights Reserved (on print)",USD,,18625110,266.073
1869010,"GR: USD 13,806,137 (USA) (19 April 1998)",13806137,Desperate Measures (1998),1998,Action,50000000,13806137,"337,118 (Brazil) (9 July 1998) | 17,862 (Germany) (18 May 1998) (opening week) | 24,612 (Netherlands) (31 December 1998)",,USD,,-36193863,-72.387726
1869092,"GR: USD 27,398,584 (USA) (11 August 1985)",27398584,Desperately Seeking Susan (1985),1985,Comedy,4500000,27398584,"176,509 (Sweden)",Copyright © Orion Pictures Corp. 1985 (on print),USD,,22898584,508.8574222
1870038,"GR: USD 144,583 (USA) (21 May 2000)",144583,Deterrence (1999),1999,Drama,800000,144583,,,USD,,-655417,-81.927125
1870151,"GR: USD 4,193,025 (USA) (12 September 1999)",4193025,Detroit Rock City (1999),1999,Comedy,15000000,4193025,,"Copyright © MCMXCIX New Line Productions, Inc. All Rights Reserved. (on print)",USD,,-10806975,-72.0465
1870221,"GR: USD 65,535,067 (USA) (23 April 2000)",65535067,Deuce Bigalow: Male Gigolo (1999),1999,Comedy,17000000,65535067,"165,071 (Netherlands) (31 December 2000)",,USD,,48535067,285.5003941
1870798,"GR: USD 16,030,096 (USA)",16030096,Devil in a Blue Dress (1995),1995,Crime,27000000,16030096,904 (Netherlands) (1 January 1997),"© 1995 TriStar Pictures, Inc.",USD,,-10969904,-40.62927407
1872587,"GR: USD 6,241,697 (USA) (5 September 1999)",6241697,Dick (1999),1999,Comedy,13000000,6241697,,"Phoenix Pictures Inc., 1999 (on print)",USD,,-6758303,-51.98694615
1872662,"GR: USD 103,738,726 (USA)",103738726,Dick Tracy (1990),1990,Action,46000000,103738726,"542,401 (Germany) | 157,920 (Sweden)",© MCMXC Touchstone Pictures All Rights Reserved (on print),USD,,57738726,125.5189696
1874279,"GR: USD 80,707,729 (USA) (5 February 1989)",80707729,Die Hard (1988),1988,Action,28000000,80707729,"1,674,382 (Spain) | 250,000 (Sweden) (4 November 1988) | 510,895 (Sweden)",Twentieth Century Fox Film Corporation,USD,,52707729,188.2418893
1874284,"GR: USD 115,288,665 (USA) (16 December 1990)",115288665,Die Hard 2 (1990),1990,Action,70000000,115288665,"1,719,676 (Spain) | 496,216 (Sweden)",© 1990 Twentieth Century Fox Film Corporation,USD,,45288665,64.69809286
1874295,"GR: USD 100,003,359 (USA) (8 October 1995)",100003359,Die Hard: With a Vengeance (1995),1995,Action,90000000,100003359,"112,318 (Belgium) | 211,728 (Finland) | 3,263,430 (France) (3 October 1995) | 46,467 (France) (opening day) | 3,203,664 (Germany) | 293,500 (Israel) | 1,826,999 (Spain)","Cinergi Pictures Entertainment Inc., Cinergi Productions N.V. and Twentieth Century Fox Film Corporation",USD,,10003359,11.11484333
1878669,"GR: USD 9,628,751 (USA) (1 January 2001)",9628751,Digimon: The Movie (2000),2000,Action,5000000,9628751,"667,335 (Germany) (8 April 2001) | 253,023 (Spain) (31 August 2002) | 218,526 (Spain) (30 June 2001)",,USD,,4628751,92.57502
1879599,"GR: USD 137,748,063 (USA) (1 January 2001)",137748063,Dinosaur (2000),2000,Adventure,127500000,137748063,"3,443,470 (Germany) (30 June 2001) | 572,969 (Netherlands) (31 December 2001) | 403,088 (Netherlands) (31 December 2000) | 2,283,135 (Spain) (10 August 2002) | 2,280,942 (Spain) (31 December 2001) | 2,242,900 (Spain) (25 June 2001)",,USD,,10248063,8.037696471
1880202,"GR: USD 63,952,836 (USA) (12 October 1997) (re-release)",63952836,Dirty Dancing (1987),1987,Drama,6000000,63952836,"8,669,000 (Germany) | 554,966 (Sweden)","Vestron Pictures, Inc.",USD,,57952836,965.8806
1880648,"GR: USD 9,975,684 (USA) (2 August 1998)",9975684,Dirty Work (1998),1998,Comedy,13000000,9975684,,,USD,,-3024316,-23.26396923
1880846,"GR: USD 83,000,000 (USA)",83000000,Disclosure (1994),1994,Drama,32000000,83000000,"300,000 (Austria) | 95,235 (Belgium) | 1,428,422 (France) (28 March 1995) | 186,000 (Israel) | 214,705 (Sweden)",,USD,,51000000,159.375
1881802,"GR: USD 17,411,331 (USA) (27 September 1998)",17411331,Disturbing Behavior (1998),1998,Horror,15000000,17411331,"24,733 (Germany) (30 May 1999) (opening weekend)","©1998 Metro-Goldwyn-Mayer Pictures Inc. in the United States, Canada and their territories, possessions and protectorates. All rights reserved. (on print)",USD,,2411331,16.07554
1883528,"GR: USD 144,156,464 (USA) (10 January 1999)",144156464,Doctor Dolittle (1998),1998,Comedy,71500000,144156464,"340,634 (Brazil) (9 July 1998) | 162,397 (Brazil) (2 July 1998) (opening week) | 3,626,053 (Germany) (15 November 1998) | 3,492,109 (Germany) (8 November 1998) | 3,296,024 (Germany) (1 November 1998) | 2,909,918 (Germany) (25 October 1998) | 2,377,796 (Germany) (18 October 1998) | 1,664,477 (Germany) (12 October 1998) | 485,546 (Netherlands) (31 December 1999) | 483,346 (Netherlands) (31 December 1998) | 230,000 (Portugal)","Twentieth Century Fox Film Corp., 1998",USD,,72656464,101.6174322
1883660,"GR: USD 111,721,910 (USA) (1965)",111721910,Doctor Zhivago (1965),1965,Drama,11000000,111721910,"6,083,616 (Spain) | 1,800,000 (Sweden)","Metro-Goldwyn-Mayer, Inc.; 31 December 1965: LP33315 (in copyright registry)",USD,,100721910,915.6537273
1884286,"GR: USD 30,651,422 (USA) (26 March 2000)",30651422,Dogma (1999),1999,Adventure,10000000,30651422,"6,008,935 (USA) | 585,654 (UK) | 168,433 (France) (31 December 2000) | 140,373 (France) (1 February 2000) | 316,775 (Germany) | 44,206 (Netherlands) (31 December 2001) | 43,968 (Netherlands) (31 December 2000) | 435,899 (Spain)","Copyright ©1999 STK, LLC All rights reserved (on print)",USD,,20651422,206.51422
1885734,"GR: USD 22,200,000 (USA)",22200000,Don Juan DeMarco (1994),1994,Comedy,25000000,22200000,"513,686 (France) (8 August 1995) | 1,564,307 (Germany) (31 December 1995)",,USD,,-2800000,-11.2
1887066,"GR: USD 41,954,997 (USA) (15 June 1997)",41954997,Donnie Brasco (1997),1997,Biography,35000000,41954997,"600,609 (France) (22 April 1997) | 269,267 (France) (25 March 1997) | 226,541 (Germany) (31 May 1997) | 139,775 (Germany) (28 April 1997) | 63,785 (Germany) (opening week) | 693 (Japan) (1997) | 128,082 (Netherlands) (31 December 1998) | 127,868 (Netherlands) (1 January 1998) | 30,158 (Portugal) (11 September 1997) | 27,553 (Portugal) (4 September 1997) | 21,348 (Portugal) (28 August 1997) | 12,454 (Portugal) (21 August 1997) (opening week)","Mandalay Entertainment, 1997 (on print)",USD,,6954997,19.87142
1888823,"GR: USD 116,735,231 (USA) (19 March 2000)",116735231,Double Jeopardy (1999),1999,Crime,70000000,116735231,"411,335 (Germany) (31 December 2000) | 149,974 (Netherlands) (31 December 2000)",TM & Copyright ©MCMXCIX by MFP Munich Film Partners GmbH & Co. I. Produktions KG All Rights Reserved. (on print),USD,,46735231,66.76461571
1889009,"GR: USD 11,438,337 (USA) (6 July 1997)",11438337,Double Team (1997),1997,Action,30000000,11438337,"358,958 (France) (1997) | 185,190 (France) (opening week) | 529,524 (Germany) (29 December 1997) | 435,359 (Germany) (22 December 1997) | 344,886 (Germany) (15 December 1997) | 173,950 (Germany) (8 December 1997) (opening week) | 52,309 (Netherlands) (31 December 1998) | 41,949 (Netherlands) (1 January 1998) | 515,206 (Spain) (1997)",© 1997 Mandalay Entertainment,USD,,-18561663,-61.87221
1889253,"GR: USD 19,421,271 (USA) (25 July 1999)",19421271,Doug's 1st Movie (1999),1999,Animation,5000000,19421271,"5,017 (Netherlands) (31 December 1999)",,USD,,14421271,288.42542
1889579,"GR: USD 1,419,835 (USA) (21 December 1986)",1419835,Down by Law (1986),1986,Comedy,1100000,1419835,,,USD,,319835,29.07590909
1889788,"GR: USD 20,035,310 (USA) (16 April 2000)",20035310,Down to You (2000),2000,Comedy,9000000,20035310,"12,040 (Netherlands) (31 December 2000)",,USD,,11035310,122.6145556
1890357,"GR: USD 16,067,035 (USA)",16067035,Dr. No (1962),1962,Action,1100000,16067035,"19,000,000 (USA)",'Dr. NO' COPYRIGHT © 1962 BY EON PRODUCTIONS LIMITED-ALL RIGHTS RESERVED,USD,,14967035,1360.639545
1890437,"GR: USD 9,440,272 (USA) (31 December 1994)",9440272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,Comedy,1800000,9440272,"681,103 (Spain) (20 December 2002) | 679,721 (Spain) (31 December 2001)",Copyright (c) MCMLXIII Hawk Films Ltd. All Rights Reserved. (on print),USD,,7640272,424.4595556
1890522,"GR: USD 82,522,790 (USA)",82522790,Dracula (1992),1992,Drama,40000000,82522790,"234,784 (Sweden)","Columbia Pictures Industries, Inc.",USD,,42522790,106.306975
1890588,"GR: USD 10,693,649 (USA)",10693649,Dracula: Dead and Loving It (1995),1995,Comedy,30000000,10693649,"148,554 (France) (16 April 1996) | 16,822 (Portugal) (1 August 1996) | 9,220 (Portugal) (25 July 1996)","Copyright © 1995 Borgo Pass Productions, Inc.",USD,,-19306351,-64.35450333
1890829,"GR: USD 51,317,350 (USA) (25 August 1996)",51317350,DragonHeart (1996),1996,Action,57000000,51317350,"517,253 (France) (3 December 1996) | 1,484,879 (Germany) (12 January 1997) | 1,355,871 (Germany) (29 December 1996) | 1,119,554 (Germany) (15 December 1996) | 624,276 (Germany) (1 December 1996) | 72,233 (Netherlands) (1 January 1998) | 102,341 (Portugal) (28 November 1996) | 93,396 (Portugal) (21 November 1996) | 78,875 (Portugal) (14 November 1996) | 61,466 (Portugal) (7 November 1996) | 38,203 (Portugal) (31 October 1996) | 924,846 (Spain)","Universal City Studios, Inc.",USD,,-5682650,-9.969561404
1891649,"GR: USD 464,655 (USA) (10 August 1997)",464655,Dream with the Fishes (1997),1997,Comedy,1000000,464655,,,USD,,-535345,-53.5345
1892794,"GR: USD 17,843,379 (USA) (16 January 2000)",17843379,Drive Me Crazy (1999),1999,Comedy,8000000,17843379,,,USD,,9843379,123.0422375
1892991,"GR: USD 106,593,296 (USA)",106593296,Driving Miss Daisy (1989),1989,Comedy,7500000,106593296,,This Motion Picture © 1989 Warner Bros. Inc./Screenplay © 1989 Warner Bros. Inc./All original music compositions © 1989 Driving Me Crazy Music (on print),USD,,99093296,1321.243947
1893210,"GR: USD 10,561,238 (USA) (12 September 1999)",10561238,Drop Dead Gorgeous (1999),1999,Comedy,10000000,10561238,"9,372 (Netherlands) (31 December 2000)",,USD,,561238,5.61238
1893245,"GR: USD 28,720,380 (USA)",28720380,Drop Zone (1994),1994,Action,45000000,28720380,,TM & Copyright © MCMXCIV by Paramount Pictures Corporation all rights reserved (on print),USD,,-16279620,-36.17693333
