movieid,title,genres,business_info
2412638,The Big Hit (1998),"Action, Comedy, Crime, Thriller","USD 13,000,000"
2412676,The Big Kahuna (1999),"Comedy, Drama","USD 3,150,107"
2412686,The Big Lebowski (1998),"Comedy, Crime","USD 15,000,000"
2412740,The Big One (1997),"Comedy, Crime, Documentary, Drama","USD 713,655"
2412879,The Big Squeeze (1996),Drama,"USD 23,567"
2412918,The Big Tease (1999),Comedy,"USD 4,000,000"
2413158,The Birdcage (1996),Comedy,"USD 123,986,682"
2413168,The Birds (1963),"Horror, Thriller","USD 2,500,000"
2413457,The Black Cauldron (1985),"Adventure, Animation, Family, Fantasy","USD 44,000,000"
2413536,The Black Hole (1979),"Action, Adventure, Family, Sci-Fi","USD 20,000,000"
2413799,The Blair Witch Project (1999),"Horror, Mystery","USD 60,000"
2414153,The Blue Lagoon (1980),"Adventure, Drama, Romance","USD 4,500,000"
2414225,The Blues Brothers (1980),"Action, Comedy, Crime, Music","USD 27,000,000"
2414419,The Bodyguard (1992),"Drama, Music, Romance, Thriller","USD 121,936,132"
2414571,The Bone Collector (1999),"Crime, Drama, Mystery, Thriller","USD 48,000,000"
2414595,The Bonfire of the Vanities (1990),"Comedy, Drama","USD 47,000,000"
2414767,The Boondock Saints (1999),"Action, Crime, Thriller","USD 7,000,000"
2414877,The Borrowers (1997),"Comedy, Family, Fantasy","USD 29,000,000"
2415240,The Boy Who Could Fly (1986),"Drama, Fantasy","USD 7,177,431"
2415427,The Boys from Brazil (1978),"Drama, Sci-Fi, Thriller","USD 12,000,000"
2415482,The Brady Bunch Movie (1995),Comedy,"USD 12,000,000"
2415560,The Brandon Teena Story (1998),"Biography, Documentary","USD 40,999"
2415703,The Breakfast Club (1985),"Comedy, Drama","USD 38,121,485"
2415964,The Bridge on the River Kwai (1957),"Adventure, Drama, War","USD 3,000,000"
2415971,The Bridges of Madison County (1995),"Drama, Romance","USD 35,000,000"
2416139,The Broadway Melody (1929),"Musical, Romance","USD 379,000"
2416319,The Brother from Another Planet (1984),"Comedy, Drama, Romance, Sci-Fi","USD 300,000"
2416380,The Brothers McMullen (1995),"Comedy, Drama, Romance","USD 25,000"
2416410,The Browning Version (1994),Drama,"USD 464,423"
2417002,The Butcher's Wife (1991),"Comedy, Fantasy, Romance","USD 9,689,816"
2417216,The Cable Guy (1996),"Comedy, Drama, Thriller","USD 47,000,000"
2417640,The Candidate (1972),"Comedy, Drama",
2418253,The Castle (1997),Comedy,"USD 861,789"
2418525,The Cell (2000),"Sci-Fi, Thriller","USD 33,000,000"
2418557,The Celluloid Closet (1995),"Documentary, History","USD 1,507,800"
2418562,The Cement Garden (1993),Drama,"USD 322,975"
2418704,The Chamber (1996),"Drama, Thriller","USD 50,000,000"
2418726,The Champ (1979),"Drama, Sport","USD 2,149,451"
2419706,The Cider House Rules (1999),"Drama, Romance","USD 24,000,000"
2419964,The Clan of the Cave Bear (1986),"Adventure, Drama, Fantasy, Sci-Fi","USD 15,000,000"
2420111,The Client (1994),"Crime, Drama, Mystery, Thriller","USD 45,000,000"
2420229,The Closer You Get (2000),Comedy,"USD 221,898"
2420761,The Color Purple (1985),Drama,"USD 15,000,000"
2420795,The Color of Money (1986),"Drama, Sport","USD 13,800,000"
2421052,The Commitments (1991),"Comedy, Drama, Music","USD 14,919,570"
2421254,The Concorde... Airport '79 (1979),"Action, Drama, Thriller","USD 14,000,000"
2421550,The Contender (2000),"Drama, Thriller","USD 20,000,000"
2421643,The Conversation (1974),"Drama, Mystery, Thriller","USD 1,600,000"
2421720,"The Cook, the Thief, His Wife & Her Lover (1989)",Drama,"USD 7,724,701"
2421914,The Corruptor (1999),"Action, Crime, Drama, Mystery, Thriller","USD 15,156,200"
2422396,The Cowboy Way (1994),"Action, Comedy, Drama","USD 20,277,185"
2422513,The Craft (1996),"Drama, Fantasy, Horror, Thriller","USD 15,000,000"
2422712,The Crew (2000),"Comedy, Crime","USD 23,000,000"
2422979,The Crossing Guard (1995),Drama,"USD 832,910"
2422996,The Crow (1994),"Action, Fantasy","USD 15,000,000"
2423002,The Crow: City of Angels (1996),"Action, Crime, Fantasy, Thriller","USD 13,000,000"
2423044,The Crucible (1996),"Drama, History","USD 25,000,000"
2423072,The Cruise (1998),Documentary,"USD 139,064"
2423104,The Crush (1993),"Drama, Romance, Thriller","USD 13,609,396"
2423139,The Crying Game (1992),"Crime, Drama, Romance, Thriller","USD 62,549,000"
2423315,The Cure (1995),Drama,"USD 2,568,429"
2423437,The Curse of Frankenstein (1957),"Drama, Horror, Sci-Fi, Thriller","USD 7,000,000"
2423557,The Cutting Edge (1992),"Drama, Romance, Sport","USD 25,105,517"
2424023,The Dark Crystal (1982),"Adventure, Family, Fantasy","USD 15,000,000"
2424038,The Dark Half (1993),"Horror, Mystery","USD 15,000,000"
2424628,The Daytrippers (1996),"Comedy, Drama, Mystery, Romance","USD 2,084,559"
2424777,The Dead Zone (1983),"Fantasy, Horror, Thriller","USD 10,000,000"
2425160,The Decline of Western Civilization Part II: The Metal Years (1988),"Documentary, Music","USD 500,000"
2425205,The Deep End of the Ocean (1999),Drama,"USD 40,000,000"
2425222,The Deer Hunter (1978),"Drama, War","USD 15,000,000"
2425880,The Devil and Max Devlin (1981),"Comedy, Family, Fantasy","USD 16,000,000"
2425936,The Devil's Advocate (1997),"Drama, Mystery, Thriller","USD 57,000,000"
2426074,The Devil's Own (1997),"Crime, Drama, Thriller","USD 90,000,000"
2426553,The Dirty Dozen (1967),"Action, Drama, War","USD 45,300,000"
2426757,The Distinguished Gentleman (1992),"Comedy, Crime","USD 46,666,502"
2427282,The Doom Generation (1995),"Action, Comedy, Crime, Drama, Thriller","USD 259,319"
2427355,The Doors (1991),"Biography, Drama, Music","USD 38,000,000"
2428475,The Edge (1997),"Adventure, Drama, Thriller","USD 27,779,888"
2428555,The Education of Little Tree (1997),Drama,"USD 119,254"
2428775,The Elephant Man (1980),"Biography, Drama","USD 5,000,000"
2428934,The Emerald Forest (1985),"Action, Adventure, Drama","USD 24,468,550"
2429043,The Empty Mirror (1996),"Drama, History, War","USD 10,750"
2429253,The End of Violence (1997),"Drama, Thriller","USD 5,000,000"
2429271,The End of the Affair (1999),"Drama, Romance","USD 23,000,000"
2429382,The Endless Summer 2 (1994),"Adventure, Documentary, Sport","USD 3,400,000"
2429495,The English Patient (1996),"Drama, Romance, War","USD 31,000,000"
2429506,The Englishman Who Went Up a Hill But Came Down a Mountain (1995),"Comedy, Drama","USD 10,904,930"
2429962,The Evening Star (1996),"Comedy, Drama","USD 12,747,242"
2430234,The Exorcist (1973),"Horror, Thriller","USD 10,497,444"
2430236,The Exorcist III (1990),"Horror, Mystery, Thriller","USD 26,098,824"
2430482,The Eyes of Tammy Faye (2000),"Biography, Documentary","USD 1,025,234"
2430658,The Fabulous Baker Boys (1989),"Drama, Music, Romance","USD 13,000,000"
2430810,The Faculty (1998),"Horror, Mystery, Sci-Fi, Thriller","USD 15,000,000"
2430959,The Falcon and the Snowman (1985),"Drama, Thriller","USD 17,130,087"
2431294,The Fan (1996),"Drama, Sport, Thriller","USD 55,000,000"
2431691,The Favor (1994),"Comedy, Romance","USD 3,134,081"
2432016,The Fiendish Plot of Dr. Fu Manchu (1980),Comedy,"USD 2,399,109"
2432049,The Fifth Element (1997),"Action, Adventure, Sci-Fi","USD 90,000,000"
2432392,The Filth and the Fury (2000),"Biography, Documentary, History, Music","USD 606,643"
2432424,The Final Conflict (1981),"Horror, Thriller","USD 5,571,675"
2432757,The Firm (1993),"Drama, Mystery, Thriller","USD 42,000,000"
2433039,The First Wives Club (1996),Comedy,"USD 26,000,000"
2433086,The Fisher King (1991),"Comedy, Drama, Fantasy","USD 24,000,000"
2433193,The Five Senses (1999),"Comedy, Drama, Music","USD 497,091"
2433314,The Flamingo Kid (1984),"Comedy, Drama, Romance","USD 23,859,382"
2433445,The Flintstones (1994),"Comedy, Family, Fantasy","USD 45,000,000"
2433450,The Flintstones in Viva Rock Vegas (2000),"Comedy, Family, Romance, Sci-Fi","USD 83,000,000"
2433612,The Fly (1958),"Horror, Sci-Fi","USD 700,000"
2433613,The Fly (1986),"Horror, Sci-Fi","USD 15,000,000"
2433626,The Fly II (1989),"Horror, Sci-Fi","USD 20,021,322"
2433734,The Fog (1980),Horror,"USD 1,000,000"
2434412,The Fox and the Hound (1981),"Adventure, Animation, Family","USD 12,000,000"
2434561,The French Connection (1971),"Action, Crime, Thriller","USD 1,800,000"
2434664,The Frighteners (1996),"Comedy, Fantasy, Horror","USD 30,000,000"
2434795,The Fugitive (1993),"Action, Adventure, Crime, Mystery, Thriller","USD 40,000,000"
2434818,The Full Monty (1997),"Comedy, Drama, Music","USD 3,500,000"
2434846,The Funeral (1996),"Crime, Drama","USD 1,227,324"
2434873,The Funhouse (1981),"Comedy, Horror","USD 2,765,456"
2434963,The Fury (1978),"Drama, Horror, Sci-Fi, Thriller","USD 5,500,000"
2435197,The Game (1997),"Drama, Mystery, Thriller","USD 50,000,000"
2435394,The Garbage Pail Kids Movie (1987),"Adventure, Comedy, Family, Musical, Sci-Fi","USD 1,576,615"
2435509,The Gate (1987),"Fantasy, Horror","USD 2,500,000"
2435520,The Gate II: Trespassers (1990),"Comedy, Fantasy, Horror","USD 2,032,973"
2435697,The General (1998),"Biography, Crime, Drama, Thriller","USD 1,211,865"
2435713,The General's Daughter (1999),"Crime, Drama, Mystery, Thriller, War","USD 60,000,000"
2435881,The Getaway (1994),"Action, Adventure, Crime, Drama, Romance, Thriller","USD 16,096,000"
2435974,The Ghost and the Darkness (1996),"Adventure, Drama, Thriller","USD 55,000,000"
2436288,The Gingerbread Man (1998),Thriller,"USD 25,000,000"
2437039,The Glass Shield (1994),"Crime, Drama","USD 3,313,633"
2437062,The Glimmer Man (1996),"Action, Comedy, Crime, Drama, Thriller","USD 45,000,000"
2437277,The Godfather (1972),"Crime, Drama","USD 6,000,000"
2437299,The Godfather: Part II (1974),"Crime, Drama","USD 13,000,000"
2437300,The Godfather: Part III (1990),"Crime, Drama, Mystery, Thriller","USD 54,000,000"
2437320,The Gods Must Be Crazy (1980),"Action, Comedy","USD 28,358,465"
2437321,The Gods Must Be Crazy II (1989),Comedy,"USD 6,291,444"
2437383,The Gold Rush (1925),"Adventure, Comedy, Family, Romance, Western","USD 923,000"
2437434,The Golden Bowl (2000),"Drama, Romance","USD 15,000,000"
2437452,The Golden Child (1986),"Action, Adventure, Comedy, Fantasy, Mystery","USD 25,000,000"
2437803,The Good Mother (1988),"Drama, Romance","USD 4,764,606"
2437961,The Goodbye Girl (1977),"Comedy, Drama, Romance","USD 102,000,000"
2437988,The Goonies (1985),"Adventure, Comedy, Family","USD 19,000,000"
2438101,The Governess (1998),"Drama, Romance","USD 3,719,492"
2438147,The Graduate (1967),"Comedy, Drama, Romance","USD 3,000,000"
2438279,The Grass Harp (1995),"Comedy, Drama","USD 8,000,000"
2438541,The Great Dictator (1940),"Comedy, Drama, War","USD 2,000,000"
2438760,The Great Mouse Detective (1986),"Adventure, Animation, Family, Musical, Mystery","USD 14,000,000"
2438765,The Great Muppet Caper (1981),"Comedy, Family, Music, Musical","USD 2,968,990"
2438827,The Great Race (1965),"Action, Adventure, Comedy, Family, Musical, Romance, Sport","USD 12,000,000"
2438866,The Great Santini (1979),Drama,"USD 4,702,575"
2438986,The Great White Hype (1996),"Comedy, Sport","USD 7,874,000"
2439154,The Greatest Show on Earth (1952),"Drama, Family, Romance","USD 4,000,000"
2439306,The Green Mile (1999),"Crime, Drama, Fantasy, Mystery","USD 60,000,000"
2439451,The Grifters (1990),"Crime, Drama, Thriller","USD 13,446,769"
2439616,The Guardian (1990),"Drama, Horror, Mystery, Thriller","USD 17,037,887"
2439860,The Guns of Navarone (1961),"Action, Adventure, Drama, War","USD 6,000,000"
2440155,The Hand That Rocks the Cradle (1992),"Drama, Thriller","USD 11,700,000"
2440247,The Hanging Garden (1997),"Drama, Romance","USD 925,756"
2440733,The Haunting (1999),"Fantasy, Horror, Mystery, Thriller","USD 80,000,000"
2441467,The Hi-Lo Country (1998),"Drama, Romance, Western","USD 163,810"
2441476,The Hidden (1987),"Action, Crime, Horror, Sci-Fi","USD 9,747,988"
2442181,The Hollywood Knights (1980),Comedy,"USD 10,000,000"
2442666,The Horse Whisperer (1998),"Drama, Romance, Western","USD 60,000,000"
2442759,The Hot Spot (1990),"Crime, Drama, Romance, Thriller","USD 1,293,976"
2442836,The Hour of the Pig (1993),"Crime, Drama, History, Mystery","USD 667,078"
2443071,The House of Yes (1997),"Comedy, Drama","USD 1,500,000"
2443099,The House of the Spirits (1993),"Drama, Romance","USD 25,000,000"
2443201,The Howling (1981),Horror,"USD 1,000,000"
2443214,The Hudsucker Proxy (1994),"Comedy, Drama, Fantasy","USD 30,000,000"
2443380,The Hunchback of Notre Dame (1996),"Animation, Drama, Family, Musical, Romance","USD 100,000,000"
2443403,The Hunger (1983),"Fantasy, Horror, Romance, Thriller","USD 4,774,015"
2443509,The Hunt for Red October (1990),"Action, Adventure, Thriller","USD 30,000,000"
2443522,The Hunted (1995),"Action, Drama, Thriller","USD 6,607,652"
2443624,The Hurricane (1999),"Biography, Drama, Sport","USD 38,000,000"
2443779,The Ice Storm (1997),Drama,"USD 18,000,000"
2444103,The Impostors (1998),Comedy,"USD 2,197,921"
2444128,The In Crowd (2000),"Drama, Mystery, Thriller","USD 15,000,000"
2444273,The Incredibly True Adventure of Two Girls in Love (1995),"Comedy, Drama, Romance","USD 250,000"
2444351,The Indian in the Cupboard (1995),"Adventure, Family, Fantasy","USD 45,000,000"
2444539,The Inkwell (1994),"Comedy, Drama, Romance","USD 8,880,705"
2444704,The Insider (1999),"Biography, Drama, Thriller","USD 90,000,000"
2445287,The Iron Giant (1999),"Action, Adventure, Animation, Comedy, Crime, Family, Sci-Fi","USD 48,000,000"
2445390,The Island of Dr. Moreau (1996),"Action, Horror, Sci-Fi, Thriller","USD 40,000,000"
2445527,The Jackal (1997),"Action, Adventure, Crime, Thriller","USD 60,000,000"
2445757,The Jerk (1979),Comedy,"USD 5,935,025"
2445763,The Jerky Boys (1995),"Comedy, Crime","USD 7,557,877"
2445832,The Jewel of the Nile (1985),"Action, Adventure, Comedy, Romance","USD 25,000,000"
2446151,The Journey of Natty Gann (1985),"Adventure, Family","USD 2,135,577"
2446203,The Joy Luck Club (1993),Drama,"USD 11,000,000"
2446248,The Joyriders (1999),Drama,"USD 64,579"
2446368,The Jungle Book (1967),"Adventure, Animation, Family, Musical","USD 44,645,619"
2446369,The Jungle Book (1994),"Adventure, Romance","USD 27,000,000"
2446421,The Juror (1996),"Drama, Thriller","USD 44,000,000"
2446494,The Karate Kid (1984),"Action, Drama, Family, Sport","USD 90,815,558"
2446501,"The Karate Kid, Part II (1986)","Action, Family, Romance, Sport","USD 113,829,022"
2446644,The Kentucky Fried Movie (1977),Comedy,"USD 650,000"
2446778,The Kid (1921),"Comedy, Drama, Family","USD 250,000"
2446782,The Kid (2000),"Comedy, Family, Fantasy","USD 60,000,000"
2446984,The Killer Shrews (1959),"Horror, Sci-Fi","USD 123,000"
2447022,The Killing (1956),"Crime, Film-Noir, Thriller","USD 320,000"
2447027,The Killing Fields (1984),"Drama, History, War","USD 34,609,720"
2447114,The Kindred (1987),"Horror, Sci-Fi","USD 2,407,024"
2447163,The King and I (1956),"Drama, Musical, Romance","USD 21,300,000"
2447164,The King and I (1999),"Animation, Family, Fantasy, Musical","USD 11,956,538"
2448078,The Land Girls (1998),"Drama, Romance, War","USD 146,083"
2448577,The Last Days (1998),"Documentary, War","USD 419,762"
2448585,The Last Days of Disco (1998),"Comedy, Drama, Music, Romance","USD 8,000,000"
2448671,The Last Emperor (1987),"Biography, Drama, History","USD 23,000,000"
2449330,The Last September (1999),"Drama, History, Romance","USD 469,974"
2449498,The Last Temptation of Christ (1988),Drama,"USD 7,000,000"
2449525,The Last Time I Committed Suicide (1997),"Biography, Drama","USD 4,000,000"
2449747,The Last of the Mohicans (1992),"Action, Adventure, Romance, War","USD 40,000,000"
2450038,The Lawnmower Man (1992),"Horror, Sci-Fi","USD 10,000,000"
2450589,The Leopard Son (1996),Documentary,"USD 419,038"
2450945,The Life and Times of Hank Greenberg (1998),"Biography, Documentary, Sport","USD 1,703,901"
2451328,The Limey (1999),"Crime, Drama, Mystery, Thriller","USD 9,000,000"
2451456,The Lion King (1994),"Adventure, Animation, Drama, Family, Musical","USD 45,000,000"
2451832,The Little Mermaid (1989),"Animation, Family, Fantasy, Musical, Romance","USD 40,000,000"
2451910,The Little Rascals (1994),"Comedy, Family, Romance","USD 51,764,950"
2452304,The Locusts (1997),Drama,"USD 10,082"
2452617,The Long Kiss Goodnight (1996),"Action, Crime, Drama, Mystery, Thriller","USD 65,000,000"
2452719,The Long Walk Home (1990),"Drama, History","USD 4,803,039"
2452768,The Longest Day (1962),"Action, Drama, History, War","USD 10,000,000"
2452910,The Lord of the Rings (1978),"Adventure, Animation, Drama, Fantasy","USD 4,000,000"
2452983,The Loss of Sexual Innocence (1999),Drama,"USD 4,000,000"
2453333,The Lost World: Jurassic Park (1997),"Action, Adventure, Sci-Fi","USD 73,000,000"
2453494,The Love Letter (1999),"Comedy, Drama, Romance","USD 15,000,000"
2454234,The Madness of King George (1994),"Biography, Comedy, Drama, History","USD 15,238,994"
2456019,The Man Who Knew Too Little (1997),"Action, Comedy, Crime, Thriller","USD 20,000,000"
2456021,The Man Who Knew Too Much (1956),Thriller,"USD 2,500,000"
2456218,The Man Without a Face (1993),Drama,"USD 24,760,338"
2456555,The Man with Rain in His Shoes (1998),"Comedy, Drama, Romance","USD 258,464"
2456557,The Man with Two Brains (1983),"Comedy, Romance, Sci-Fi","USD 10,353,438"
2456586,The Man with the Golden Gun (1974),"Action, Adventure, Crime, Thriller","USD 13,000,000"
2457168,The Mask (1994),"Comedy, Crime, Fantasy, Romance","USD 18,000,000"
2457188,The Mask of Zorro (1998),"Action, Adventure, Romance, Western","USD 65,000,000"
2457395,The MatchMaker (1997),"Comedy, Romance","USD 3,376,403"
2457464,The Matrix (1999),"Action, Adventure, Sci-Fi","USD 63,000,000"
2458438,The Mighty (1998),"Comedy, Drama","USD 2,643,689"
2458457,The Mighty Ducks (1992),"Action, Comedy, Drama, Family, Sport","USD 10,000,000"
2458858,The Minus Man (1999),"Crime, Drama, Mystery, Thriller","USD 368,808"
2458984,The Mirror Has Two Faces (1996),"Comedy, Drama, Romance","USD 42,000,000"
2459227,The Mission (1986),"Adventure, Drama, History","USD 24,500,000"
2459369,The Mod Squad (1999),"Action, Crime, Thriller","USD 50,000,000"
2459538,The Money Pit (1986),"Comedy, Music","USD 10,000,000"
2459856,The Morning After (1986),"Crime, Mystery, Romance, Thriller","USD 25,147,055"
2459965,The Mosquito Coast (1986),"Adventure, Drama, Thriller","USD 25,000,000"
2460384,The Mummy (1999),"Action, Adventure, Fantasy","USD 80,000,000"
2460419,The Muppet Christmas Carol (1992),"Comedy, Drama, Family, Fantasy, Music, Musical","USD 12,000,000"
2460422,The Muppet Movie (1979),"Adventure, Comedy, Family, Musical","USD 76,657,000"
2460432,The Muppets Take Manhattan (1984),"Comedy, Family, Musical, Romance","USD 25,534,703"
2460492,The Muse (1999),Comedy,"USD 15,000,000"
2461007,The Myth of Fingerprints (1997),"Comedy, Drama","USD 2,000,000"
2461085,The Naked Gun 2½: The Smell of Fear (1991),"Action, Comedy, Crime","USD 23,000,000"
2461086,The Naked Gun: From the Files of Police Squad! (1988),"Action, Comedy, Crime, Romance","USD 78,041,829"
2461289,The Natural (1984),"Drama, Sport","USD 28,000,000"
2461385,The Navigator: A Mediaeval Odyssey (1988),"Action, Adventure, Drama, Fantasy, Mystery, Thriller","USD 1,333,379"
2461485,The Negotiator (1998),"Action, Crime, Drama, Mystery, Thriller","USD 50,000,000"
2461549,The Neon Bible (1995),Drama,"USD 27,274"
2461598,The Net (1995),"Action, Crime, Drama, Mystery, Thriller","USD 22,000,000"
2461620,The Neverending Story II: The Next Chapter (1990),"Adventure, Drama, Family, Fantasy","USD 36,000,000"
2461650,The New Age (1994),Drama,"USD 245,217"
2462106,The Newton Boys (1998),"Action, Crime, Drama, History, Western","USD 27,000,000"
2462112,The Next Best Thing (2000),"Comedy, Drama, Romance","USD 25,000,000"
2462153,The Next Karate Kid (1994),"Action, Drama, Family, Romance, Sport","USD 15,826,984"
2462304,The Night Flier (1997),"Fantasy, Horror, Mystery","USD 1,000,000"
2462515,The Nightmare Before Christmas (1993),"Animation, Family, Fantasy, Musical","USD 18,000,000"
2462595,The Ninth Gate (1999),"Mystery, Thriller","USD 38,000,000"
2462959,The Nutty Professor (1996),"Comedy, Romance, Sci-Fi","USD 54,000,000"
2463037,The Object of My Affection (1998),"Comedy, Drama, Romance","USD 15,000,000"
2463128,The Odd Couple (1968),"Comedy, Romance","USD 44,527,234"
2463129,The Odd Couple II (1998),"Adventure, Comedy","USD 18,878,566"
2463620,The Omega Code (1999),"Action, Adventure, Drama, Thriller","USD 7,500,000"
2463624,The Omen (1976),"Horror, Mystery","USD 2,800,000"
2463946,The Opportunists (2000),"Comedy, Crime, Drama, Romance","USD 581,142"
2463959,The Opposite of Sex (1998),Comedy,"USD 5,000,000"
2464197,The Original Kings of Comedy (2000),"Comedy, Documentary","USD 3,000,000"
2464545,The Other Sister (1999),"Comedy, Drama, Romance","USD 35,000,000"
2464635,The Out-of-Towners (1999),Comedy,"USD 40,000,000"
2464699,The Outlaw Josey Wales (1976),Western,"USD 31,800,000"
2464777,The Outsiders (1983),"Crime, Drama","USD 10,000,000"
2464994,The Pagemaster (1994),"Adventure, Animation, Comedy, Family, Fantasy, Mystery, Romance","USD 27,000,000"
2465142,The Pallbearer (1996),"Comedy, Romance","USD 8,000,000"
2465208,The Paper (1994),"Comedy, Drama","USD 38,824,341"
2465320,The Parent Trap (1961),"Comedy, Romance","USD 25,150,385"
2465321,The Parent Trap (1998),"Adventure, Comedy, Drama, Family, Romance","USD 66,304,095"
2465773,The Patriot (2000),"Action, Drama, War","USD 110,000,000"
2465893,The Peacemaker (1997),"Action, Thriller","USD 50,000,000"
2465999,The Pelican Brief (1993),"Crime, Drama, Mystery, Thriller","USD 45,000,000"
2466152,The People vs. Larry Flynt (1996),"Biography, Drama","USD 36,000,000"
2466194,The Perez Family (1995),"Comedy, Drama, Romance","USD 11,000,000"
2466403,The Perfect Storm (2000),"Action, Adventure, Drama, Thriller","USD 140,000,000"
2466584,The Pest (1997),Comedy,"USD 17,000,000"
2466643,The Phantom (1996),"Action, Adventure, Comedy","USD 45,000,000"
2466916,The Piano (1993),"Drama, Romance","USD 7,000,000"
2467141,The Pillow Book (1996),"Drama, Romance, Thriller","USD 2,293,037"
2467591,The Player (1992),"Comedy, Crime, Drama, Mystery, Romance, Thriller","USD 21,706,100"
2467606,The Players Club (1998),"Comedy, Drama","USD 4,500,000"
2468093,The Pope of Greenwich Village (1984),"Action, Comedy, Crime, Drama","USD 8,000,000"
2468205,The Portrait of a Lady (1996),"Drama, Romance","USD 3,692,836"
2468209,The Poseidon Adventure (1972),"Action, Adventure","USD 5,000,000"
2468266,The Postman (1997),"Action, Adventure, Drama, Sci-Fi","USD 80,000,000"
2468270,The Postman Always Rings Twice (1981),"Crime, Drama, Romance, Thriller","USD 12,200,000"
2468555,The Preacher's Wife (1996),"Comedy, Drama, Fantasy, Romance","USD 40,000,000"
2468663,The Presidio (1988),"Action, Crime, Mystery, Thriller","USD 20,036,242"
2469053,The Prince of Egypt (1998),"Adventure, Animation, Drama, Family, History, Musical","USD 70,000,000"
2469075,The Prince of Tides (1991),Drama,"USD 30,000,000"
2469104,The Princess Bride (1987),"Adventure, Comedy, Family, Fantasy, Romance","USD 16,000,000"
2469496,The Producers (1967),Comedy,"USD 941,000"
2469602,The Program (1993),"Action, Drama, Sport","USD 23,004,026"
2469755,The Prophecy (1995),"Fantasy, Horror, Mystery, Thriller","USD 8,000,000"
2469815,The Proposition (1998),"Drama, Romance","USD 121,875"
2469819,The Proprietor (1996),Drama,"USD 113,649"
2470056,The Puppet Masters (1994),"Horror, Sci-Fi, Thriller","USD 8,638,072"
2470130,The Purple Rose of Cairo (1985),"Comedy, Fantasy, Romance","USD 15,000,000"
2470287,The Quarry (1998),"Drama, Mystery, Thriller","USD 3,350"
2470444,The Quest (1996),"Action, Adventure, Thriller","USD 30,000,000"
2470520,The Quick and the Dead (1995),"Action, Thriller, Western","USD 32,000,000"
2470575,The Quiet Room (1996),Drama,
2470769,The Rage: Carrie 2 (1999),"Horror, Sci-Fi, Thriller","USD 21,000,000"
2470910,The Rainmaker (1997),"Crime, Drama, Thriller","USD 40,000,000"
2471102,The Rapture (1991),"Drama, Mystery","USD 1,277,401"
2471217,The Razor's Edge (1984),"Drama, Romance, War","USD 13,000,000"
2471265,The Real Blonde (1997),"Comedy, Drama, Romance","USD 247,745"
2472087,The Ref (1994),"Comedy, Crime, Drama","USD 11,000,000"
2472244,The Relic (1997),"Horror, Mystery, Thriller","USD 40,000,000"
2472292,The Remains of the Day (1993),"Drama, Romance","USD 11,500,000"
2472391,The Replacement Killers (1998),"Action, Crime, Drama, Thriller","USD 30,000,000"
2472393,The Replacements (2000),"Comedy, Sport","USD 50,000,000"
2472465,The Rescuers (1977),"Adventure, Animation, Crime, Drama, Family, Fantasy, Mystery","USD 1,200,000"
2472467,The Rescuers Down Under (1990),"Adventure, Animation, Crime, Drama, Family, Fantasy, Mystery","USD 27,931,461"
2472800,The Return of the Pink Panther (1975),"Comedy, Crime, Mystery","USD 5,000,000"
2472807,The Return of the Texas Chainsaw Massacre (1994),"Comedy, Horror, Thriller","USD 600,000"
2473007,The Rich Man's Wife (1996),Thriller,"USD 8,538,318"
2473215,The Right Stuff (1983),"Adventure, Drama, History, Sci-Fi","USD 27,000,000"
2473585,The River (1984),Drama,"USD 18,000,000"
2473638,The River Wild (1994),"Action, Adventure, Crime, Thriller","USD 45,000,000"
2473798,The Road to El Dorado (2000),"Adventure, Animation, Comedy, Family, Romance","USD 95,000,000"
2473917,The Road to Wellville (1994),"Comedy, Drama","USD 25,000,000"
2474020,The Rock (1996),"Action, Adventure, Thriller","USD 70,000,000"
2474065,The Rocketeer (1991),"Action, Adventure, Family, Sci-Fi","USD 40,000,000"
2474100,The Rocky Horror Picture Show (1975),"Comedy, Musical","USD 1,200,000"
2474705,The Rugrats Movie (1998),"Adventure, Animation, Comedy, Drama, Family","USD 28,000,000"
2474783,The Run of the Country (1995),"Drama, Romance","USD 470,768"
2474888,The Running Man (1987),"Action, Sci-Fi, Thriller","USD 27,000,000"
2475166,The Saint (1997),"Action, Romance, Sci-Fi, Thriller","USD 68,000,000"
2475195,The Saint of Fort Washington (1993),Drama,"USD 57,115"
2475387,The Sandpiper (1965),Drama,"USD 5,300,000"
2475423,The Santa Clause (1994),"Comedy, Drama, Family, Fantasy","USD 22,000,000"
2475682,The Scarlet Letter (1995),"Drama, Romance","USD 50,000,000"
2475939,The Scout (1994),"Comedy, Drama, Sport","USD 2,667,163"
2476233,The Searchers (1956),Western,"USD 3,750,000"
2476335,The Second Jungle Book: Mowgli & Baloo (1997),"Adventure, Comedy, Drama, Family","USD 479,099"
2476415,The Secret Adventures of Tom Thumb (1993),"Adventure, Animation, Sci-Fi","USD 69,870"
2476422,The Secret Agent (1996),"Drama, Thriller","USD 7,000,000"
2476484,The Secret Garden (1993),"Drama, Family, Fantasy","USD 31,181,347"
2476743,The Secret of NIMH (1982),"Animation, Drama, Family, Fantasy, Sci-Fi","USD 7,000,000"
2476750,The Secret of Roan Inish (1994),"Drama, Family, Fantasy","USD 3,000,000"
2477259,The Seventh Sign (1988),"Drama, Fantasy, Horror, Thriller","USD 18,875,011"
