movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
2446369,27000000.0,44342956.0,"280,000 (France) (30 May 1995)",Vegahom Europe N.V.,USD
2446421,44000000.0,22754725.0,"660,611 (France) (6 August 1996) | 142,353 (Netherlands) (31 December 1997) | 142,326 (Netherlands) (1 January 1997) | 81,097 (Portugal) (27 June 1996)",,USD
2446494,,90815558.0,"1,862,435 (Spain)","Columbia Pictures Industries, Inc.",
2446501,,113829022.0,"2,206,241 (Spain) | 312,242 (Sweden)",,
2446644,650000.0,15000000.0,,,USD
2446778,250000.0,2500000.0,,"Copyright © MCMXXI by Charles Chaplin, Copyright renewed (on print)",USD
2446782,60000000.0,69688384.0,"767,817 (Spain) (10 August 2002) | 752,958 (Spain) (25 June 2001)",,USD
2446984,123000.0,1000000.0,,,USD
2447022,320000.0,269337.0,"125,678 (Spain)",© MCMLVI Harris-Kubrick Pictures Corporation,USD
2447027,,34609720.0,"169,338 (Sweden)",© Goldcrest Films and Television Limited 1984,
2447082,,,,,
2447114,,2407024.0,,,
2447163,,21300000.0,,copyright MCMLVI by Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corporation; 28 June 1956; LP7381 (in copyright registry),
2447164,,11956538.0,"73,844 (Netherlands) (31 December 1999) | 206,329 (Spain) (30 June 2001)",,
2447248,,,,,
2447823,,,,"Paramount Pictures, Inc.; 21 March 1941; LP10343 (in copyright registry)",
2447864,,,,Copyright by Gaumont British Corporation of America 1938 (on print),
2448078,,146083.0,"8,758 (Germany) (21 June 1998) (opening week)","Intermedia Land Girls Limited; Camera One; Arena Films, 1997",
2448577,,419762.0,421 (Netherlands) (31 December 2000),,
2448585,8000000.0,2987297.0,,,USD
2448629,,,,Copyright © MCMLXXIII by Bright-Persky Associates - All Rights Reserved (on print); Bright-Persky Associates; 10 December 1973; LP43912 (in copyright registry),
2448671,23000000.0,108939.0,"417,457 (Sweden)",copyright © Helmsdale Film Corporation 1987 (on print),USD
2449148,1300000.0,,,"COPYRIGHT ©MCMLXXI LAST PICTURE SHOW PRODUCTIONS, INC.",USD
2449330,,,,"The Matrix Films Last September"" Partnership",
,,,,,
GR: USD 469,,,,,
GR: USD 439,,,,,
GR: USD 427,,,,,
GR: USD 400,,,,,
GR: USD 248,,,,,
GR: USD 121,,,,,
GR: USD 22,,,,,
,,,,,
OW: USD 22,,,,,
,,,,,
WG: USD 23,,,,,
WG: USD 6,,,,,
WG: USD 18,,,,,
WG: USD 30,,,,,
WG: USD 95,,,,,
WG: USD 85,,,,,
WG: USD 22,,,,,
2449498,7000000.0,1647309.0,"248,259 (Germany)",copyright 1988 Universal City Studios Inc. and Cineplex Odeon Films Canada Inc.,USD
2449525,4000000.0,12836.0,,,USD
2449530,,,,"Motion picture and music score: © 1954 Loew's, Inc. (onscreen notice: 1944)",
2449747,40000000.0,75505856.0,"1,240,746 (France) | 830,086 (Germany)",COPYRIGHT © 1992 BY TWENTIETH CENTURY FOX FILM CORPORATION (on print),USD
2450038,10000000.0,27207265.0,"387,476 (Germany) (31 December 1992)",,USD
2450394,,,,©1962 Walt Disney Productions,
2450589,,419038.0,"58,153 (Netherlands) (31 December 1997) | 17,248 (Netherlands) (1 January 1997)",,
2450945,,1703901.0,,The Ciesla Foundation,
2451008,,,,"©1937 Warner Bros. Pictures, Inc. (on print); Warner Bros. Pictures, Inc.; 14 July 1937; LP7422 (in copyright registry)",
2451328,9000000.0,3193102.0,"19,278 (Netherlands) (31 December 2001) | 18,174 (Netherlands) (31 December 2000) | 76,715 (Spain) (10 August 2002)","Artisan Pictures Inc., 1999 (on print)",USD
2451456,45000000.0,94240635.0,"1,858,732 (Argentina) | 1,100,000 (Austria) | 81,520 (Belgium) | 280,533 (Belgium) | 248,363 (Finland) | 9,412,494 (France) (28 February 1995) | 10,122,000 (France) | 1,312,942 (France) (opening week) | 11,289,000 (Germany) | 6,064,405 (Spain) | 1,948,274 (Sweden)",© Copyright MCMXCIV The Walt Disney Company (on print); Walt Disney Pictures & Television; 20 June 1994; PA659979 (in copyright registry),USD
2451832,40000000.0,109859444.0,"590,411 (Germany) (23 August 1998) (re-release) | 529,330 (Germany) (16 August 1998) (re-release) | 492,586 (Germany) (9 August 1998) (re-release) | 325,211 (Germany) (26 July 1998) (re-release) | 135,469 (Germany) (12 July 1998) (opening week) (re-release) | 889,131 (Sweden)",© 1989 The Walt Disney Company (on print),USD
2451897,,,,Twentieth Century-Fox Film Corporation; 17 March 1939; LP8753 (in copyright registry),
2451910,,51764950.0,"109,124 (Netherlands) (31 December 1997) | 108,842 (Netherlands) (1 January 1997)","Copyright © 1994 Universal City Studios, Inc. and Amblin Entertainment, Inc. All rights reserved. The Little Rascals Characters © King World Productions, Inc. [on Screen]",
2451959,27000.0,,,"Copyright Santa Clara Productions, Inc.; 1985; PA-301-210 (in copyright registry)",USD
2452304,,10082.0,,"Orion Pictures Corp., 1997",
2452580,,,,Copyright © United Artists Corporation MCMLXXIII,
2452617,65000000.0,33328051.0,"782,294 (France) (28 January 1997) | 572,327 (France) (31 December 1996) | 418,538 (Germany) (29 December 1996) | 139,707 (Germany) (15 December 1996) | 178,383 (Netherlands) (31 December 1997) | 104,520 (Netherlands) (1 January 1997) | 122,653 (Portugal) (20 February 1997) | 110,600 (Portugal) (6 February 1997) | 100,911 (Portugal) (30 January 1997) | 90,051 (Portugal) (23 January 1997) | 74,222 (Portugal) (16 January 1997) | 49,622 (Portugal) (9 January 1997) | 222,335 (Spain)",New Line Productions Inc.,USD
2452719,,4803039.0,,,
2452768,10000000.0,50000000.0,"11,906,000 (France)","Copyright © MCMLXII by Darryl F. Zanuck Productions,Inc. & Twentieth Century Fox Film Corp.",USD
2452910,4000000.0,30471420.0,"259,514 (Sweden)",COPYRIGHT ©1978 BY THE SAUL ZAENTZ PRODUCTION COMPANY,USD
2452938,160000.0,,,© MCMLXXIV by The Ebbets Field Film Company,USD
2452983,4000000.0,399793.0,,,USD
2453256,,,"22,000 (France)",,
2453314,1250000.0,,,copyright MCMXLV Paramount Pictures Inc. (on print),USD
2453333,73000000.0,229074524.0,"4,847,326 (France) (31 March 1998) | 1,992,899 (France) (28 October 1997) (opening week) | 44,042 (France) (22 October 1997) (opening day) | 5,490,021 (Germany) (5 October 1997) | 5,447,183 (Germany) (29 September 1997) | 5,393,410 (Germany) (22 September 1997) | 5,289,543 (Germany) (15 September 1997) | 5,053,083 (Germany) (8 September 1997) | 4,628,156 (Germany) (1 September 1997) | 3,884,029 (Germany) (25 August 1997) | 2,825,925 (Germany) (18 August 1997) | 1,328,433 (Germany) (opening week) | 5,511,094 (Germany) | 798,313 (Netherlands) (31 December 1998) | 796,728 (Netherlands) (1 January 1998) | 443,095 (Portugal) (30 October 1997) | 418,816 (Portugal) (23 October 1997) | 391,222 (Portugal) (16 October 1997) | 326,150 (Portugal) (9 October 1997) | 203,891 (Portugal) (2 October 1997) (opening week) | 3,299,258 (Spain)",Amblin Entertainment,USD
2453494,15000000.0,8276228.0,648 (Netherlands) (31 December 2000),,USD
2454098,25000.0,,,,AUD
2454234,,15238994.0,,,
2454636,,,,© COPYRIGHT MCMLX BY MIRISCH-ALPHA ALL RIGHTS RESERVED.,
2455724,300000.0,,,"MCMXLI Warner Bros. Pictures, Inc. (on print); Warner Bros. Pictures, Inc.; 10 October 1941; LP10777 (in copyright registry)",USD
2456019,20000000.0,13801755.0,"129,272 (Germany) (21 June 1998) | 107,020 (Germany) (15 June 1998) | 12,901 (Netherlands) (31 December 1998)","Monarchy Enterprises B.K. and Regency Entertainment (USA), Inc, 1997",USD
2456020,40000.0,,,Gaumont-British Picture Corp. of America; 9 December 1934;LP6727 (in copyright registry),GBP
2456021,2500000.0,10250000.0,,"Copyright © 1955 by Filwite Productions, Inc. All Rights Reserved (on print); Filwite Productions, Inc.; 16 May 1956; LP6469 (in copyright registry)",USD
2456181,8000000.0,,,© Copyright MCMLXXV Devon Company (on print),USD
2456218,,24760338.0,"126,442 (Germany)","© 1993 Icon Distribution, Inc.",
2456292,,,,"MCMLV Columbia Pictures Corporation (original), U.S. Copyright LP4597, 8 April 1955",
2456555,,258464.0,144 (Netherlands) (31 December 1999),,
2456557,,10353438.0,,,
2456585,,,,© Copyright MCMLV Carlyle Productions Inc,
2456586,13000000.0,20972000.0,"10,250,000 (USA) | 644,000 (Sweden)",THE MAN WITH THE GOLDEN GUN Copyright © MCMLXXIV Danjaq S.A. All Rights Reserved,USD
2456637,2200000.0,,,M.C. Productions; 2 November 1962; LP23300 (in copyright registry),USD
2456741,,,,copyright 1929 British International Pictures,
2456944,,,,"Twentieth Century-Fox Film Corp., 8 November 1940, Lp10310",
2457168,18000000.0,119936108.0,"3,189,985 (France) (3 January 1995) | 270,206 (Sweden)","New Line Productions, Inc.",USD
2457188,65000000.0,93771072.0,"194,811 (France) (20 October 1998) (opening week) | 844,801 (France) (20 October 1998) (opening week) | 26,060 (France) (14 October 1998) (opening day) | 3,429,000 (France) | 944,071 (Germany) (15 November 1998) | 841,040 (Germany) (8 November 1998) | 652,111 (Germany) (1 November 1998) | 332,051 (Germany) (25 October 1998) (opening week) | 239,338 (Netherlands) (31 December 1999) | 121,879 (Netherlands) (31 December 1998) | 420,000 (Portugal) | 4,021,163 (Spain)",© 1998 Global Entertainment Productions GmbH & Co. KG,USD
2457395,,3376403.0,"19,645 (Germany) (26 April 1998) (opening week)","PolyGram Filmed Entertainment, Inc., 1997",
2457464,63000000.0,171479930.0,"178,659 (Germany) (25 May 2003) (re-release) | 3,194,163 (Germany) (18 July 1999) | 2,866,516 (Germany) (11 July 1999) | 2,413,899 (Germany) (4 July 1999) | 1,844,588 (Germany) (27 June 1999) | 671,737 (Netherlands) (31 December 2000) | 667,449 (Netherlands) (31 December 1999) | 2,936,830 (Spain) (10 March 2003) | 2,936,102 (Spain) (31 December 2001) | 465,677 (Sweden) (30 December 1999) | 462,844 (Sweden) (25 November 1999) | 452,577 (Sweden) (28 October 1999) | 432,039 (Sweden) (30 September 1999) | 362,039 (Sweden) (26 August 1999) | 225,869 (Sweden) (29 July 1999)","Warner Bros. - U.S., Canada, Bahamas & Bermuda; Village Roadshow Films (BVI) Limited - All Other Territories",USD
2458438,,2643689.0,"7,303 (Netherlands) (31 December 1999)","Miramax Film Corp., 1998 (on print)",
2458457,10000000.0,50727056.0,,"©MCMXCII BUENA VISTA PICTURES DISTRIBUTION, INC. All Rights Reserved",USD
2458634,,,,,
2458858,,368808.0,,"©1999 the shooting gallery, inc. all rights reserved (on print)",
2458984,42000000.0,41252428.0,"228,478 (France) (28 January 1997) | 501,155 (Germany) (3 March 1997) | 427,046 (Germany) (23 February 1997) | 119,645 (Germany) (9 February 1997) | 25,710 (Netherlands) (31 December 1998) | 25,585 (Netherlands) (1 January 1998) | 55,698 (Portugal) (27 February 1997) | 45,612 (Portugal) (20 February 1997)",,USD
2459227,24500000.0,17134545.0,"87,391 (Sweden)",© 1986 Kingsmere Productions Limited,USD
2459369,50000000.0,13260050.0,"8,579 (Netherlands) (31 December 1999)",,USD
2459443,200000.0,,,"Universal Pictures Company, Inc. (1956)",USD
2459538,10000000.0,30940022.0,,"U-Drive, Inc.",USD
2459856,,25147055.0,,"Lorimar Motion Picture Management, Inc.",
2459965,25000000.0,14302779.0,"457,000 (France) | 89,790 (Sweden) | 109,673 (West Germany) (1986)",© 1986 THE SAUL ZAENTZ COMPANY (on print),USD
2460167,,,,,
2460382,196000.0,,,© Universal Pictures Corp.; 14 December 1932; LP3478 (in copyright registry),USD
2460383,,,,,
2460384,80000000.0,155247825.0,"144,406 (Finland) (19 August 1999) | 4,874,660 (Germany) (31 December 1999) | 4,295,597 (Germany) (18 July 1999) | 4,093,721 (Germany) (11 July 1999) | 3,821,130 (Germany) (4 July 1999) | 3,498,928 (Germany) (27 June 1999) | 2,250,171 (Germany) (13 June 1999) | 1,191,063 (Germany) (6 June 1999) (opening weekend) | 563,273 (Netherlands) (31 December 1999) | 3,696,652 (Spain) (30 June 2001) | 110,177 (Sweden) (29 July 1999)","Universal Studios, 1999 (on print)",USD
2460402,,,,,
2460404,,,,,
2460406,,,,"Universal Pictures Co.; 23 August 1940; LP9854, Universal Pictures Company, Inc., 1940 (on print)",
2460410,,,,,
2460419,12000000.0,27281507.0,,"© 1992 Jim Henson Productions, Inc.",USD
2460422,,76657000.0,,"MCMLXXIX ITC Films, Inc.",
2460432,,25534703.0,,,
2460492,15000000.0,11614236.0,,,USD
2461007,2000000.0,458815.0,,,USD
2461085,23000000.0,86930411.0,"4,074,226 (Germany) (31 December 1991)",,USD
2461086,,78041829.0,"99,581 (Finland) | 451,104 (Sweden)",TM & copyright © MCMLXXXVIII by Paramount Pictures Corporation (on print),
2461096,,,,,
2461289,28000000.0,47951979.0,,Copyright ©1984 TRI-STAR PICTURES,USD
2461385,,1333379.0,,,
2461485,50000000.0,44484065.0,"126,502 (Netherlands) (31 December 1999) | 120,688 (Netherlands) (31 December 1998)",© 1998 Monarchy Enterprises B.V. and Regency Enterprises (USA) Inc. (on print),USD
2461549,,27274.0,"5,551 (Portugal) (26 September 1996) | 4,540 (Portugal) (19 September 1996) | 3,196 (Portugal) (12 September 1996) | 1,778 (Portugal) (5 September 1996)",,
2461598,22000000.0,46564881.0,"313,956 (France) (31 October 1995)","copyright 1995 Columbia Pictures Industries, Inc.",USD
2461620,36000000.0,16283667.0,"3,207,000 (Germany)",© 1989 Warner Bros. Inc. and Scriba & Deyhle OHG,USD
2461621,17000000.0,,"998,000 (Germany)",© 1994 CineVox Filmproduktion GmbH and Studio Babelsberg GmbH (on print),USD
2461650,,245217.0,,1994 Mercury Enterprises C.V.,
2462106,27000000.0,10297897.0,,,USD
2462112,25000000.0,14983572.0,"37,361 (Netherlands) (31 December 2000)","Lakeshore Entertainment Corp. and Paramount Pictures, 2000 (on print)",USD
2462153,,15826984.0,"262,310 (Spain)",,
2462177,450000.0,,,,USD
2462304,1000000.0,91549.0,,,USD
2462515,18000000.0,143289.0,"279,053 (France) (3 January 1995)",© MCMXCIII Touchstone Pictures (on print),USD
2462595,38000000.0,18653746.0,"1,392,276 (France) (12 October 1999) | 1,356,331 (France) (5 October 1999) | 1,294,357 (France) (29 September 1999) | 1,192,446 (France) (21 September 1999) | 1,030,591 (France) (14 September 1999) | 833,419 (France) (7 September 1999) | 499,344 (France) (31 August 1999) | 71,933 (Netherlands) (31 December 2001) | 71,500 (Netherlands) (31 December 2000) | 1,339,000 (Spain)",,USD
2462958,,,,"COPYRIGHT © 1963 BY JERRY LEWIS ENTERPRISES, INC. ALL RIGHTS RESERVED",
2462959,54000000.0,128769345.0,"1,942,005 (France) (29 October 1996) | 1,452,484 (France) (1 October 1996) | 2,798,193 (Germany) (1 December 1996) | 2,509,757 (Germany) (17 November 1996) | 1,856,879 (Germany) (3 November 1996) | 580,154 (Germany) (20 October 1996) | 748,448 (Netherlands) (31 December 1997) | 709,276 (Netherlands) (1 January 1997) | 363,730 (Portugal) (23 January 1997) | 350,628 (Portugal) (16 January 1997) | 336,741 (Portugal) (9 January 1997) | 310,658 (Portugal) (2 January 1997) | 271,921 (Portugal) (26 December 1996) | 249,211 (Portugal) (19 December 1996) | 213,306 (Portugal) (12 December 1996) | 163,988 (Portugal) (5 December 1996) | 89,979 (Portugal) (28 November 1996) | 1,247,348 (Spain)",,USD
2463037,15000000.0,29106737.0,"174,080 (Germany) (13 September 1998) | 91,929 (Germany) (6 September 1998) (opening week) | 15,456 (Netherlands) (31 December 1999) | 15,446 (Netherlands) (31 December 1998)",,USD
2463128,,44527234.0,,Copyright MCMXLVIII Paramount Pictures Corporation (on print); Paramount Picturess; 2 May 1968; LP36430 (in copyright registry),
2463129,,18878566.0,295 (Netherlands) (31 December 1999),,
2463153,,,,Copyright © MCMLXXIV Domino Productions Ltd Oceanic Filmproduction G m b H Houtsnede Maatschappij N.V. All Rights Reserved,
2463462,,,,,
2463620,7500000.0,12610552.0,,,USD
2463622,,,,© COPYRIGHT MCMLXXI BY WARNER BROS INC AND WALTER SELTZER PRODUCTIONS INC ALL RIGHTS RESERVED,
2463624,2800000.0,4273886.0,,Original Music © 1976 Fox Fanfare Music Inc.,USD
2463946,,581142.0,,"Flashpoint (UK) Limited, 1999 (on print)",
2463959,5000000.0,5879254.0,"11,889 (Netherlands) (31 December 2000) | 9,507 (Netherlands) (31 December 1999)",,USD
2464197,3000000.0,38168022.0,,"MTV Networks, a division of Viacom International Inc.",USD
2464545,35000000.0,27797271.0,,,USD
2464635,40000000.0,28535768.0,"10,033 (Netherlands) (31 December 1999) | 95,331 (Spain) (30 June 2001)","Paramount Pictures Corporation, 1999",USD
2464684,,,,Hughes Productions; 15 February 1941; LP177 (in copyright registry) (as Hughes Productions Inc.),
2464699,,31800000.0,,COPYRIGHT © MCMLXXVI BY WARNER BROS. INC. ALL RIGHTS RESERVED,
2464777,10000000.0,25600000.0,,The Complete Novel: © 2005 Zoetrope Corporation.,USD
2464994,27000000.0,13670688.0,,,USD
2465091,,,,"©1957 Warner Bros. Pictures, Inc.",
2465142,8000000.0,5612586.0,,,USD
2465145,,,,"Paramount Pictures, Inc. (original), U.S. Copyright LP11763, 2 November 1942 (in copyright registry)",
2465208,,38824341.0,,"(1994) Universal City Studios, Inc.",
2465279,4258000.0,,,"copyright MCMXLVII by Vanguard Films, Inc. (on print); Vanguard Films, Inc.; 27 December 1947; LP1489 (in copyright registry)",USD
2465320,,25150385.0,,"© Copyright MCMLXI Walt Disney Productions (on print); Walt Disney Productions, Inc.; 14 April 1961; LP19429 (in copyright registry)",
2465321,,66304095.0,"329,745 (Germany) (8 November 1998) | 278,211 (Germany) (1 November 1998) | 184,930 (Germany) (25 October 1998) | 76,301 (Germany) (18 October 1998) (opening week) | 109,739 (Netherlands) (31 December 1999) | 108,153 (Netherlands) (31 December 1998)","Disney Enterprises, Inc.",
2465773,110000000.0,113330342.0,"1,160,794 (France) (26 September 2000) | 1,860,711 (Germany) (16 November 2003) | 199,299 (Netherlands) (31 December 2000) | 1,686,792 (Spain) (31 October 2003) | 1,683,970 (Spain) (10 August 2002) | 1,665,195 (Spain) (25 June 2001)",,USD
2465893,50000000.0,41256277.0,"676,344 (France) (30 December 1997) | 336,220 (France) (25 November 1997) (opening week) | 85,396 (France) (25 November 1997) (opening week) | 13,197 (France) (19 November 1997) (opening day) | 1,091,518 (Germany) (15 December 1997) | 1,015,319 (Germany) (8 December 1997) | 905,854 (Germany) (1 December 1997) | 718,116 (Germany) (24 November 1997) | 349,549 (Germany) (17 November 1997) (opening week) | 246,288 (Netherlands) (31 December 1998) | 233,113 (Netherlands) (1 January 1998) | 158,462 (Switzerland)",,USD
2465999,45000000.0,100768056.0,"328,584 (Sweden)",Warner Bros.,USD
2466152,36000000.0,20191312.0,"444,323 (France) (25 March 1997) | 24,949 (Netherlands) (31 December 1998) | 24,792 (Netherlands) (1 January 1998) | 70,672 (Portugal) (27 March 1997) | 60,949 (Portugal) (20 March 1997) | 51,019 (Portugal) (13 March 1997) | 30,015 (Portugal) (6 March 1997)","Columbia Pictures Industries, Inc.",USD
2466194,11000000.0,2832826.0,"136,630 (Spain) (30 November 2003)",,USD
2466403,140000000.0,182618434.0,"87,028 (Denmark) (14 September 2000) | 16,242 (Iceland) (24 September 2000) (total) | 289,025 (Netherlands) (31 December 2000)",,USD
2466489,,,,"Paramount Pictures, Inc. (original), U.S. Copyright LP1080, 4 July 1947",
2466584,17000000.0,3506206.0,,"Copyright © 1997 TriStar Pictures, Inc. All Rights Reserved. (on print)",USD
2466643,45000000.0,17300889.0,"39,167 (Spain)",,USD
2466743,,,,Copyright MCMXXV by Universal Pictures Corp. (on print); Universal Pictures; 1 August 1925; LP21689 (in copyright registry),
2466782,,,,Loew's Incorporated; 28 November 1940; LP10102 (in copyright registry),
2466916,7000000.0,40158000.0,"1,488,880 (Spain) | 392,980 (Sweden)",,USD
2467141,,2293037.0,"505,915 (USA) | 140,791 (UK) | 13,291 (Austria) | 32,337 (Belgium) | 3,937 (Bulgaria) | 29,006 (Denmark) | 6,330 (Finland) | 179,880 (France) | 124,458 (Germany) | 6,600 (Greece) | 20,986 (Hungary) | 85,864 (Ireland) | 126,432 (Italy) | 1,234 (Luxembourg) | 17,798 (Netherlands) (31 December 1998) | 17,488 (Netherlands) (1 January 1998) | 6,368 (Norway) | 26,934 (Poland) | 21,184 (Portugal) | 38,290 (Spain) | 16,022 (Sweden) | 17,112 (Switzerland)",© 1995 Kasander & Wigman Productions IBV/Alpha Films s.a.r.l./Woodline Films Ltd.,
2467591,,21706100.0,,"© 1992 Avenue Entertainment, Inc. (on print)",
2467606,4500000.0,23031390.0,,,USD
2467655,,,,,
2468093,8000000.0,6139896.0,,,USD
2468205,,3692836.0,"184,759 (France) (31 December 1996) | 36,758 (Germany) (12 January 1997) | 70,542 (Netherlands) (31 December 1998) | 70,111 (Netherlands) (1 January 1998) | 45,955 (Portugal) (23 January 1997) | 41,035 (Portugal) (16 January 1997) | 34,546 (Portugal) (9 January 1997) | 25,461 (Portugal) (2 January 1997) | 11,809 (Portugal) (26 December 1996)",1996 PolyGram Film Productions B.V. (on print),
2468209,5000000.0,264850.0,"121,638 (Sweden)",COPYRIGHT © MCMLXXII BY TWENTIETH CENTURY-FOX FILM CORPORATION ALL RIGHTS RESERVED (on print),USD
2468266,80000000.0,17593391.0,"17,965 (Netherlands) (31 December 1998)",,USD
2468270,,12200000.0,"154,443 (Sweden)","© 1981 Lorimar Film- und Fernsehproduktion, G.m.b.H.",
2468555,40000000.0,48093211.0,"200,298 (Germany) (26 January 1997) | 16,228 (Portugal) (13 March 1997) | 9,997 (Portugal) (6 March 1997)",© 1996 Touchstone Pictures and The Samuel Goldwyn Company,USD
2468663,,20036242.0,"70,749 (Sweden)",1988 Paramount Pictures Corporation,
2469053,70000000.0,101217900.0,"1,166,278 (Germany) (24 January 1999) | 993,390 (Germany) (10 January 1999) | 804,250 (Germany) (3 January 1999) | 240,736 (Germany) (20 December 1998) (opening week) | 276,904 (Netherlands) (31 December 1999) | 131,893 (Netherlands) (31 December 1998) | 248,908 (Switzerland)",COPYRIGHT © 1998 DreamWorks LLC (on print),USD
2469075,30000000.0,74787599.0,"1,750,822 (Germany) (31 December 1992)","Columbia Pictures Industries, Inc.",USD
2469104,16000000.0,24650738.0,,1987 The Princess Bride Limited,USD
2469496,941000.0,,,Copyright MCMLXVIII by Embassy Pictures Corp.,USD
CP: Studio Canal,,,,,
,,,,,
GR: USD 111,,,,,
GR: USD 111,,,,,
GR: USD 109,,,,,
GR: USD 101,,,,,
GR: USD 97,,,,,
GR: USD 95,,,,,
GR: USD 93,,,,,
GR: USD 93,,,,,
GR: USD 87,,,,,
GR: USD 81,,,,,
GR: USD 79,,,,,
GR: USD 77,,,,,
GR: USD 73,,,,,
GR: USD 71,,,,,
GR: USD 57,,,,,
GR: USD 52,,,,,
GR: USD 49,,,,,
GR: USD 42,,,,,
GR: USD 38,,,,,
GR: USD 34,,,,,
GR: USD 33,,,,,
GR: USD 27,,,,,
GR: USD 23,,,,,
GR: USD 16,,,,,
GR: USD 6,,,,,
,,,,,
OW: USD 6,,,,,
OW: USD 6,,,,,
,,,,,
WG: USD 566 (USA) (12 January 2003) (1 screen),,,,,
WG: USD 1,,,,,
WG: USD 1,,,,,
WG: USD 4,,,,,
WG: USD 352 (USA) (24 November 2002) (1 screen),,,,,
WG: USD 1,,,,,
WG: USD 273 (USA) (3 November 2002) (1 screen),,,,,
WG: USD 831 (USA) (27 October 2002) (1 screen),,,,,
WG: USD 2,,,,,
WG: USD 2,,,,,
WG: USD 1,,,,,
WG: USD 634 (USA) (29 September 2002) (1 screen),,,,,
WG: USD 1,,,,,
WG: USD 10,,,,,
WG: USD 4,,,,,
WG: USD 644 (USA) (1 September 2002) (1 screen),,,,,
WG: USD 6,,,,,
WG: USD 2,,,,,
WG: USD 3,,,,,
WG: USD 814 (USA) (28 July 2002) (1 screen),,,,,
WG: USD 1,,,,,
WG: USD 2,,,,,
WG: USD 1,,,,,
WG: USD 6,,,,,
WG: USD 6,,,,,
2469602,,23004026.0,,© MCMXCII Touchstone Pictures and The Samuel Goldwyn Company,
2469755,8000000.0,16115878.0,,,USD
2469815,,121875.0,"3,513 (Netherlands) (31 December 1998)",,
2469819,,113649.0,,,
2470056,,8638072.0,,,
2470130,15000000.0,10631333.0,"1,803,894 (France) | 1,509,877 (Spain) | 70,213 (Sweden)",,USD
2470287,,3350.0,846 (Netherlands) (31 December 1999),,
2470444,30000000.0,21686547.0,"565,679 (France) (3 September 1996) | 399,544 (France) (6 August 1996) | 614,119 (France) | 378,591 (Germany) | 52,708 (Netherlands) (31 December 1997) | 52,682 (Netherlands) (1 January 1997) | 126,211 (Portugal) (24 October 1996) | 105,431 (Portugal) (3 October 1996) | 86,946 (Portugal) (26 September 1996) | 58,709 (Portugal) (19 September 1996) | 358,389 (Romania) | 533,853 (Spain) (1996)",,USD
2470520,32000000.0,18636537.0,"290 (Denmark) (1997) | 650,000 (France) (8 August 1995) | 33,032 (Germany) (1995) | 23,311 (Romania) (1998)","copyright 1995 TriStar / JSB Productions, Inc.",USD
2470557,,,,Republic Pictures Corporation; 31 January 1952; LP2030 (in copyright registry),
2470575,,57245.0,"6,304 (Netherlands) (31 December 1998) | 5,863 (Netherlands) (1 January 1998)",Fandango Srl,
2470769,21000000.0,17757087.0,"3,579 (Netherlands) (31 December 1999) | 207,823 (Spain) (13 July 2001)",,USD
2470910,40000000.0,45856732.0,"111,811 (Germany) (6 April 1998) | 63,971 (Netherlands) (31 December 1999) | 63,133 (Netherlands) (31 December 1998)",Copyright © MCMXCVII in United States and Canada by Mont Blanc Entertainment GMbH. All rights reserved. (on print),USD
2471102,,1277401.0,,,
2471175,,,,,
2471217,13000000.0,6551987.0,,"Columbia Pictures Industries, Inc. (MCMLXXXIV)",USD
2471265,,247745.0,"4,799 (Netherlands) (31 December 1998)",,
2472087,11000000.0,3060726.0,,,USD
2472244,40000000.0,33927476.0,"586,585 (Germany) (9 June 1997) | 550,969 (Germany) (2 June 1997) | 486,107 (Germany) (26 May 1997) | 313,348 (Germany) (12 May 1997) | 140,569 (Germany) (opening week) | 69,985 (Netherlands) (1 January 1998) | 21,328 (Portugal) (29 May 1997) | 16,364 (Portugal) (22 May 1997)",,USD
2472292,11500000.0,22954968.0,"179,955 (Sweden)",,USD
2472391,30000000.0,18967571.0,"61,752 (Germany) (1 June 1998) (opening week) | 16,116 (Netherlands) (31 December 1998)","Columbia Pictures Industries, Inc.",USD
2472393,50000000.0,44737059.0,"317,985 (Spain) (10 August 2002) | 314,611 (Spain) (25 June 2001)",,USD
2472465,1200000.0,21215869.0,"247,531 (Spain) (1989) | 152,242 (Spain) (1983) | 551,288 (Spain) (1977) | 738,281 (Sweden)","© Copyright 1977 Walt Disney Productions (on print); Disney Enterprises, Inc.; 21 June 1977; LP49678 (in copyright registry)",USD
2472467,,27931461.0,,,
2472800,5000000.0,17000000.0,"184,034 (Sweden)",(c) 1975 United Artists Corporation,USD
2472807,600000.0,94558.0,,,USD
2473007,,8538318.0,"11,241 (Portugal) (5 June 1997) (opening week)",,
2473215,27000000.0,21500000.0,,The Ladd Company,USD
2473304,,,,"(c) King Brothers Productions; Sept 26, 1952; LP1960",
2473585,18000000.0,11489982.0,,,USD
2473638,45000000.0,46816343.0,"413,806 (France) (28 February 1995)","Universal City Studios, Inc.",USD
2473798,95000000.0,50802661.0,"51,157 (Netherlands) (31 December 2001) | 50,470 (Netherlands) (31 December 2000) | 541,295 (Spain) (10 August 2002) | 507,735 (Spain) (25 June 2001) | 81,439 (Switzerland)",,USD
2473917,25000000.0,6507514.0,"179,981 (France) (3 January 1995)",,USD
