movieid,Gross,USD,Title,Year,Genre
2420795,"GR: USD 13,742,233 (USA) (26 October 1986)",13742233,The Color of Money (1986),1986,Drama
2420761,"GR: USD 98,467,863 (USA) (1987)",98467863,The Color Purple (1985),1985,Drama
2421052,"GR: USD 14,919,570 (USA)",14919570,The Commitments (1991),1991,Comedy
2421254,"GR: USD 13,015,688 (USA) (1979)",13015688,The Concorde... Airport '79 (1979),1979,Action
2421550,"GR: USD 17,804,273 (USA) (1 January 2001)",17804273,The Contender (2000),2000,Drama
2421643,"GR: USD 4,420,000 (USA)",4420000,The Conversation (1974),1974,Drama
2421720,"GR: USD 7,724,701 (USA)",7724701,"The Cook, the Thief, His Wife & Her Lover (1989)",1989,Drama
2421914,"GR: USD 15,156,200 (USA) (16 May 1999)",15156200,The Corruptor (1999),1999,Action
2422513,"GR: USD 24,763,123 (USA) (1 September 1996)",24763123,The Craft (1996),1996,Drama
2422712,"GR: USD 13,019,253 (USA) (12 November 2000)",13019253,The Crew (2000),2000,Comedy
2422996,"GR: USD 50,693,162 (USA)",50693162,The Crow (1994),1994,Action
2423002,"GR: USD 17,883,659 (USA) (1 December 1996)",17883659,The Crow: City of Angels (1996),1996,Action
2423044,"GR: USD 7,340,103 (USA) (17 February 1997)",7340103,The Crucible (1996),1996,Drama
2423072,"GR: USD 238,434 (USA) (10 January 1999)",238434,The Cruise (1998),1998,Documentary
2423139,"GR: USD 62,549,000 (USA)",62549000,The Crying Game (1992),1992,Crime
2424023,"GR: USD 39,497,722 (USA) (6 February 1983)",39497722,The Dark Crystal (1982),1982,Adventure
2424038,"GR: USD 10,611,160 (USA) (23 July 1993)",10611160,The Dark Half (1993),1993,Horror
1906242,"GR: USD 15,324 (USA) (3 January 1999)",15324,The Day of the Beast (1995),1995,Action
2424628,"GR: USD 2,084,559 (USA) (24 August 1997)",2084559,The Daytrippers (1996),1996,Comedy
2424777,"GR: USD 20,766,000 (USA)",20766000,The Dead Zone (1983),1983,Fantasy
2425160,"GR: USD 373,743 (USA)",373743,The Decline of Western Civilization Part II: The Metal Years (1988),1988,Documentary
2425205,"GR: USD 13,376,506 (USA) (9 May 1999)",13376506,The Deep End of the Ocean (1999),1999,Drama
2425222,"GR: USD 50,000,000 (USA) (31 December 1982)",50000000,The Deer Hunter (1978),1978,Drama
2425880,"GR: USD 16,000,000 (USA)",16000000,The Devil and Max Devlin (1981),1981,Comedy
2425936,"GR: USD 60,984,028 (USA) (15 February 1998)",60984028,The Devil's Advocate (1997),1997,Drama
2426074,"GR: USD 42,877,165 (USA) (6 July 1997)",42877165,The Devil's Own (1997),1997,Crime
2111847,"GR: USD 4,065,116 (USA) (5 December 1999)",4065116,The Dinner Game (1998),1998,Comedy
2426553,"GR: USD 45,300,000 (USA)",45300000,The Dirty Dozen (1967),1967,Action
2426757,"GR: USD 46,666,502 (USA)",46666502,The Distinguished Gentleman (1992),1992,Comedy
2427355,"GR: USD 35,183,792 (USA)",35183792,The Doors (1991),1991,Biography
2102302,"GR: USD 1,726,187 (USA) (1 August 1999)",1726187,The Dreamlife of Angels (1998),1998,Drama
2428475,"GR: USD 27,779,888 (USA) (21 December 1997)",27779888,The Edge (1997),1997,Adventure
2428555,"GR: USD 119,254 (USA) (19 January 1998)",119254,The Education of Little Tree (1997),1997,Drama
2428775,"GR: USD 26,010,864 (USA) (1981)",26010864,The Elephant Man (1980),1980,Biography
2428934,"GR: USD 24,468,550 (USA) (3 November 1985)",24468550,The Emerald Forest (1985),1985,Action
2429043,"GR: USD 10,750 (USA) (23 May 1999)",10750,The Empty Mirror (1996),1996,Drama
2429271,"GR: USD 10,660,147 (USA) (19 March 2000)",10660147,The End of the Affair (1999),1999,Drama
2429253,"GR: USD 283,033 (USA) (5 October 1997)",283033,The End of Violence (1997),1997,Drama
2429382,"GR: USD 2,071,091 (USA) (24 July 1994)",2071091,The Endless Summer 2 (1994),1994,Adventure
2429495,"GR: USD 78,651,430 (USA) (7 September 1997)",78651430,The English Patient (1996),1996,Drama
2429506,"GR: USD 10,904,930 (USA)",10904930,The Englishman Who Went Up a Hill But Came Down a Mountain (1995),1995,Comedy
2429962,"GR: USD 12,747,242 (USA) (23 March 1997)",12747242,The Evening Star (1996),1996,Comedy
2430234,"GR: USD 204,565,000 (USA) (28 December 2003)",204565000,The Exorcist (1973),1973,Horror
2430236,"GR: USD 26,098,824 (USA)",26098824,The Exorcist III (1990),1990,Horror
2430482,"GR: USD 1,025,234 (USA) (1 October 2000)",1025234,The Eyes of Tammy Faye (2000),2000,Biography
2430658,"GR: USD 16,823,529 (USA)",16823529,The Fabulous Baker Boys (1989),1989,Drama
2430810,"GR: USD 40,064,955 (USA) (9 May 1999)",40064955,The Faculty (1998),1998,Horror
2431294,"GR: USD 18,573,791 (USA) (10 November 1996)",18573791,The Fan (1996),1996,Drama
2432016,"GR: USD 2,399,109 (USA) (10 August 1980)",2399109,The Fiendish Plot of Dr. Fu Manchu (1980),1980,Comedy
2432049,"GR: USD 63,540,020 (USA) (5 October 1997)",63540020,The Fifth Element (1997),1997,Action
2432392,"GR: USD 606,643 (USA) (16 July 2000)",606643,The Filth and the Fury (2000),2000,Biography
2432424,"GR: USD 5,571,675 (USA) (22 March 1981)",5571675,The Final Conflict (1981),1981,Horror
2432757,"GR: USD 158,348,400 (USA)",158348400,The Firm (1993),1993,Drama
2433039,"GR: USD 105,444,419 (USA) (9 February 1997)",105444419,The First Wives Club (1996),1996,Comedy
2433086,"GR: USD 41,895,491 (USA)",41895491,The Fisher King (1991),1991,Drama
2433193,"GR: USD 497,091 (USA) (20 August 2000)",497091,The Five Senses (1999),1999,Comedy
2433445,"GR: USD 130,512,915 (USA)",130512915,The Flintstones (1994),1994,Comedy
2433450,"GR: USD 35,231,365 (USA) (13 August 2000)",35231365,The Flintstones in Viva Rock Vegas (2000),2000,Comedy
2433612,"GR: USD 3,000,000 (USA)",3000000,The Fly (1958),1958,Horror
2433613,"GR: USD 40,456,565 (USA)",40456565,The Fly (1986),1986,Horror
2433626,"GR: USD 20,021,322 (USA)",20021322,The Fly II (1989),1989,Horror
2433734,"GR: USD 21,378,361 (USA) (1980)",21378361,The Fog (1980),1980,Horror
2434412,"GR: USD 23,556,988 (USA) (1988)",23556988,The Fox and the Hound (1981),1981,Adventure
2434561,"GR: USD 51,700,000 (USA) (1973)",51700000,The French Connection (1971),1971,Action
2434664,"GR: USD 16,524,115 (USA) (1 September 1996)",16524115,The Frighteners (1996),1996,Comedy
2434795,"GR: USD 183,875,760 (USA)",183875760,The Fugitive (1993),1993,Action
2434818,"GR: USD 45,857,453 (USA) (26 April 1998)",45857453,The Full Monty (1997),1997,Comedy
2434846,"GR: USD 1,227,324 (USA) (29 December 1996)",1227324,The Funeral (1996),1996,Crime
2434873,"GR: USD 2,765,456 (USA) (15 March 1981)",2765456,The Funhouse (1981),1981,Comedy
2434963,"GR: USD 24,000,000 (USA) (1978)",24000000,The Fury (1978),1978,Drama
2435197,"GR: USD 48,265,581 (USA) (21 December 1997)",48265581,The Game (1997),1997,Drama
2435697,"GR: USD 1,211,865 (USA) (23 May 1999)",1211865,The General (1998),1998,Biography
2435713,"GR: USD 102,678,089 (USA) (10 October 1999)",102678089,The General's Daughter (1999),1999,Crime
2435881,"GR: USD 16,096,000 (USA)",16096000,The Getaway (1994),1994,Action
2435974,"GR: USD 38,553,833 (USA) (9 February 1997)",38553833,The Ghost and the Darkness (1996),1996,Adventure
2436288,"GR: USD 1,534,569 (USA) (21 June 1998)",1534569,The Gingerbread Man (1998),1998,Thriller
2437039,"GR: USD 3,313,633 (USA)",3313633,The Glass Shield (1994),1994,Crime
2437062,"GR: USD 20,400,913 (USA) (15 December 1996)",20400913,The Glimmer Man (1996),1996,Action
2437277,"GR: USD 134,966,411 (USA) (11 May 1997)",134966411,The Godfather (1972),1972,Crime
2437299,"GR: USD 57,300,000 (USA)",57300000,The Godfather: Part II (1974),1974,Crime
2437300,"GR: USD 66,676,062 (USA)",66676062,The Godfather: Part III (1990),1990,Crime
2437320,"GR: USD 28,358,465 (USA) (23 March 1986)",28358465,The Gods Must Be Crazy (1980),1980,Comedy
2437321,"GR: USD 6,291,444 (USA)",6291444,The Gods Must Be Crazy II (1989),1989,Comedy
2437434,"GR: USD 3,037,579 (USA) (5 August 2001)",3037579,The Golden Bowl (2000),2000,Drama
2437452,"GR: USD 79,817,937 (USA)",79817937,The Golden Child (1986),1986,Action
2437803,"GR: USD 4,764,606 (USA)",4764606,The Good Mother (1988),1988,Drama
2437988,"GR: USD 61,389,680 (USA) (2 September 1985)",61389680,The Goonies (1985),1985,Adventure
2438101,"GR: USD 3,719,492 (USA) (10 January 1999)",3719492,The Governess (1998),1998,Drama
2438147,"GR: USD 43,153 (USA) (19 August 2012)",43153,The Graduate (1967),1967,Comedy
2438279,"GR: USD 493,007 (USA) (1 December 1996)",493007,The Grass Harp (1995),1995,Comedy
2438760,"GR: USD 38,625,550 (USA) (31 December 1992)",38625550,The Great Mouse Detective (1986),1986,Adventure
2438765,"GR: USD 2,968,990 (USA) (28 June 1981)",2968990,The Great Muppet Caper (1981),1981,Comedy
2438866,"GR: USD 4,702,575 (USA) (1980)",4702575,The Great Santini (1979),1979,Drama
2438986,"GR: USD 7,874,000 (USA)",7874000,The Great White Hype (1996),1996,Comedy
2439306,"GR: USD 136,801,374 (USA) (14 May 2000)",136801374,The Green Mile (1999),1999,Crime
2439860,"GR: USD 28,900,000 (USA)",28900000,The Guns of Navarone (1961),1961,Action
2440155,"GR: USD 88,036,683 (USA)",88036683,The Hand That Rocks the Cradle (1992),1992,Drama
2440247,"GR: USD 925,756 (USA) (12 July 1998)",925756,The Hanging Garden (1997),1997,Drama
2440733,"GR: USD 91,188,905 (USA) (24 October 1999)",91188905,The Haunting (1999),1999,Fantasy
2441476,"GR: USD 9,747,988 (USA)",9747988,The Hidden (1987),1987,Action
2441467,"GR: USD 163,810 (USA) (14 March 1999)",163810,The Hi-Lo Country (1998),1998,Drama
2442666,"GR: USD 75,370,763 (USA) (11 October 1998)",75370763,The Horse Whisperer (1998),1998,Drama
2442836,"GR: USD 667,078 (USA)",667078,The Hour of the Pig (1993),1993,Crime
2443099,"GR: USD 6,265,311 (USA)",6265311,The House of the Spirits (1993),1993,Drama
2443071,"GR: USD 617,403 (USA) (16 November 1997)",617403,The House of Yes (1997),1997,Comedy
2443201,"GR: USD 17,986,000 (USA)",17986000,The Howling (1981),1981,Horror
2443214,"GR: USD 2,869,369 (USA)",2869369,The Hudsucker Proxy (1994),1994,Comedy
2443380,"GR: USD 100,117,603 (USA) (5 January 1997)",100117603,The Hunchback of Notre Dame (1996),1996,Animation
2443403,"GR: USD 4,774,015 (USA) (22 May 1983)",4774015,The Hunger (1983),1983,Fantasy
2443509,"GR: USD 120,709,868 (USA)",120709868,The Hunt for Red October (1990),1990,Action
2443624,"GR: USD 50,668,906 (USA) (16 April 2000)",50668906,The Hurricane (1999),1999,Biography
2443779,"GR: USD 7,837,632 (USA) (8 February 1998)",7837632,The Ice Storm (1997),1997,Drama
2444103,"GR: USD 2,197,921 (USA) (10 January 1999)",2197921,The Impostors (1998),1998,Comedy
2444128,"GR: USD 5,217,498 (USA) (13 August 2000)",5217498,The In Crowd (2000),2000,Drama
2444273,"GR: USD 1,977,544 (USA)",1977544,The Incredibly True Adventure of Two Girls in Love (1995),1995,Comedy
2444351,"GR: USD 35,617,599 (USA)",35617599,The Indian in the Cupboard (1995),1995,Adventure
2444539,"GR: USD 8,880,705 (USA)",8880705,The Inkwell (1994),1994,Comedy
2444704,"GR: USD 28,965,197 (USA) (23 April 2000)",28965197,The Insider (1999),1999,Biography
2445287,"GR: USD 23,159,305 (USA) (21 November 1999)",23159305,The Iron Giant (1999),1999,Action
2445390,"GR: USD 27,663,982 (USA) (3 November 1996)",27663982,The Island of Dr. Moreau (1996),1996,Action
2445527,"GR: USD 54,910,560 (USA) (15 February 1998)",54910560,The Jackal (1997),1997,Action
2445757,"GR: USD 5,935,025 (USA) (16 December 1979)",5935025,The Jerk (1979),1979,Comedy
2445832,"GR: USD 65,520,064 (USA) (23 March 1986)",65520064,The Jewel of the Nile (1985),1985,Action
2446151,"GR: USD 2,135,577 (USA)",2135577,The Journey of Natty Gann (1985),1985,Adventure
2446248,"GR: USD 64,579 (USA) (30 May 1999)",64579,The Joyriders (1999),1999,Drama
2446368,"GR: USD 44,645,619 (USA) (1990)",44645619,The Jungle Book (1967),1967,Adventure
2446369,"GR: USD 44,342,956 (USA)",44342956,The Jungle Book (1994),1994,Adventure
2446494,"GR: USD 90,815,558 (USA) (1 January 1985)",90815558,The Karate Kid (1984),1984,Action
2446501,"GR: USD 113,829,022 (USA) (23 November 1986)",113829022,"The Karate Kid, Part II (1986)",1986,Action
2446644,"GR: USD 15,000,000 (USA) (1977)",15000000,The Kentucky Fried Movie (1977),1977,Comedy
2446782,"GR: USD 69,688,384 (USA) (26 November 2000)",69688384,The Kid (2000),2000,Comedy
2446984,"GR: USD 1,000,000 (USA)",1000000,The Killer Shrews (1959),1959,Horror
2447027,"GR: USD 34,609,720 (USA) (2 June 1985)",34609720,The Killing Fields (1984),1984,Drama
2447114,"GR: USD 2,407,024 (USA)",2407024,The Kindred (1987),1987,Horror
2447164,"GR: USD 11,956,538 (USA) (30 May 1999)",11956538,The King and I (1999),1999,Animation
2448078,"GR: USD 146,083 (USA) (5 July 1998)",146083,The Land Girls (1998),1998,Drama
2448577,"GR: USD 419,762 (USA) (25 April 1999)",419762,The Last Days (1998),1998,Documentary
2448585,"GR: USD 2,987,297 (USA) (9 August 1998)",2987297,The Last Days of Disco (1998),1998,Comedy
2448671,"GR: USD 108,939 (USA) (10 January 1999) (re-issue)",108939,The Last Emperor (1987),1987,Biography
2449747,"GR: USD 75,505,856 (USA)",75505856,The Last of the Mohicans (1992),1992,Action
2449498,"GR: USD 7,379,396 (USA) (16 October 1988)",7379396,The Last Temptation of Christ (1988),1988,Drama
2450038,"GR: USD 27,207,265 (USA) (5 April 1992)",27207265,The Lawnmower Man (1992),1992,Horror
2450589,"GR: USD 419,038 (USA) (27 October 1996)",419038,The Leopard Son (1996),1996,Documentary
2450945,"GR: USD 1,703,901 (USA) (29 October 2000)",1703901,The Life and Times of Hank Greenberg (1998),1998,Biography
2451328,"GR: USD 3,193,102 (USA) (30 January 2000)",3193102,The Limey (1999),1999,Crime
2451456,"GR: USD 94,240,635 (USA) (8 January 2012)",94240635,The Lion King (1994),1994,Adventure
2451832,"GR: USD 109,859,444 (USA) (1 February 1998) (re-issue)",109859444,The Little Mermaid (1989),1989,Animation
2451910,"GR: USD 51,764,950 (USA)",51764950,The Little Rascals (1994),1994,Comedy
2452617,"GR: USD 33,328,051 (USA) (12 January 1997)",33328051,The Long Kiss Goodnight (1996),1996,Action
2452910,"GR: USD 30,471,420 (USA) (1979)",30471420,The Lord of the Rings (1978),1978,Fantasy
2452983,"GR: USD 399,793 (USA) (29 August 1999)",399793,The Loss of Sexual Innocence (1999),1999,Drama
2453333,"GR: USD 229,074,524 (USA) (12 October 1997)",229074524,The Lost World: Jurassic Park (1997),1997,Action
2453494,"GR: USD 8,276,228 (USA) (18 July 1999)",8276228,The Love Letter (1999),1999,Comedy
2454234,"GR: USD 15,238,994 (USA)",15238994,The Madness of King George (1994),1994,Biography
2456019,"GR: USD 13,801,755 (USA) (19 January 1998)",13801755,The Man Who Knew Too Little (1997),1997,Action
2456555,"GR: USD 258,464 (USA) (20 June 1999)",258464,The Man with Rain in His Shoes (1998),1998,Comedy
2456586,"GR: USD 20,972,000 (USA)",20972000,The Man with the Golden Gun (1974),1974,Action
2456557,"GR: USD 10,353,438 (USA) (31 December 1983)",10353438,The Man with Two Brains (1983),1983,Comedy
2456218,"GR: USD 24,760,338 (USA)",24760338,The Man Without a Face (1993),1993,Drama
2457168,"GR: USD 119,936,108 (USA) (20 February 1995)",119936108,The Mask (1994),1994,Comedy
2457188,"GR: USD 93,771,072 (USA) (3 January 1999)",93771072,The Mask of Zorro (1998),1998,Action
2457395,"GR: USD 3,376,403 (USA) (16 November 1997)",3376403,The MatchMaker (1997),1997,Comedy
2457464,"GR: USD 171,479,930 (USA) (26 September 1999)",171479930,The Matrix (1999),1999,Action
2458438,"GR: USD 2,643,689 (USA) (22 November 1998)",2643689,The Mighty (1998),1998,Comedy
2458457,"GR: USD 50,727,056 (USA) (28 February 1993)",50727056,The Mighty Ducks (1992),1992,Action
2458858,"GR: USD 368,808 (USA) (24 October 1999)",368808,The Minus Man (1999),1999,Crime
2458984,"GR: USD 41,252,428 (USA) (2 March 1997)",41252428,The Mirror Has Two Faces (1996),1996,Comedy
2459227,"GR: USD 17,134,545 (USA) (12 April 1987)",17134545,The Mission (1986),1986,Adventure
2459369,"GR: USD 13,260,050 (USA) (27 June 1999)",13260050,The Mod Squad (1999),1999,Action
2459538,"GR: USD 30,940,022 (USA) (18 May 1986)",30940022,The Money Pit (1986),1986,Comedy
2459856,"GR: USD 25,147,055 (USA)",25147055,The Morning After (1986),1986,Crime
2459965,"GR: USD 14,302,779 (USA)",14302779,The Mosquito Coast (1986),1986,Adventure
2460384,"GR: USD 155,247,825 (USA) (12 September 1999)",155247825,The Mummy (1999),1999,Action
2460492,"GR: USD 11,614,236 (USA) (14 November 1999)",11614236,The Muse (1999),1999,Comedy
2461007,"GR: USD 458,815 (USA) (9 November 1997)",458815,The Myth of Fingerprints (1997),1997,Comedy
2461085,"GR: USD 86,930,411 (USA)",86930411,The Naked Gun 2�: The Smell of Fear (1991),1991,Action
2461086,"GR: USD 78,041,829 (USA)",78041829,The Naked Gun: From the Files of Police Squad! (1988),1988,Action
2461289,"GR: USD 47,951,979 (USA) (16 September 1984)",47951979,The Natural (1984),1984,Drama
2461385,"GR: USD 1,333,379 (USA)",1333379,The Navigator: A Mediaeval Odyssey (1988),1988,Action
2461485,"GR: USD 44,484,065 (USA) (1 November 1998)",44484065,The Negotiator (1998),1998,Action
2461549,"GR: USD 27,274 (USA) (21 April 1996)",27274,The Neon Bible (1995),1995,Drama
2461598,"GR: USD 46,564,881 (USA) (10 September 1995)",46564881,The Net (1995),1995,Action
2461620,"GR: USD 16,283,667 (USA) (14 April 1991)",16283667,The Neverending Story II: The Next Chapter (1990),1990,Adventure
2461650,"GR: USD 245,217 (USA)",245217,The New Age (1994),1994,Drama
2462106,"GR: USD 10,297,897 (USA) (17 May 1998)",10297897,The Newton Boys (1998),1998,Action
2462112,"GR: USD 14,983,572 (USA) (21 May 2000)",14983572,The Next Best Thing (2000),2000,Comedy
2462304,"GR: USD 91,549 (USA) (8 February 1998)",91549,The Night Flier (1997),1997,Fantasy
2462515,"GR: USD 143,289 (USA) (25 October 2009)",143289,The Nightmare Before Christmas (1993),1993,Animation
2462595,"GR: USD 18,653,746 (USA) (21 May 2000)",18653746,The Ninth Gate (1999),1999,Mystery
2462959,"GR: USD 128,769,345 (USA) (24 November 1996)",128769345,The Nutty Professor (1996),1996,Comedy
2463037,"GR: USD 29,106,737 (USA) (28 June 1998)",29106737,The Object of My Affection (1998),1998,Comedy
2463129,"GR: USD 18,878,566 (USA) (28 June 1998)",18878566,The Odd Couple II (1998),1998,Adventure
2463620,"GR: USD 12,610,552 (USA) (19 March 2000)",12610552,The Omega Code (1999),1999,Action
2463624,"GR: USD 4,273,886 (USA) (27 June 1976)",4273886,The Omen (1976),1976,Horror
2463946,"GR: USD 581,142 (USA) (5 November 2000)",581142,The Opportunists (2000),2000,Comedy
2463959,"GR: USD 5,879,254 (USA) (22 November 1998)",5879254,The Opposite of Sex (1998),1998,Comedy
2464197,"GR: USD 38,168,022 (USA) (19 November 2000)",38168022,The Original Kings of Comedy (2000),2000,Comedy
2464545,"GR: USD 27,797,271 (USA) (20 June 1999)",27797271,The Other Sister (1999),1999,Comedy
2464699,"GR: USD 31,800,000 (USA)",31800000,The Outlaw Josey Wales (1976),1976,Western
2464635,"GR: USD 28,535,768 (USA) (1 August 1999)",28535768,The Out-of-Towners (1999),1999,Comedy
2464777,"GR: USD 25,600,000 (USA)",25600000,The Outsiders (1983),1983,Crime
2465142,"GR: USD 5,612,586 (USA) (16 June 1996)",5612586,The Pallbearer (1996),1996,Comedy
2465208,"GR: USD 38,824,341 (USA)",38824341,The Paper (1994),1994,Comedy
2465321,"GR: USD 66,304,095 (USA) (6 December 1998)",66304095,The Parent Trap (1998),1998,Adventure
2465773,"GR: USD 113,330,342 (USA) (15 October 2000)",113330342,The Patriot (2000),2000,Action
2465893,"GR: USD 41,256,277 (USA) (21 December 1997)",41256277,The Peacemaker (1997),1997,Action
2465999,"GR: USD 100,768,056 (USA)",100768056,The Pelican Brief (1993),1993,Crime
2466152,"GR: USD 20,191,312 (USA) (27 April 1997)",20191312,The People vs. Larry Flynt (1996),1996,Biography
2466194,"GR: USD 2,832,826 (USA)",2832826,The Perez Family (1995),1995,Comedy
2466403,"GR: USD 182,618,434 (USA) (10 December 2000)",182618434,The Perfect Storm (2000),2000,Action
2466584,"GR: USD 3,506,206 (USA) (23 March 1997)",3506206,The Pest (1997),1997,Comedy
2466643,"GR: USD 17,300,889 (USA) (1 September 1996)",17300889,The Phantom (1996),1996,Action
2466916,"GR: USD 40,158,000 (USA)",40158000,The Piano (1993),1993,Drama
2467141,"GR: USD 2,293,037 (USA) (17 August 1997)",2293037,The Pillow Book (1996),1996,Drama
2467606,"GR: USD 23,031,390 (USA) (9 August 1998)",23031390,The Players Club (1998),1998,Comedy
2468093,"GR: USD 6,139,896 (USA) (15 July 1984)",6139896,The Pope of Greenwich Village (1984),1984,Action
2468205,"GR: USD 3,692,836 (USA) (24 February 1997)",3692836,The Portrait of a Lady (1996),1996,Drama
2468209,"GR: USD 264,850 (USA) (17 December 1972)",264850,The Poseidon Adventure (1972),1972,Action
2468266,"GR: USD 17,593,391 (USA) (15 February 1998)",17593391,The Postman (1997),1997,Action
2468270,"GR: USD 12,200,000 (USA)",12200000,The Postman Always Rings Twice (1981),1981,Crime
2468555,"GR: USD 48,093,211 (USA) (20 April 1997)",48093211,The Preacher's Wife (1996),1996,Comedy
2468663,"GR: USD 20,036,242 (USA)",20036242,The Presidio (1988),1988,Action
2469053,"GR: USD 101,217,900 (USA) (16 May 1999)",101217900,The Prince of Egypt (1998),1998,Adventure
2469104,"GR: USD 24,650,738 (USA) (1987)",24650738,The Princess Bride (1987),1987,Adventure
2469815,"GR: USD 121,875 (USA) (5 April 1998)",121875,The Proposition (1998),1998,Drama
2469819,"GR: USD 113,649 (USA)",113649,The Proprietor (1996),1996,Drama
2470056,"GR: USD 8,638,072 (USA)",8638072,The Puppet Masters (1994),1994,Horror
2470130,"GR: USD 10,631,333 (USA) (21 July 1985)",10631333,The Purple Rose of Cairo (1985),1985,Comedy
2470287,"GR: USD 3,350 (USA) (19 March 2000)",3350,The Quarry (1998),1998,Drama
2470444,"GR: USD 21,686,547 (USA) (26 April 1996)",21686547,The Quest (1996),1996,Action
2470520,"GR: USD 18,636,537 (USA)",18636537,The Quick and the Dead (1995),1995,Action
2470769,"GR: USD 17,757,087 (USA) (18 July 1999)",17757087,The Rage: Carrie 2 (1999),1999,Horror
2470910,"GR: USD 45,856,732 (USA) (15 March 1998)",45856732,The Rainmaker (1997),1997,Crime
2471217,"GR: USD 6,551,987 (USA) (18 November 1984)",6551987,The Razor's Edge (1984),1984,Drama
2471265,"GR: USD 247,745 (USA) (15 March 1998)",247745,The Real Blonde (1997),1997,Comedy
2472087,"GR: USD 3,060,726 (USA) (13 March 1994)",3060726,The Ref (1994),1994,Comedy
2472244,"GR: USD 33,927,476 (USA) (11 May 1997)",33927476,The Relic (1997),1997,Horror
2472292,"GR: USD 22,954,968 (USA)",22954968,The Remains of the Day (1993),1993,Drama
2472391,"GR: USD 18,967,571 (USA) (19 April 1998)",18967571,The Replacement Killers (1998),1998,Action
2472393,"GR: USD 44,737,059 (USA) (19 November 2000)",44737059,The Replacements (2000),2000,Comedy
2472465,"GR: USD 21,215,869 (USA) (1989)",21215869,The Rescuers (1977),1977,Adventure
2472467,"GR: USD 27,931,461 (USA)",27931461,The Rescuers Down Under (1990),1990,Adventure
2472800,"GR: USD 17,000,000 (USA)",17000000,The Return of the Pink Panther (1975),1975,Comedy
2472807,"GR: USD 94,558 (USA) (7 September 1997) (re-issue)",94558,The Return of the Texas Chainsaw Massacre (1994),1994,Comedy
2473007,"GR: USD 8,538,318 (USA) (5 January 1997)",8538318,The Rich Man's Wife (1996),1996,Thriller
2473585,"GR: USD 11,489,982 (USA)",11489982,The River (1984),1984,Drama
2473638,"GR: USD 46,816,343 (USA) (1995)",46816343,The River Wild (1994),1994,Action
2473798,"GR: USD 50,802,661 (USA) (25 June 2000)",50802661,The Road to El Dorado (2000),2000,Adventure
2473917,"GR: USD 6,507,514 (USA)",6507514,The Road to Wellville (1994),1994,Comedy
2474020,"GR: USD 134,006,721 (USA) (10 November 1996)",134006721,The Rock (1996),1996,Action
2474705,"GR: USD 100,491,683 (USA) (11 April 1999)",100491683,The Rugrats Movie (1998),1998,Adventure
2474783,"GR: USD 470,768 (USA)",470768,The Run of the Country (1995),1995,Drama
2474888,"GR: USD 38,122,105 (USA) (17 July 2012)",38122105,The Running Man (1987),1987,Action
2475166,"GR: USD 61,355,436 (USA) (27 July 1997)",61355436,The Saint (1997),1997,Action
2475195,"GR: USD 57,115 (USA)",57115,The Saint of Fort Washington (1993),1993,Drama
2475423,"GR: USD 144,833,357 (USA)",144833357,The Santa Clause (1994),1994,Comedy
2476335,"GR: USD 479,099 (USA) (29 June 1997)",479099,The Second Jungle Book: Mowgli & Baloo (1997),1997,Adventure
2476415,"GR: USD 69,870 (USA)",69870,The Secret Adventures of Tom Thumb (1993),1993,Adventure
2476484,"GR: USD 31,181,347 (USA)",31181347,The Secret Garden (1993),1993,Drama
2476743,"GR: USD 10,140,325 (USA) (22 August 1982)",10140325,The Secret of NIMH (1982),1982,Animation
2476750,"GR: USD 6,101,600 (USA)",6101600,The Secret of Roan Inish (1994),1994,Drama
2477653,"GR: USD 28,341,469 (USA) (5 August 2012)",28341469,The Shawshank Redemption (1994),1994,Crime
2477732,"GR: USD 2,075,084 (USA)",2075084,The Sheltering Sky (1990),1990,Adventure
2477894,"GR: USD 44,017,374 (USA) (31 December 1980)",44017374,The Shining (1980),1980,Horror
2478105,"GR: USD 2,630,051 (USA) (24 September 1995)",2630051,The Show (1995),1995,Documentary
2478286,"GR: USD 40,932,372 (USA) (14 February 1999)",40932372,The Siege (1998),1998,Action
2478414,"GR: USD 130,742,922 (USA) (30 June 2012)",130742922,The Silence of the Lambs (1991),1991,Crime
2479024,"GR: USD 14,708,874 (USA) (10 August 1997)",14708874,The Sixth Man (1997),1997,Comedy
2479029,"GR: USD 293,501,675 (USA) (14 May 2000)",293501675,The Sixth Sense (1999),1999,Drama
2479134,"GR: USD 35,007,180 (USA) (28 May 2000)",35007180,The Skulls (2000),2000,Crime
2480294,"GR: USD 657,168 (USA) (1990)",657168,The Sound of Music (1965),1965,Biography
2480499,"GR: USD 9,582,900 (USA) (8 November 1998)",9582900,The Spanish Prisoner (1997),1997,Drama
2480572,"GR: USD 57,362,581 (USA)",57362581,The Specialist (1994),1994,Action
2480579,"GR: USD 12,996 (USA) (1 October 2000)",12996,The Specials (2000),2000,Action
2480924,"GR: USD 12,643,776 (USA) (8 December 1996)",12643776,The Spitfire Grill (1996),1996,Drama
2481073,"GR: USD 1,539,734 (USA) (17 July 1977)",1539734,The Spy Who Loved Me (1977),1977,Action
2481424,"GR: USD 99,318 (USA)",99318,The Stars Fell on Henrietta (1995),1995,Drama
2481636,"GR: USD 18,195 (USA) (11 April 1999)",18195,The Sticky Fingers of Time (1997),1997,Sci-Fi
