movieid,title,year,genres,Currency,Budget,Gross_Revenue,Additional_Data,Copyright
1677346,20 Dates (1998),1998,"Biography, Comedy, Romance",USD,"60,000.00","536,767.00",,
1911817,Elizabeth (1998),1998,"Biography, Drama, History",USD,"25,000,000.00","30,012,990.00","253,075 (Germany) (15 November 1998) | 163,265 (Germany) (8 November 1998) | 66,192 (Germany) (1 November 1998) (opening week) | 95,451 (Netherlands) (31 December 1999) | 67,122 (Netherlands) (31 December 1998)",
2574824,Woo (1998),1998,"Comedy, Romance",USD,"13,000,000.00","8,026,971.00",,
2583382,You've Got Mail (1998),1998,"Comedy, Drama, Romance",USD,"65,000,000.00","115,731,542.00","3,229,869 (Germany) (28 March 1999) | 3,106,746 (Germany) (21 March 1999) | 2,898,842 (Germany) (14 March 1999) | 2,595,251 (Germany) (7 March 1999) | 2,128,584 (Germany) (28 February 1999) | 363,926 (Netherlands) (31 December 2000) | 363,846 (Netherlands) (31 December 1999) | 275,647 (Sweden) (30 September 1999) | 275,368 (Sweden) (29 July 1999)","Warner Bros., 1998"
1915987,Enemy of the State (1998),1998,"Action, Drama, Thriller",USD,"90,000,000.00","111,544,445.00","3,067,633 (Germany) (7 February 1999) | 2,969,633 (Germany) (31 January 1999) | 2,846,791 (Germany) (24 January 1999) | 2,350,491 (Germany) (10 January 1999) | 1,869,253 (Germany) (3 January 1999) | 547,440 (Germany) (20 December 1998) (opening week) | 573,674 (Netherlands) (31 December 1999)","1998 Touchstone Pictures and Jerry Bruckheimer, Inc. (on print)"
2584311,Your Friends & Neighbors (1998),1998,"Comedy, Drama",USD,"5,000,000.00","4,710,749.00",,"PolyGram Filmed Entertainment, Inc., 1998 (on print)"
2521851,Twilight (1998),1998,"Crime, Drama, Mystery, Thriller",USD,"20,000,000.00","15,030,732.00","15,710 (France) (opening weekend) (41 screens) | 26,510 (Germany) (9 August 1998) (opening weekend) | 46,393 (Germany) | 2,464 (Netherlands) (31 December 1999)","Paramount Pictures Corp., 1998"
2252075,Paulie (1998),1998,"Adventure, Comedy, Drama, Family",USD,"23,000,000.00","27,008,669.00","18,569 (Netherlands) (31 December 1999) | 18,544 (Netherlands) (31 December 1998) | 29,556 (Switzerland)",
1792625,Buffalo '66 (1998),1998,"Comedy, Crime, Drama, Romance",USD,"1,500,000.00","2,365,931.00","507,463 (USA) (31 December 1998) | 76,176 (UK) (31 December 1998) | 175,974 (France) (31 December 2001) | 55,584 (Germany) (31 December 1999) | 27,945 (Spain) (31 December 2001)","Cinepix Film Properties, 1997 (on print)"
1944510,Following (1998),1998,"Crime, Drama, Mystery, Thriller",USD,"6,000.00","48,482.00","3,843 (Netherlands) (31 December 1999)",Copyright © 1999 Christopher Nolan (on print)
1880648,Dirty Work (1998),1998,Comedy,USD,"13,000,000.00","9,975,684.00",,
2324198,Savior (1998),1998,"Drama, War",USD,"10,000,000.00","12,903.00",738 (Netherlands) (31 December 1998),"COPYRIGHT © 1997 SAVIOR PRODUCTIONS, INC. (on print)"
2324123,Saving Private Ryan (1998),1998,"Action, Drama, War",USD,"70,000,000.00","216,540,909.00","4,137,969 (France) (31 December 1999) | 3,930,732 (France) (29 December 1998) | 1,057,672 (France) (6 October 1998) (opening week) | 228,176 (France) (6 October 1998) (opening week) | 3,749,146 (Germany) (31 December 1999) | 3,411,604 (Germany) (22 November 1998) | 3,276,471 (Germany) (15 November 1998) | 3,033,808 (Germany) (8 November 1998) | 2,658,883 (Germany) (1 November 1998) | 2,098,057 (Germany) (25 October 1998) | 1,389,645 (Germany) (18 October 1998) | 578,703 (Germany) (12 October 1998) (opening week) | 783,808 (Netherlands) (31 December 1999) | 725,519 (Netherlands) (31 December 1998) | 2,691,487 (Spain) (26 September 2003) | 394,841 (Sweden) (31 December 1998)","Copyright © 1998 DREAMWORKS, LLC. and PARAMOUNT PICTURES CORPORATION and AMBLIN ENTERTAINMENT, INC. All rights reserved. [on screen]"
1973808,Goodbye Lover (1998),1998,"Comedy, Crime, Mystery, Thriller",USD,"20,000,000.00","1,923,061.00","57,900 (Germany) (1999)",
1731412,Another Day in Paradise (1998),1998,"Crime, Drama, Thriller",USD,"4,500,000.00","1,025,234.00","4,010 (Netherlands) (31 December 1999)","1998 Another Day, Inc."
1801311,Can't Hardly Wait (1998),1998,"Comedy, Romance",USD,"10,000,000.00","25,339,117.00",,© 1998 Global Entertainment Productions GmbH & Co. Film KG
2313519,Rushmore (1998),1998,"Comedy, Drama",USD,"11,000,000.00","17,096,053.00","73,516 (Germany) (31 May 2001) | 2,283 (Netherlands) (31 December 1999)","Touchstone Pictures, 1998 (on print)"
1881802,Disturbing Behavior (1998),1998,"Horror, Mystery, Sci-Fi, Thriller",USD,"15,000,000.00","17,411,331.00","24,733 (Germany) (30 May 1999) (opening weekend)","©1998 Metro-Goldwyn-Mayer Pictures Inc. in the United States, Canada and their territories, possessions and protectorates. All rights reserved. (on print)"
2485013,The Thin Red Line (1998),1998,"Drama, War",USD,"52,000,000.00","36,385,763.00","870,219 (France) (31 December 2000) | 700,319 (Germany) (31 December 2000) | 590,990 (Germany) (21 March 1999) | 518,760 (Germany) (14 March 1999) | 401,298 (Germany) (7 March 1999) | 195,569 (Germany) (28 February 1999) (opening week) | 67,337 (Netherlands) (31 December 1999) | 978,590 (Spain) (26 September 2003)",
1883528,Doctor Dolittle (1998),1998,"Comedy, Family, Fantasy",USD,"71,500,000.00","144,156,464.00","340,634 (Brazil) (9 July 1998) | 162,397 (Brazil) (2 July 1998) (opening week) | 3,626,053 (Germany) (15 November 1998) | 3,492,109 (Germany) (8 November 1998) | 3,296,024 (Germany) (1 November 1998) | 2,909,918 (Germany) (25 October 1998) | 2,377,796 (Germany) (18 October 1998) | 1,664,477 (Germany) (12 October 1998) | 485,546 (Netherlands) (31 December 1999) | 483,346 (Netherlands) (31 December 1998) | 230,000 (Portugal)","Twentieth Century Fox Film Corp., 1998"
1971149,Godzilla (1998),1998,"Action, Sci-Fi, Thriller",USD,"130,000,000.00","136,023,813.00","1,004,820 (Brazil) (23 July 1998) (opening week) | 115,563 (Finland) | 1,127,486 (France) (22 September 1998) (opening week) | 216,308 (France) (22 September 1998) (opening week) | 42,011 (France) (16 September 1998) (opening day) | 2,821,257 (Germany) (12 October 1998) | 1,188,095 (Germany) (13 September 1998) (opening week) | 303,190 (Netherlands) (31 December 1998) | 270,000 (Portugal)",
1971093,Gods and Monsters (1998),1998,"Biography, Drama",USD,"3,500,000.00","6,390,032.00","7,314 (Netherlands) (31 December 2000) | 7,228 (Netherlands) (31 December 1999)","Spike Productions, Inc., 1998"
2487366,The Truman Show (1998),1998,"Comedy, Drama, Sci-Fi",USD,"60,000,000.00","125,603,360.00","2,532,432 (Germany) (10 January 1999) | 2,418,809 (Germany) (3 January 1999) | 2,114,439 (Germany) (20 December 1998) | 1,933,071 (Germany) (13 December 1998) | 1,685,720 (Germany) (6 December 1998) | 1,016,178 (Germany) (22 November 1998) | 467,163 (Germany) (15 November 1998) (opening week) | 333,277 (Netherlands) (31 December 1999) | 298,617 (Netherlands) (31 December 1998)","Paramount Pictures Corp., 1998"
2313464,Rush Hour (1998),1998,"Action, Comedy, Crime, Thriller",USD,"33,000,000.00","141,153,686.00","2,791,904 (Germany) (2 May 1999) | 2,666,139 (Germany) (25 April 1999) | 2,087,771 (Germany) (12 April 1999) | 718,465 (Germany) (28 March 1999) | 224,708 (Netherlands) (31 December 1999) | 558,654 (Spain) (31 December 2001)",copyright 1998 New Line Productions Inc.
2491349,The Waterboy (1998),1998,"Comedy, Sport",USD,"20,000,000.00","161,487,252.00","184,221 (France) | 432,611 (Germany) (9 May 1999) | 382,874 (Germany) (2 May 1999) | 310,906 (Germany) (25 April 1999) | 179,528 (Germany) (18 April 1999) (opening week) | 60,961 (Netherlands) (31 December 1999) | 160,202 (Spain)",
2491830,The Wedding Singer (1998),1998,"Comedy, Music, Romance",USD,"18,000,000.00","80,224,502.00","218,000 (France) | 814,439 (Germany) (26 July 1998) | 735,831 (Germany) (19 July 1998) | 344,428 (Germany) (5 July 1998) | 127,556 (Germany) (28 June 1998) (opening week) | 88,023 (Netherlands) (31 December 1998) | 165,473 (Spain)",
1778536,"Blood, Guts, Bullets and Octane (1998)",1998,"Action, Comedy, Crime, Thriller",USD,"7,300.00","13,674.00",,Shortfuse Films 1997 (on print)
1696148,A Simple Plan (1998),1998,"Crime, Drama, Thriller",USD,"17,000,000.00","16,311,763.00","37,837 (Germany) | 24,016 (Netherlands) (31 December 2000) | 23,702 (Netherlands) (31 December 1999) | 69,448 (Spain) (31 March 2003)","Paramount Pictures Corp., 1998"
2494814,The X Files (1998),1998,"Mystery, Sci-Fi, Thriller",USD,"66,000,000.00","83,892,374.00","120,736 (Finland) | 176,300 (France) (27 October 1998) (opening week) | 873,491 (France) (27 October 1998) (opening week) | 24,407 (France) (21 October 1998) (opening day) | 1,758,391 (France) | 333,280 (France) | 2,441,012 (Germany) (30 October 1998) | 2,369,959 (Germany) (13 September 1998) | 2,272,690 (Germany) (6 September 1998) | 1,719,109 (Germany) (23 August 1998) | 1,206,266 (Germany) (16 August 1998) | 600,075 (Germany) (9 August 1998) (opening weekend) | 259,378 (Netherlands) (31 December 1998) | 246,000 (Portugal) | 1,376,296 (Spain)",Twentieth Century Fox Film Corporation
2496353,There's Something About Mary (1998),1998,"Comedy, Romance",USD,"23,000,000.00","176,483,808.00","3,503,265 (France) (13 July 1999) | 619,731 (France) (17 November 1998) (opening week) | 39,009 (France) (11 November 1998) (opening day) | 3,192,383 (Germany) (31 December 1999) | 2,865,565 (Germany) (10 January 1999) | 2,780,590 (Germany) (3 January 1999) | 2,581,212 (Germany) (20 December 1998) | 2,473,753 (Germany) (13 December 1998) | 2,324,882 (Germany) (6 December 1998) | 1,909,624 (Germany) (22 November 1998) | 1,553,276 (Germany) (15 November 1998) | 1,066,932 (Germany) (8 November 1998) | 500,520 (Germany) (1 November 1998) (opening week) | 573,822 (Netherlands) (31 December 1999) | 430,579 (Netherlands) (31 December 1998) | 515,000 (Portugal)",Copyright ©1998 by Twentieth Century Fox Film Corporation All Rights Reserved (on print)
2258958,Pi (1998),1998,"Drama, Sci-Fi, Thriller",USD,"60,000.00","3,216,970.00","4,014 (Netherlands) (31 December 2001) | 3,850 (Netherlands) (31 December 2000)","© 1997 Protozoa Pictures, Inc."
2310980,Rounders (1998),1998,"Crime, Drama",USD,"12,000,000.00","22,905,674.00","169,968 (USA) (31 December 1998) | 91,725 (UK) (31 December 1998) | 145,456 (France) (31 December 1999) | 209,464 (Italy) (31 December 1999) | 16,911 (Netherlands) (31 December 1999) | 169,968 (Spain) (15 April 2003)",
1693225,A Night at the Roxbury (1998),1998,Comedy,USD,"17,000,000.00","30,324,946.00",67 (Netherlands) (31 December 2000),
2309076,Ronin (1998),1998,"Action, Adventure, Crime, Thriller",USD,"55,000,000.00","41,609,593.00","421,951 (Germany) (20 December 1998) | 309,406 (Germany) (13 December 1998) | 137,007 (Germany) (6 December 1998) | 612,995 (Germany) | 110,186 (Netherlands) (31 December 1999)",1998 United Artists Pictures Inc.
1793604,Bulworth (1998),1998,"Comedy, Drama, Romance",USD,"30,000,000.00","26,525,834.00","3,323 (Netherlands) (31 December 1999)",
1685405,A Civil Action (1998),1998,Drama,USD,"60,000,000.00","56,702,901.00","66,083 (Germany) (25 April 1999) (opening week) | 37,443 (Netherlands) (31 December 1999)",copyright MCMXCVIII Touchstone Pictures and Paramount Pictures Corporation (on print)
1684486,A Bug's Life (1998),1998,"Adventure, Animation, Comedy, Family",USD,"120,000,000.00","162,792,677.00","3,570,275 (Germany) (31 December 1999) | 3,081,709 (Germany) (28 March 1999) | 2,985,622 (Germany) (21 March 1999) | 2,816,848 (Germany) (14 March 1999) | 2,570,128 (Germany) (7 March 1999) | 2,153,117 (Germany) (28 February 1999) | 488,677 (Netherlands) (31 December 2000) | 488,411 (Netherlands) (31 December 1999) | 633,708 (Sweden) (30 December 1999) | 623,803 (Sweden) (30 September 1999) | 610,057 (Sweden) (29 July 1999)",
1780022,Blues Brothers 2000 (1998),1998,"Action, Comedy, Crime, Music",USD,"28,000,000.00","13,979,599.00","490,757 (Germany) (5 July 1998) | 331,537 (Germany) (21 June 1998) | 209,656 (Germany) (15 June 1998) (opening week) | 576,217 (Germany) | 42,098 (Netherlands) (31 December 1998)","Copyright ©1998 Universal City Studios, Inc. All Rights Reserved. (on print)"
2264592,Playing by Heart (1998),1998,"Comedy, Drama, Romance",USD,"14,000,000.00","3,956,212.00",,"Miramax Film Corp., 1998 (on print)"
2264815,Pleasantville (1998),1998,"Comedy, Drama, Fantasy",USD,"40,000,000.00","40,568,025.00","67,352 (Germany) (7 March 1999) (opening week) | 9,601 (Netherlands) (31 December 2000) | 9,369 (Netherlands) (31 December 1999) | 169,928 (Spain) (10 July 2003)","New Line Productions, Inc., 1998"
1732496,Antz (1998),1998,"Adventure, Animation, Comedy, Family",USD,"60,000,000.00","90,646,554.00","1,096,698 (Germany) (20 December 1998) | 1,036,023 (Germany) (13 December 1998) | 959,281 (Germany) (6 December 1998) | 755,210 (Germany) (22 November 1998) | 555,236 (Germany) (15 November 1998) | 253,563 (Germany) (8 November 1998) (opening week) | 122,084 (Netherlands) (31 December 1999) | 183,312 (Switzerland)",
2005550,Home Fries (1998),1998,"Comedy, Drama, Romance",USD,"15,000,000.00","10,443,316.00",,
2138727,Lost in Space (1998),1998,"Action, Adventure, Sci-Fi, Thriller",USD,"80,000,000.00","69,102,910.00","145,388 (Brazil) (9 July 1998) (opening week) (145 screens) | 891,320 (Germany) (18 October 1998) | 784,151 (Germany) (12 October 1998) | 129,971 (Netherlands) (31 December 1998)",
2412686,The Big Lebowski (1998),1998,"Comedy, Crime",USD,"15,000,000.00","17,439,163.00","3,731,088 (USA) | 464,541 (UK) | 730,064 (France) | 648,284 (Germany) (31 December 1999) | 595,617 (Germany) (31 December 1998) | 165,595 (Germany) (30 March 1998) | 76,799 (Germany) (23 March 1998) (opening week) | 550,710 (Italy) | 84,949 (Netherlands) (31 December 1999) | 82,192 (Netherlands) (31 December 1998) | 684,403 (Spain)","PolyGram Filmed Entertainment, Inc."
2412638,The Big Hit (1998),1998,"Action, Comedy, Crime, Thriller",USD,"13,000,000.00","27,052,167.00","7,218 (Netherlands) (31 December 1998)",
2355303,Slums of Beverly Hills (1998),1998,"Comedy, Drama",USD,"5,000,000.00","5,480,318.00",,
2355625,Small Soldiers (1998),1998,"Action, Adventure, Comedy, Family, Sci-Fi",USD,"40,000,000.00","53,955,614.00","244,340 (Germany) (25 October 1998) | 127,142 (Germany) (18 October 1998) (opening week) | 23,118 (Netherlands) (31 December 1998)","Copyright © 1998 DreamWorks, LLC. and Universal City Studios, Inc. and Amblin Entertainment, Inc. All rights reserved."
1736268,Armageddon (1998),1998,"Action, Adventure, Sci-Fi, Thriller",USD,"140,000,000.00","201,573,391.00","4,479,748 (France) (13 October 1998) | 3,859,295 (France) (9 September 1998) | 48,733 (France) (opening day) | 5,048,194 (Germany) (13 September 1998) | 4,933,193 (Germany) (6 September 1998) | 4,510,696 (Germany) (23 August 1998) | 4,174,031 (Germany) (16 August 1998) | 2,293,708 (Germany) (26 July 1998) | 1,274,643 (Germany) (19 July 1998) (opening weekend) | 747,213 (Netherlands) (31 December 1998) | 2,473,657 (Spain) | 592,752 (Sweden) (31 December 1998)",Copyright © MCMXCVIII Touchstone Pictures and Jerry Bruckheimer Inc.
2165765,Meet the Deedles (1998),1998,"Comedy, Family",USD,"24,000,000.00","4,308,981.00",,
2165624,Meet Joe Black (1998),1998,"Drama, Fantasy, Mystery, Romance",USD,"90,000,000.00","44,606,335.00","1,293,754 (Germany) (7 February 1999) | 1,063,140 (Germany) (31 January 1999) | 768,928 (Germany) (24 January 1999) | 167,869 (Netherlands) (31 December 1999)",
2409402,The Avengers (1998),1998,"Action, Adventure, Sci-Fi, Thriller",USD,"60,000,000.00","23,322,832.00","1,216,244 (France) (8 September 1998) (648 screens) | 370,069 (Germany) (6 September 1998) | 84,484 (Netherlands) (31 December 1998)",Copyright 1998 Warner Bros.
2116072,Le violon rouge (1998),1998,"Drama, Music, Mystery, Romance",USD,"10,000,000.00","9,473,382.00","6,047 (Netherlands) (31 December 2000) | 5,825 (Netherlands) (31 December 1999)",1998 Red Violin Productions Limited - Sidecar Films and TV Srl - Mikado Film Srl
2396366,Tarzan and the Lost City (1998),1998,"Action, Adventure, Family, Fantasy",USD,"20,000,000.00","2,147,114.00",,
1849147,Dark City (1998),1998,"Mystery, Sci-Fi",USD,"27,000,000.00","14,337,579.00","3,077,841 (USA) | 228,270 (UK) | 383,915 (France) | 107,771 (Germany) | 95,293 (Italy) | 285,189 (Spain)",(1997) Dark City Productions Pty Limited
2356287,Smoke Signals (1998),1998,"Comedy, Drama",USD,"2,000,000.00","6,719,300.00","1,112 (Netherlands) (31 December 2000) | 889 (Netherlands) (31 December 1999)","1998 ENIT, Inc. (on print)"
2423072,The Cruise (1998),1998,Documentary,USD,"139,064.00","238,434.00",,©1998 Charter Films Inc
2356755,Snake Eyes (1998),1998,"Crime, Mystery, Thriller",USD,"69,000,000.00","55,585,389.00","347,809 (Germany) (6 December 1998) | 108,627 (Netherlands) (31 December 1999) | 95,537 (Netherlands) (31 December 1998)","Paramount Pictures Corp. and Touchstone Pictures, 1998"
1756051,Barney's Great Adventure (1998),1998,"Adventure, Family",USD,"15,000,000.00","11,144,518.00","40,807 (Germany)","Copyright © 1998 Good Egg Productions, Inc. All Rights Reserved."
1763019,Belly (1998),1998,"Crime, Drama",USD,"3,000,000.00","9,630,169.00",,
2357240,Snitch (1998),1998,"Crime, Drama, Thriller",USD,"11,000,000.00","332,388.00",,
1763083,Beloved (1998),1998,"Drama, Horror, Mystery",USD,"53,000,000.00","22,843,047.00","5,885 (Netherlands) (31 December 1999)",(1998) Touchstone Pictures
2075452,Knock Off (1998),1998,"Action, Comedy, Thriller",USD,"35,000,000.00","10,076,136.00","250,645 (France) (1999) | 406,818 (Spain) (1998)","(1998) Knock Films, A.V.V."
2371654,Star Trek: Insurrection (1998),1998,"Action, Adventure, Sci-Fi, Thriller",USD,"58,000,000.00","70,117,571.00","2,354,744 (Germany) (7 February 1999) | 2,298,081 (Germany) (31 January 1999) | 2,201,189 (Germany) (24 January 1999) | 1,610,475 (Germany) (10 January 1999) | 825,741 (Germany) (3 January 1998) (opening week) | 105,840 (Netherlands) (31 December 1999) | 187,216 (Spain) (30 June 2001)",Paramount Pictures Corporation
2132235,Living Out Loud (1998),1998,"Comedy, Drama, Romance",USD,"12,000,000.00","12,902,790.00","48,030 (Germany) (7 February 1999) (opening week)","New Line Productions, Inc., 1998 (on print)"
2202880,Naturally Native (1998),1998,Drama,USD,"700,000.00","10,508.00",,
2430810,The Faculty (1998),1998,"Horror, Mystery, Sci-Fi, Thriller",USD,"15,000,000.00","40,064,955.00","447,511 (Germany) (9 May 1999) | 342,010 (Germany) (2 May 1999) | 183,323 (Germany) (25 April 1999) (opening week) | 201,583 (Germany) (25 April 1999) (opening week) (including previews) | 91,673 (Netherlands) (31 December 1999)",
1821852,City of Angels (1998),1998,"Drama, Fantasy, Romance",USD,"55,000,000.00","78,745,923.00","690,573 (Brazil) (9 July 1998) | 2,235,774 (Germany) (13 September 1998) | 2,099,263 (Germany) (6 September 1998) | 1,689,070 (Germany) (23 August 1998) | 1,406,060 (Germany) (16 August 1998) | 1,165,857 (Germany) (9 August 1998) | 356,218 (Germany) (26 July 1998) | 217,071 (Netherlands) (31 December 1999) | 216,837 (Netherlands) (31 December 1998) | 290,000 (Portugal)",
2095288,La leggenda del pianista sull'oceano (1998),1998,"Drama, Music, Romance",USD,"9,000,000.00","259,127.00","25,224 (France) (18 January 2000) | 15,084 (Netherlands) (31 December 2000) | 10,571 (Netherlands) (31 December 1999)","Medusa, 1999 (on print)"
2169199,Mercury Rising (1998),1998,"Action, Crime, Drama, Thriller",USD,"60,000,000.00","32,940,507.00","393,860 (Brazil) (9 July 1998) | 215,557 (Brazil) (2 July 1998) (opening week) | 1,098,789 (Germany) (12 July 1998) | 1,012,142 (Germany) (5 July 1998) | 824,162 (Germany) (21 June 1998) | 713,512 (Germany) (15 June 1998) | 304,648 (Germany) (1 June 1998) (opening week) | 133,616 (Netherlands) (31 December 1998)","COPYRIGHT ©1998 UNIVERSAL CITY STUDIOS, INC."
2208084,Next Stop Wonderland (1998),1998,"Comedy, Drama, Romance",USD,"1,000,000.00","3,386,698.00","2,523 (Netherlands) (31 December 1999)",
2587786,Zero Effect (1998),1998,"Comedy, Crime, Drama, Mystery, Thriller",USD,"5,000,000.00","1,980,338.00",,Castle Rock Entertainment
2189721,Mulan (1998),1998,"Adventure, Animation, Family, Musical",USD,"70,000,000.00","120,618,403.00","459,009 (Brazil) (9 July 1998) (opening week) (211 screens) | 4,119,353 (Germany) (7 February 1999) | 4,053,825 (Germany) (31 January 1999) | 3,981,781 (Germany) (24 January 1999) | 3,727,084 (Germany) (10 January 1999) | 3,436,576 (Germany) (3 January 1999) | 2,638,720 (Germany) (20 December 1998) | 2,211,871 (Germany) (13 December 1998) | 1,455,157 (Germany) (6 December 1998) | 535,816 (Germany) (22 November 1998) (opening week) | 539,999 (Netherlands) (31 December 1999) | 324,069 (Netherlands) (31 December 1998) | 820,000 (Sweden) (17 November 1999) | 479,068 (Sweden) (31 December 1998) | 127,308 (Sweden) (15 November 1998)","Disney Enterprises, Inc."
1748219,Babe: Pig in the City (1998),1998,"Adventure, Comedy, Drama, Family, Fantasy",USD,"80,000,000.00","18,318,000.00","1,509,428 (Germany) (7 March 1999) | 1,434,211 (Germany) (28 February 1999) | 126,928 (Netherlands) (31 December 1999) | 285,775 (Spain) (30 June 2001)",
2354674,Sliding Doors (1998),1998,"Comedy, Drama, Fantasy, Romance, Sci-Fi",USD,"9,000,000.00","11,883,495.00","62,571 (Germany) (22 November 1998) (opening week) | 44,247 (Netherlands) (31 December 1999)","Mirage Enterprises and Intermedia Film Equities, Ltd."
1823008,Clay Pigeons (1998),1998,"Comedy, Crime",USD,"8,000,000.00","1,789,892.00",,
2124359,Lethal Weapon 4 (1998),1998,"Action, Crime, Thriller",USD,"140,000,000.00","129,734,803.00","2,080,792 (Germany) (13 September 1998) | 1,900,475 (Germany) (6 September 1998) | 1,125,845 (Germany) (23 August 1998) | 512,502 (Germany) (16 August 1998) (opening week) | 508,030 (Netherlands) (31 December 1999) | 507,980 (Netherlands) (31 December 1998) | 332,229 (Sweden) (31 December 1998)",
2124260,Let's Talk About Sex (1998),1998,Drama,USD,"300,000.00","417,827.00",,
2366980,Sphere (1998),1998,"Drama, Mystery, Sci-Fi, Thriller",USD,"75,000,000.00","36,976,367.00","550,487 (Germany) (3 June 1998) | 187,935 (Germany) (6 April 1998) | 99,125 (Netherlands) (31 December 1999) | 99,100 (Netherlands) (31 December 1998)",Warner Bros.
2377049,Strangeland (1998),1998,"Horror, Thriller",USD,"1,100,000.00","631,221.00",,
2285997,Quest for Camelot (1998),1998,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Musical",USD,"40,000,000.00","22,717,758.00","66,339 (Brazil) (9 July 1998) | 38,147 (Brazil) (2 July 1998) (opening week) | 379,228 (Germany) (19 July 1998) | 562,264 (Germany) (12 July 1998) | 205,881 (Germany) (5 July 1998) | 87,267 (Germany) (28 June 1998) (opening week) | 147,657 (Netherlands) (31 December 1999) | 147,377 (Netherlands) (31 December 1998)",
1734321,Apt Pupil (1998),1998,"Drama, Thriller",USD,"14,000,000.00","8,838,938.00","2,840 (Netherlands) (31 December 1999)",Copyright ©1997 Phoenix Pictures Inc. All Rights Reserved (on print)
2373941,Stepmom (1998),1998,"Comedy, Drama",USD,"50,000,000.00","91,137,662.00","966,387 (Germany) (28 February 1999) | 560,328 (Germany) (7 February 1999) | 237,862 (Germany) (31 January 1999) (opening week) | 60,875 (Netherlands) (31 December 1999)",
2436288,The Gingerbread Man (1998),1998,Thriller,USD,"25,000,000.00","1,534,569.00","34,340 (Germany) (24 May 1998) (opening week) | 33,128 (Netherlands) (31 December 1998)","© 1997, Island Pictures Corp."
2263826,Play It to the Bone (1999),1999,"Comedy, Drama, Sport",USD,"24,000,000.00","8,427,204.00","6,500 (Netherlands) (31 December 2000)",
2190371,Muppets from Space (1999),1999,"Adventure, Comedy, Family, Sci-Fi",USD,"24,000,000.00","16,290,976.00",,
2190062,Mumford (1999),1999,"Comedy, Drama",USD,"28,000,000.00","4,554,569.00",,Copyright © MCMXCIX Touchstone Pictures All Rights Reserved. (on print)
1958267,Galaxy Quest (1999),1999,"Adventure, Comedy, Sci-Fi",USD,"45,000,000.00","71,423,726.00","23,575 (Netherlands) (31 December 2001) | 23,471 (Netherlands) (31 December 2000)",DreamWorks LLC
2406308,The Adventures of Elmo in Grouchland (1999),1999,"Adventure, Comedy, Family, Fantasy, Musical",USD,"17,000,000.00","11,634,458.00",,
2482282,The Straight Story (1999),1999,"Biography, Drama",USD,"10,000,000.00","6,197,866.00","444,348 (France) (31 December 2001) | 56,987 (Netherlands) (31 December 2000) | 19,040 (Netherlands) (31 December 1999) | 316,421 (Spain)","The Straight Story, Inc., 1999 (on print)"
1795631,But I'm a Cheerleader (1999),1999,"Comedy, Drama",USD,"1,200,000.00","2,199,853.00",,Cheerleader LLC
2482169,The Story of Us (1999),1999,"Comedy, Drama, Romance",USD,"50,000,000.00","27,067,160.00","52,303 (Netherlands) (31 December 2000)","CR Films, LLC, 1999 (on print)"
1888823,Double Jeopardy (1999),1999,"Crime, Mystery, Thriller",USD,"70,000,000.00","116,735,231.00","411,335 (Germany) (31 December 2000) | 149,974 (Netherlands) (31 December 2000)",TM & Copyright ©MCMXCIX by MFP Munich Film Partners GmbH & Co. I. Produktions KG All Rights Reserved. (on print)
1687181,A Dog of Flanders (1999),1999,"Drama, Family",USD,"7,000,000.00","2,148,212.00",,
1917129,Entrapment (1999),1999,"Action, Crime, Romance, Thriller",USD,"66,000,000.00","87,704,396.00","2,621,565 (France) | 1,143,994 (Germany) (11 July 1999) | 1,099,772 (Germany) (4 July 1999) | 1,043,766 (Germany) (27 June 1999) | 807,521 (Germany) (13 June 1999) | 595,016 (Germany) (6 June 1999) | 232,760 (Germany) (30 May 1999) (opening week) | 462,844 (Netherlands) (31 December 1999) | 2,649,965 (Spain) (30 June 2001)",
2479029,The Sixth Sense (1999),1999,"Drama, Mystery, Thriller",USD,"40,000,000.00","293,501,675.00","2,000,000 (Argentina) | 346,423 (Denmark) | 1,463,152 (France) (11 January 2000) (opening week) | 375,966 (France) (11 January 2000) (opening week) | 48,278 (France) (5 January 2000) (opening day) | 1,203,618 (Netherlands) | 6,762,476 (Spain) (20 February 2003)","Sixth Sense Productions, Inc. (for purpose of copyright law in the UK)"
2414767,The Boondock Saints (1999),1999,"Action, Crime, Thriller",USD,"7,000,000.00","25,812.00",,
2414571,The Bone Collector (1999),1999,"Crime, Drama, Mystery, Thriller",USD,"48,000,000.00","66,488,090.00","360,872 (Netherlands) (31 December 2000)",Columbia Pictures Industries Inc.
1834632,Cotton Mary (1999),1999,Drama,USD,"3,500,000.00","299,351.00","4,709 (Spain) (10 August 2002) | 4,282 (Spain) (25 June 2001)",© 1999 COTTON PRODUCTIONS LIMITED
1889253,Doug's 1st Movie (1999),1999,"Animation, Comedy, Family",USD,"5,000,000.00","19,421,271.00","5,017 (Netherlands) (31 December 1999)",
1779757,Blue Streak (1999),1999,"Action, Comedy, Crime, Thriller",USD,"65,000,000.00","68,518,533.00","210,027 (Netherlands) (31 December 2000) | 155,184 (Netherlands) (31 December 1999)",
1836375,Cradle Will Rock (1999),1999,Drama,USD,"32,000,000.00","2,899,970.00","8,976 (Argentina) (4 February 2003) | 97,876 (Spain)",
