movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue
2465142,The Pallbearer (1996),1996,"Comedy, Romance",USD,"8,000,000.00","16,019,067.17","5,612,586.00","11,238,549.02"
2160436,Mary Reilly (1996),1996,"Drama, Horror, Romance, Thriller",USD,"47,000,000.00","94,112,019.63","5,600,000.00","11,213,347.02"
2463959,The Opposite of Sex (1998),1998,Comedy,USD,"5,000,000.00","9,530,067.25","5,879,254.00","11,205,937.20"
1816175,Children of the Corn II: The Final Sacrifice (1992),1992,"Horror, Thriller",USD,"900,000.00","2,004,794.55","4,983,565.00","11,101,137.70"
2231855,One Eight Seven (1997),1997,"Drama, Thriller",USD,"20,000,000.00","38,768,313.58","5,716,080.00","11,080,139.09"
2288828,Raiders of the Lost Ark (1981),1981,"Action, Adventure",USD,"18,000,000.00","63,972,488.14","3,115,115.00","11,071,203.19"
2491565,The Way of the Gun (2000),2000,"Action, Crime, Drama, Thriller",USD,"21,000,000.00","38,360,221.33","6,047,856.00","11,047,480.70"
1760876,Before Sunrise (1995),1995,"Drama, Romance",USD,"2,500,000.00","5,131,107.45","5,381,891.00","11,046,024.41"
2127843,Light It Up (1999),1999,Drama,USD,"13,000,000.00","24,387,967.38","5,871,603.00","11,015,112.49"
2080719,Kundun (1997),1997,"Biography, Drama, History, War",USD,"28,000,000.00","54,275,639.01","5,532,301.00","10,723,899.00"
1809149,Central do Brasil (1998),1998,Drama,USD,"2,900,000.00","5,527,439.01","5,595,428.00","10,664,961.03"
2446984,The Killer Shrews (1959),1959,"Horror, Sci-Fi",USD,"123,000.00","1,304,614.90","1,000,000.00","10,606,625.18"
2130468,Little Buddha (1993),1993,Drama,USD,"35,000,000.00","75,766,989.67","4,858,139.00","10,516,759.07"
2355303,Slums of Beverly Hills (1998),1998,"Comedy, Drama",USD,"5,000,000.00","9,530,067.25","5,480,318.00","10,445,559.82"
2565873,Where the Money Is (2000),2000,"Comedy, Crime, Drama",USD,"18,000,000.00","32,880,189.71","5,658,940.00","10,337,056.71"
1992478,Heaven's Prisoners (1996),1996,"Drama, Mystery, Thriller",USD,"25,000,000.00","50,059,584.91","5,005,000.00","10,021,928.90"
2251241,Paths of Glory (1957),1957,"Drama, War",USD,"935,000.00","10,388,479.46","899,327.00","9,992,128.41"
1689475,A Hard Day's Night (1964),1964,"Comedy, Musical",USD,"560,000.00","5,557,426.36","1,000,549.00","9,929,423.91"
1967074,Girl 6 (1996),1996,"Comedy, Drama",USD,"12,000,000.00","24,028,600.76","4,903,000.00","9,817,685.79"
1785251,Bound by Honor (1993),1993,"Action, Crime, Drama, Thriller",USD,"35,000,000.00","75,766,989.67","4,496,583.00","9,734,073.08"
1808524,Celebrity (1998),1998,"Comedy, Drama",USD,"12,000,000.00","22,872,161.40","5,032,496.00","9,592,005.07"
2444128,The In Crowd (2000),2000,"Drama, Mystery, Thriller",USD,"15,000,000.00","27,400,158.09","5,217,498.00","9,530,684.67"
1784206,Born American (1986),1986,"Action, Drama, Thriller",USD,"3,401,376.00","9,553,002.52","3,388,020.00","9,515,491.26"
2204067,Near Dark (1987),1987,"Drama, Horror, Thriller",USD,"5,000,000.00","13,890,059.25","3,369,307.00","9,359,974.77"
2046902,Jakob the Liar (1999),1999,"Comedy, Drama, War",USD,"15,000,000.00","28,139,962.36","4,956,401.00","9,298,195.84"
1999986,Hilary and Jackie (1998),1998,"Biography, Drama, Music",USD,"7,000,000.00","13,342,094.15","4,874,838.00","9,291,506.80"
2023565,If Lucy Fell (1996),1996,"Comedy, Romance",USD,"5,000,000.00","10,011,916.98","4,635,344.00","9,281,735.86"
2522004,Twin Peaks: Fire Walk with Me (1992),1992,"Mystery, Thriller",USD,"10,000,000.00","22,275,494.96","4,160,851.00","9,268,501.55"
2053508,Joe's Apartment (1996),1996,"Comedy, Fantasy, Musical, Sci-Fi",USD,"13,000,000.00","26,030,984.15","4,611,624.00","9,234,239.33"
2248438,Paris Is Burning (1990),1990,Documentary,USD,"500,000.00","1,218,348.17","3,779,620.00","9,209,786.24"
2574016,Woman on Top (2000),2000,"Comedy, Fantasy, Romance",USD,"8,000,000.00","14,613,417.65","5,018,450.00","9,167,088.22"
2490074,The Virgin Suicides (1999),1999,"Drama, Romance",USD,"6,000,000.00","11,255,984.94","4,859,475.00","9,116,362.91"
2560616,Welcome to the Dollhouse (1995),1995,"Comedy, Drama",USD,"800,000.00","1,641,954.39","4,429,002.00","9,090,274.07"
2388613,Swingers (1996),1996,"Comedy, Drama",USD,"200,000.00","400,476.68","4,505,922.00","9,022,583.40"
2584311,Your Friends & Neighbors (1998),1998,"Comedy, Drama",USD,"5,000,000.00","9,530,067.25","4,710,749.00","8,978,750.96"
2210356,Nighthawks (1981),1981,"Action, Crime, Thriller",USD,"5,000,000.00","17,770,135.59","2,525,360.00","8,975,197.92"
1698972,A Walk on the Moon (1999),1999,"Drama, Romance",USD,"14,000,000.00","26,263,964.87","4,741,987.00","8,895,955.71"
1984792,Hamlet (1996),1996,"Crime, Drama, Romance, Thriller",USD,"18,000,000.00","36,042,901.14","4,414,535.00","8,839,591.59"
1948277,Four Rooms (1995),1995,Comedy,USD,"4,000,000.00","8,209,771.93","4,301,331.00","8,828,236.62"
1993553,Held Up (1999),1999,Comedy,USD,"8,000,000.00","15,007,979.92","4,692,814.00","8,803,707.29"
2164174,McHale's Navy (1997),1997,"Action, Comedy",USD,"31,190,000.00","60,459,185.03","4,529,843.00","8,780,718.69"
2162762,Maurice (1987),1987,"Drama, Romance",USD,"2,600,000.00","7,222,830.81","3,130,592.00","8,696,821.67"
1781518,Bogus (1996),1996,"Comedy, Family, Fantasy",USD,"30,000,000.00","60,071,501.89","4,340,826.00","8,691,997.91"
2438541,The Great Dictator (1940),1940,"Comedy, Drama, War",USD,"2,000,000.00","43,762,135.73","395,872.00","8,662,102.10"
1894753,Duets (2000),2000,"Comedy, Drama, Music",USD,"15,000,000.00","27,400,158.09","4,734,235.00","8,647,919.16"
2190062,Mumford (1999),1999,"Comedy, Drama",USD,"28,000,000.00","52,527,929.74","4,554,569.00","8,544,360.01"
2299492,Restoration (1995),1995,"Biography, Drama, History, Romance",USD,"12,000,000.00","24,629,315.78","4,100,000.00","8,415,016.22"
1942058,Flawless (1999),1999,"Comedy, Crime, Drama",USD,"15,000,000.00","28,139,962.36","4,485,485.00","8,414,758.60"
2395255,Tank Girl (1995),1995,"Action, Comedy, Sci-Fi",USD,"25,000,000.00","51,311,074.53","4,064,333.00","8,341,811.74"
1690773,A Life Less Ordinary (1997),1997,"Comedy, Crime, Fantasy, Romance",USD,"12,000,000.00","23,260,988.15","4,266,243.00","8,269,752.32"
2349430,Simply Irresistible (1999),1999,"Comedy, Drama, Fantasy, Romance",USD,"6,000,000.00","11,255,984.94","4,394,936.00","8,244,888.91"
2062958,Kama Sutra: A Tale of Love (1996),1996,"Crime, Drama, History, Romance",USD,"3,000,000.00","6,007,150.19","4,109,095.00","8,227,983.60"
2165765,Meet the Deedles (1998),1998,"Comedy, Family",USD,"24,000,000.00","45,744,322.81","4,308,981.00","8,212,975.74"
1769145,Big Bully (1996),1996,"Comedy, Drama",USD,"15,000,000.00","30,035,750.95","4,085,000.00","8,179,736.17"
2531770,Under the Rainbow (1981),1981,Comedy,USD,"20,000,000.00","71,080,542.37","2,297,493.00","8,165,352.43"
2481073,The Spy Who Loved Me (1977),1977,"Action, Adventure, Crime, Thriller",USD,"14,000,000.00","73,760,206.29","1,539,734.00","8,112,221.25"
2346939,Sid and Nancy (1986),1986,"Biography, Drama, Music",USD,"4,000,000.00","11,234,279.92","2,826,523.00","7,938,487.65"
2388125,Sweet and Lowdown (1999),1999,"Comedy, Drama, Music",USD,"29,750,000.00","55,810,925.34","4,196,621.00","7,872,850.46"
1870151,Detroit Rock City (1999),1999,"Comedy, Music",USD,"15,000,000.00","28,139,962.36","4,193,025.00","7,866,104.38"
2264538,Playing God (1997),1997,"Crime, Drama, Thriller",USD,"12,000,000.00","23,260,988.15","4,052,347.00","7,855,132.96"
2261929,Piranha (1978),1978,"Comedy, Horror, Sci-Fi",USD,"600,000.00","2,962,653.89","1,585,673.00","7,829,667.13"
1969753,Gloria (1999),1999,"Crime, Drama, Thriller",USD,"30,000,000.00","56,279,924.72","4,155,234.00","7,795,208.56"
2052306,Jimmy Hollywood (1994),1994,"Comedy, Crime, Drama",USD,"30,000,000.00","63,235,768.26","3,692,874.00","7,784,057.48"
2566895,White Man's Burden (1995),1995,"Drama, Thriller",USD,"7,000,000.00","14,367,100.87","3,760,515.00","7,718,242.62"
1847048,Dancer in the Dark (2000),2000,"Crime, Drama, Musical",USD,"12,800,000.00","23,381,468.24","4,184,036.00","7,642,883.19"
1785170,Bound (1996),1996,"Crime, Drama, Thriller",USD,"4,500,000.00","9,010,725.28","3,798,532.00","7,606,117.41"
2566262,Whipped (2000),2000,"Comedy, Romance",USD,"3,000,000.00","5,480,031.62","4,142,507.00","7,567,023.11"
2264592,Playing by Heart (1998),1998,"Comedy, Drama, Romance",USD,"14,000,000.00","26,684,188.31","3,956,212.00","7,540,593.28"
2023228,Idle Hands (1999),1999,"Comedy, Horror, Thriller",USD,"20,000,000.00","37,519,949.81","4,002,955.00","7,509,533.53"
2377127,Stranger Than Paradise (1984),1984,"Comedy, Drama",USD,"90,000.00","272,609.30","2,436,000.00","7,378,624.92"
2138292,Lost Highway (1997),1997,"Drama, Mystery, Thriller",USD,"15,000,000.00","29,076,235.19","3,796,699.00","7,359,580.87"
2207203,New Jersey Drive (1995),1995,"Crime, Drama",USD,"5,000,000.00","10,262,214.91","3,565,508.00","7,318,001.87"
2487055,The Trigger Effect (1996),1996,"Drama, Thriller",USD,"8,000,000.00","16,019,067.17","3,594,848.00","7,198,263.95"
2170643,Metropolitan (1990),1990,"Comedy, Drama",USD,"225,000.00","548,256.68","2,938,208.00","7,159,520.70"
2308725,Romeo Is Bleeding (1993),1993,"Crime, Drama, Thriller",USD,"11,500,000.00","24,894,868.03","3,275,585.00","7,090,891.85"
2369519,Squanto: A Warrior's Tale (1994),1994,"Adventure, Biography, Drama, Family",USD,"19,200,000.00","40,470,891.68","3,337,685.00","7,035,369.17"
1807444,Cats Don't Dance (1997),1997,"Animation, Comedy, Family, Fantasy, Musical",USD,"32,000,000.00","62,029,301.73","3,562,749.00","6,906,088.52"
2042414,It Came from Hollywood (1982),1982,"Comedy, Documentary",USD,"5,000,000.00","16,317,847.19","2,091,037.00","6,824,244.45"
2508085,Tommy (1975),1975,"Drama, Fantasy, Musical",USD,"5,000,000.00","29,540,462.10","1,152,866.00","6,811,238.88"
2466584,The Pest (1997),1997,Comedy,USD,"17,000,000.00","32,953,066.54","3,506,206.00","6,796,484.68"
2188440,Mr. Wonderful (1993),1993,"Comedy, Romance",USD,"13,000,000.00","28,142,024.73","3,125,424.00","6,765,827.65"
1672580,'Til There Was You (1997),1997,"Comedy, Romance",USD,"10,000,000.00","19,384,156.79","3,478,370.00","6,742,526.95"
2348226,Silent Fall (1994),1994,"Drama, Mystery, Thriller",USD,"30,000,000.00","63,235,768.26","3,180,674.00","6,704,412.13"
1823361,Clerks. (1994),1994,Comedy,USD,"230,000.00","484,807.56","3,151,130.00","6,642,137.55"
1805163,Carpool (1996),1996,Comedy,USD,"17,000,000.00","34,040,517.74","3,308,758.00","6,625,402.08"
2298804,Requiem for a Dream (2000),2000,Drama,USD,"4,500,000.00","8,220,047.43","3,609,278.00","6,592,985.85"
2480294,The Sound of Music (1965),1965,"Biography, Drama, Family, Musical, Romance",USD,"8,200,000.00","80,570,891.41","657,168.00","6,457,147.75"
1760386,Bedknobs and Broomsticks (1971),1971,"Adventure, Family, Fantasy, Musical",USD,"20,000,000.00","154,066,223.33","838,193.00","6,456,861.50"
2208084,Next Stop Wonderland (1998),1998,"Comedy, Drama, Romance",USD,"1,000,000.00","1,906,013.45","3,386,698.00","6,455,091.94"
2472087,The Ref (1994),1994,"Comedy, Crime, Drama",USD,"11,000,000.00","23,186,448.36","3,060,726.00","6,451,578.67"
1992502,Heavenly Creatures (1994),1994,"Biography, Crime, Drama, Fantasy, Thriller",USD,"5,000,000.00","10,539,294.71","3,049,135.00","6,427,146.47"
1836516,Crash (1996),1996,Drama,USD,"9,000,000.00","18,021,450.57","3,168,660.00","6,344,872.17"
1696396,A Smile Like Yours (1997),1997,"Comedy, Romance",USD,"18,000,000.00","34,891,482.22","3,247,524.00","6,295,051.44"
2207954,Newsies (1992),1992,"Drama, Musical",USD,"15,000,000.00","33,413,242.44","2,819,485.00","6,280,542.39"
2274790,Price of Glory (2000),2000,"Drama, Sport",USD,"10,000,000.00","18,266,772.06","3,434,515.00","6,273,750.26"
2339491,Shanghai Surprise (1986),1986,"Adventure, Crime, Drama, Romance",USD,"17,000,000.00","47,745,689.66","2,209,013.00","6,204,167.60"
2258958,Pi (1998),1998,"Drama, Sci-Fi, Thriller",USD,"60,000.00","114,360.81","3,216,970.00","6,131,588.09"
2339111,Shallow Grave (1994),1994,"Crime, Thriller",USD,"2,500,000.00","5,269,647.35","2,881,508.00","6,073,812.40"
2443214,The Hudsucker Proxy (1994),1994,"Comedy, Drama, Fantasy",USD,"30,000,000.00","63,235,768.26","2,869,369.00","6,048,225.10"
2236888,Original Gangstas (1996),1996,"Action, Crime, Drama, Thriller",USD,"4,800,000.00","9,611,440.30","3,014,000.00","6,035,183.56"
2451328,The Limey (1999),1999,"Crime, Drama, Mystery, Thriller",USD,"9,000,000.00","16,883,977.41","3,193,102.00","5,990,251.34"
2299047,Reservoir Dogs (1992),1992,"Crime, Thriller",USD,"1,200,000.00","2,673,059.40","2,687,008.00","5,985,443.32"
1756902,Basquiat (1996),1996,"Biography, Drama",USD,"3,300,000.00","6,607,865.21","2,961,991.00","5,931,041.60"
2466194,The Perez Family (1995),1995,"Comedy, Drama, Romance",USD,"11,000,000.00","22,576,872.80","2,832,826.00","5,814,213.84"
2554203,Waiting for Guffman (1996),1996,Comedy,USD,"4,000,000.00","8,009,533.59","2,892,582.00","5,792,058.17"
2448585,The Last Days of Disco (1998),1998,"Comedy, Drama, Music, Romance",USD,"8,000,000.00","15,248,107.60","2,987,297.00","5,693,828.26"
1759448,Beautiful (2000),2000,"Comedy, Drama",USD,"9,000,000.00","16,440,094.85","3,060,963.00","5,591,391.34"
2533425,Unforgettable (1996),1996,"Mystery, Sci-Fi, Thriller",USD,"18,000,000.00","36,042,901.14","2,780,278.00","5,567,182.50"
2437434,The Golden Bowl (2000),2000,"Drama, Romance",USD,"15,000,000.00","27,400,158.09","3,037,579.00","5,548,676.32"
1754884,Barbarella (1968),1968,"Action, Adventure, Comedy, Fantasy, Sci-Fi",USD,"9,000,000.00","81,405,747.23","613,285.00","5,547,213.74"
2032270,In the Company of Men (1997),1997,"Comedy, Drama",USD,"25,000.00","48,460.39","2,856,622.00","5,537,320.87"
2492725,The Wild Bunch (1969),1969,Western,USD,"6,244,087.00","53,942,965.94","638,641.00","5,517,250.11"
2538575,Utomlyonnye solntsem (1994),1994,"Drama, History",USD,"2,800,000.00","5,902,005.04","2,616,503.00","5,515,219.24"
2419964,The Clan of the Cave Bear (1986),1986,"Adventure, Drama, Fantasy, Sci-Fi",USD,"15,000,000.00","42,128,549.70","1,951,794.00","5,481,750.04"
1836375,Cradle Will Rock (1999),1999,Drama,USD,"32,000,000.00","60,031,919.70","2,899,970.00","5,440,336.44"
2292470,Re-Animator (1985),1985,"Horror, Sci-Fi",USD,"900,000.00","2,623,766.08","1,861,026.00","5,425,440.98"
2294990,Red Rock West (1993),1993,"Crime, Drama, Thriller",USD,"8,000,000.00","17,318,169.07","2,502,551.00","5,417,450.16"
1799339,Calendar Girl (1993),1993,"Comedy, Drama",USD,"13,000,000.00","28,142,024.73","2,501,113.00","5,414,337.22"
2041945,Isn't She Great (2000),2000,"Biography, Comedy, Romance",USD,"36,000,000.00","65,760,379.42","2,954,405.00","5,396,744.27"
1986482,Happiness (1998),1998,"Comedy, Drama",USD,"3,000,000.00","5,718,040.35","2,746,453.00","5,234,776.36"
2062622,Kalifornia (1993),1993,"Crime, Thriller",USD,"9,000,000.00","19,482,940.20","2,395,231.00","5,185,126.93"
1778258,Blood Simple. (1984),1984,"Crime, Thriller",USD,"1,500,000.00","4,543,488.25","1,690,913.00","5,121,762.24"
2049814,Jefferson in Paris (1995),1995,"Biography, Drama, History, Romance",USD,"14,000,000.00","28,734,201.74","2,474,000.00","5,077,743.94"
1970215,Go Fish (1994),1994,"Drama, Romance",USD,"15,000.00","31,617.88","2,408,311.00","5,076,379.88"
2232552,One Night Stand (1997),1997,"Drama, Romance",USD,"24,000,000.00","46,521,976.30","2,618,335.00","5,075,421.62"
2477732,The Sheltering Sky (1990),1990,"Adventure, Drama, Romance",USD,"25,000,000.00","60,917,408.65","2,075,084.00","5,056,349.60"
2140530,Love Stinks (1999),1999,Comedy,USD,"4,000,000.00","7,503,989.96","2,622,075.00","4,919,006.12"
1689117,A Good Man in Africa (1994),1994,Comedy,USD,"20,000,000.00","42,157,178.84","2,308,390.00","4,865,760.50"
2482834,The Stupids (1996),1996,"Adventure, Comedy",USD,"25,000,000.00","50,059,584.91","2,415,593.00","4,836,943.32"
2162013,Matewan (1987),1987,"Drama, History",USD,"4,000,000.00","11,112,047.40","1,680,358.00","4,668,054.44"
1907821,El mariachi (1992),1992,"Action, Crime, Drama, Thriller",USD,"7,000.00","15,592.85","2,040,920.00","4,546,250.32"
2188708,Mrs. Parker and the Vicious Circle (1994),1994,"Biography, Drama",USD,"7,000,000.00","14,755,012.59","2,144,667.00","4,520,655.51"
1792625,Buffalo '66 (1998),1998,"Comedy, Crime, Drama, Romance",USD,"1,500,000.00","2,859,020.18","2,365,931.00","4,509,496.31"
1981170,Guys and Dolls (1955),1955,"Comedy, Musical, Romance",USD,"5,500,000.00","63,193,731.63","390,000.00","4,481,010.06"
1989826,Hav Plenty (1997),1997,Comedy,USD,"650,000.00","1,259,970.19","2,301,777.00","4,461,800.63"
2569583,Wild Bill (1995),1995,"Action, Biography, Western",USD,"30,000,000.00","61,573,289.44","2,167,808.00","4,449,302.31"
1750660,Bad Lieutenant (1992),1992,"Crime, Drama",USD,"1,000,000.00","2,227,549.50","1,995,334.00","4,444,705.25"
1858396,Death and the Maiden (1994),1994,"Drama, Mystery, Thriller",USD,"12,000,000.00","25,294,307.30","2,104,000.00","4,434,935.21"
2449498,The Last Temptation of Christ (1988),1988,Drama,USD,"7,000,000.00","18,626,516.23","1,647,309.00","4,383,375.40"
2429382,The Endless Summer 2 (1994),1994,"Adventure, Documentary, Sport",USD,"3,400,000.00","7,166,720.40","2,071,091.00","4,365,567.68"
2153457,Mallrats (1995),1995,"Comedy, Romance",USD,"6,000,000.00","12,314,657.89","2,122,561.00","4,356,435.43"
2253153,Pecker (1998),1998,"Comedy, Drama",USD,"6,000,000.00","11,436,080.70","2,279,807.00","4,345,342.81"
2238483,Othello (1995),1995,"Drama, Romance",USD,"11,000,000.00","22,576,872.80","2,112,951.00","4,336,711.45"
2356134,Smilla's Sense of Snow (1997),1997,"Action, Drama, Sci-Fi, Thriller",USD,"35,000,000.00","67,844,548.77","2,221,994.00","4,307,148.01"
1928940,Faithful (1996),1996,"Comedy, Crime, Drama",USD,"13,000,000.00","26,030,984.15","2,104,000.00","4,213,014.67"
2570133,Wilde (1997),1997,"Biography, Drama, History",USD,"10,000,000.00","19,384,156.79","2,157,701.00","4,182,521.45"
2338199,Shadow Conspiracy (1997),1997,"Action, Thriller",USD,"45,000,000.00","87,228,705.56","2,154,540.00","4,176,394.12"
1773358,Bitter Moon (1992),1992,"Drama, Romance, Thriller",USD,"5,000,000.00","11,137,747.48","1,862,805.00","4,149,490.34"
1795631,But I'm a Cheerleader (1999),1999,"Comedy, Drama",USD,"1,200,000.00","2,251,196.99","2,199,853.00","4,126,918.71"
2396366,Tarzan and the Lost City (1998),1998,"Action, Adventure, Family, Fantasy",USD,"20,000,000.00","38,120,269.01","2,147,114.00","4,092,428.16"
2266574,Poison Ivy (1992),1992,"Drama, Thriller",USD,"3,000,000.00","6,682,648.49","1,829,804.00","4,075,978.98"
2444273,The Incredibly True Adventure of Two Girls in Love (1995),1995,"Comedy, Drama, Romance",USD,"250,000.00","513,110.75","1,977,544.00","4,058,796.30"
1687181,A Dog of Flanders (1999),1999,"Drama, Family",USD,"7,000,000.00","13,131,982.43","2,148,212.00","4,030,040.32"
1753400,Bamboozled (2000),2000,"Comedy, Drama, Music",USD,"10,000,000.00","18,266,772.06","2,185,266.00","3,991,775.59"
1889579,Down by Law (1986),1986,"Comedy, Crime, Drama",USD,"1,100,000.00","3,089,426.98","1,419,835.00","3,987,705.96"
2385744,Surviving Picasso (1996),1996,"Biography, Drama, Romance",USD,"16,000,000.00","32,038,134.34","1,985,001.00","3,974,733.04"
2416319,The Brother from Another Planet (1984),1984,"Comedy, Drama, Romance, Sci-Fi",USD,"300,000.00","908,697.65","1,305,588.00","3,954,615.83"
2196068,Mystery Train (1989),1989,"Comedy, Crime, Drama",USD,"2,800,000.00","7,136,596.26","1,541,518.00","3,928,997.00"
2291903,Ravenous (1999),1999,"Horror, Thriller",USD,"12,000,000.00","22,511,969.89","2,060,953.00","3,866,342.66"
2516358,Trick (1999),1999,"Comedy, Music, Romance",USD,"450,000.00","844,198.87","2,049,595.00","3,845,035.08"
1767110,Beyond the Mat (1999),1999,"Biography, Documentary, Sport",USD,"500,000.00","937,998.75","2,047,570.00","3,841,236.18"
2522674,Two Girls and a Guy (1997),1997,"Comedy, Drama",USD,"1,000,000.00","1,938,415.68","1,950,218.00","3,780,333.15"
2587786,Zero Effect (1998),1998,"Comedy, Crime, Drama, Mystery, Thriller",USD,"5,000,000.00","9,530,067.25","1,980,338.00","3,774,550.86"
2128890,Limbo (1999),1999,"Adventure, Drama, Thriller",USD,"8,000,000.00","15,007,979.92","1,997,807.00","3,747,880.92"
2247366,Paradise Road (1997),1997,"Drama, History, War",USD,"16,000,000.00","31,014,650.86","1,921,471.00","3,724,609.51"
1923072,Even Cowgirls Get the Blues (1993),1993,"Comedy, Drama, Romance, Western",USD,"8,000,000.00","17,318,169.07","1,710,000.00","3,701,758.64"
1836984,Crazy in Alabama (1999),1999,"Comedy, Drama",USD,"15,000,000.00","28,139,962.36","1,954,202.00","3,666,078.05"
1973808,Goodbye Lover (1998),1998,"Comedy, Crime, Mystery, Thriller",USD,"20,000,000.00","38,120,269.01","1,923,061.00","3,665,380.13"
1987126,"Happy, Texas (1999)",1999,"Comedy, Crime, Romance",USD,"1,700,000.00","3,189,195.73","1,943,649.00","3,646,280.65"
2202537,Native Son (1986),1986,Drama,USD,"2,000,000.00","5,617,139.96","1,293,918.00","3,634,059.25"
2179939,Modern Times (1936),1936,"Comedy, Drama",USD,"1,500,000.00","33,287,361.07","163,245.00","3,622,663.51"
1733566,Apollo 13 (1995),1995,"Drama, History",USD,"62,000,000.00","127,251,464.84","1,736,281.00","3,563,617.75"
2073938,"Kiss Me, Guido (1997)",1997,Comedy,USD,"740,000.00","1,434,427.60","1,828,284.00","3,543,974.37"
2109093,Lawrence of Arabia (1962),1962,"Adventure, Biography, Drama, History, War",USD,"15,000,000.00","153,207,526.94","342,481.00","3,498,044.47"
2131017,Little Nemo: Adventures in Slumberland (1989),1989,"Adventure, Animation, Drama, Family, Fantasy",USD,"35,000,000.00","89,207,453.22","1,368,000.00","3,486,737.03"
1823008,Clay Pigeons (1998),1998,"Comedy, Crime",USD,"8,000,000.00","15,248,107.60","1,789,892.00","3,411,558.23"
1809864,Chacun cherche son chat (1996),1996,"Comedy, Romance",USD,"300,000.00","600,715.02","1,652,472.00","3,308,882.50"
2381528,Suicide Kings (1997),1997,"Comedy, Crime, Drama, Mystery, Thriller",USD,"5,000,000.00","9,692,078.40","1,692,872.00","3,281,489.63"
2373434,Steel (1997),1997,"Action, Crime, Sci-Fi",USD,"16,000,000.00","31,014,650.86","1,686,429.00","3,269,000.42"
1762161,Being Human (1994),1994,"Comedy, Drama, Fantasy",USD,"30,000,000.00","63,235,768.26","1,519,366.00","3,202,609.21"
1935619,Festen (1998),1998,Drama,USD,"1,300,000.00","2,477,817.49","1,647,780.00","3,140,690.84"
2091255,La cité des enfants perdus (1995),1995,"Adventure, Fantasy, Sci-Fi",USD,"18,000,000.00","36,943,973.66","1,513,028.00","3,105,403.70"
2447022,The Killing (1956),1956,"Crime, Film-Noir, Thriller",USD,"320,000.00","3,662,077.89","269,337.00","3,082,290.85"
2355276,Slumber Party Massacre III (1990),1990,"Comedy, Horror",USD,"350,000.00","852,843.72","1,242,995.00","3,028,801.37"
1980267,Gun Shy (2000),2000,"Comedy, Crime, Romance",USD,"10,000,000.00","18,266,772.06","1,631,839.00","2,980,843.11"
1992315,Heathers (1988),1988,"Comedy, Drama",USD,"3,000,000.00","7,982,792.67","1,108,462.00","2,949,540.78"
2307247,Rocky III (1982),1982,"Drama, Sport",USD,"17,000,000.00","55,480,680.46","902,228.00","2,944,483.73"
2127239,Life of Brian (1979),1979,Comedy,USD,"4,000,000.00","18,120,207.26","646,124.00","2,926,975.20"
2436288,The Gingerbread Man (1998),1998,Thriller,USD,"25,000,000.00","47,650,336.26","1,534,569.00","2,924,909.15"
1727413,And Now for Something Completely Different (1971),1971,Comedy,USD,"100,000.00","770,331.12","378,828.00","2,918,229.96"
1821917,City of Industry (1997),1997,"Crime, Drama, Thriller",USD,"8,000,000.00","15,507,325.43","1,495,332.00","2,898,574.99"
2365633,Spanking the Monkey (1994),1994,"Comedy, Drama",USD,"200,000.00","421,571.79","1,359,736.00","2,866,131.69"
1984793,Hamlet (2000),2000,"Drama, Romance, Thriller",USD,"2,000,000.00","3,653,354.41","1,568,749.00","2,865,598.04"
2072804,King of the Hill (1993),1993,"Drama, History",USD,"8,000,000.00","17,318,169.07","1,299,318.00","2,812,726.10"
1754754,Baraka (1992),1992,"Documentary, War",USD,"2,000,000.00","4,455,098.99","1,250,322.00","2,785,154.14"
1967389,Girlfight (2000),2000,"Drama, Sport",USD,"1,000,000.00","1,826,677.21","1,523,941.00","2,783,748.29"
2190982,Murphy's Romance (1985),1985,"Comedy, Drama, Romance",USD,"13,000,000.00","37,898,843.31","940,325.00","2,741,325.37"
1832872,Cool as Ice (1991),1991,"Comedy, Music, Romance",USD,"6,000,000.00","13,779,621.18","1,193,062.00","2,739,990.40"
2064107,Kansas City (1996),1996,"Crime, Drama, Music, Thriller",USD,"19,000,000.00","38,045,284.53","1,353,824.00","2,710,874.70"
1779868,Blue in the Face (1995),1995,Comedy,USD,"2,000,000.00","4,104,885.96","1,275,999.00","2,618,915.19"
2555100,Walking and Talking (1996),1996,"Comedy, Drama, Romance",USD,"1,000,000.00","2,002,383.40","1,277,257.00","2,557,558.21"
2191929,Mute Witness (1994),1994,"Horror, Thriller",USD,"2,000,000.00","4,215,717.88","1,204,430.00","2,538,768.55"
1804923,Carnosaur (1993),1993,"Horror, Sci-Fi",USD,"1,000,000.00","2,164,771.13","1,152,375.00","2,494,628.13"
1998864,Hideous Kinky (1998),1998,"Drama, Romance",USD,"12,000,000.00","22,872,161.40","1,262,786.00","2,406,887.10"
2051069,Jesus' Son (1999),1999,Drama,USD,"2,500,000.00","4,689,993.73","1,282,084.00","2,405,186.37"
2520326,Tumbleweeds (1999),1999,"Comedy, Drama",USD,"312,000.00","585,311.22","1,281,176.00","2,403,482.96"
2132367,Living in Oblivion (1995),1995,"Comedy, Drama",USD,"500,000.00","1,026,221.49","1,148,752.00","2,357,747.98"
1808298,Cecil B. DeMented (2000),2000,"Comedy, Crime, Thriller",USD,"10,000,000.00","18,266,772.06","1,276,984.00","2,332,637.57"
