movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Additional_Data,Copyright
1965261,Ghost Dog: The Way of the Samurai (1999),1999,"Action, Crime, Drama, Thriller",,,,"3,300,230.00","6,191,223.20","491,893 (France) (16 November 1999) | 461,905 (France) (9 November 1999) | 420,613 (France) (2 November 1999) | 365,989 (France) (26 October 1999) | 275,082 (France) (19 October 1999) | 175,191 (France) (12 October 1999) | 16,653 (Netherlands) (31 December 2001) | 16,353 (Netherlands) (31 December 2000)","© 1999 Plywood Productions, Inc."
1870151,Detroit Rock City (1999),1999,"Comedy, Music",USD,"15,000,000.00","28,139,962.36","4,193,025.00","7,866,104.38",,"Copyright © MCMXCIX New Line Productions, Inc. All Rights Reserved. (on print)"
2358980,Soft Fruit (1999),1999,"Comedy, Drama",,,,"11,132.00","20,883.60",,
2429271,The End of the Affair (1999),1999,"Drama, Romance",USD,"23,000,000.00","43,147,942.28","10,660,147.00","19,998,409.02","25,204 (Netherlands) (31 December 2001) | 23,886 (Netherlands) (31 December 2000)",
1870038,Deterrence (1999),1999,"Drama, Thriller",USD,"800,000.00","1,500,797.99","144,583.00","271,237.35",,
2341003,She's All That (1999),1999,"Comedy, Romance",USD,"10,000,000.00","18,759,974.91","63,319,509.00","118,787,239.99","99,938 (Netherlands) (31 December 1999) | 685,158 (Spain) (30 June 2001)",
2115628,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust (1999)",1999,"Drama, Romance, War",FFR,"65,000,000.00","121,939,836.89","461,493.00","865,759.71","263,893 (France) (22 June 1999) | 248,839 (France) (15 June 1999) | 213,967 (France) (8 June 1999) | 159,900 (France) (1 June 1999) | 106,876 (France) (25 May 1999) | 12,925 (Netherlands) (31 December 2001) | 10,849 (Netherlands) (31 December 2000)",
2490655,The Waiting Game (1999),1999,Comedy,,,,"19,381.00","36,358.71",,
2349430,Simply Irresistible (1999),1999,"Comedy, Drama, Fantasy, Romance",USD,"6,000,000.00","11,255,984.94","4,394,936.00","8,244,888.91",,Copyright © 1999 by Monarchy Enterprises and Regency Entertainment
2013847,Human Traffic (1999),1999,"Comedy, Drama, Music",GBP,"2,200,000.00","4,127,194.48","104,257.00","195,585.87","87,089 (France) (27 June 2000)",
1834632,Cotton Mary (1999),1999,Drama,USD,"3,500,000.00","6,565,991.22","299,351.00","561,581.72","4,709 (Spain) (10 August 2002) | 4,282 (Spain) (25 June 2001)",© 1999 COTTON PRODUCTIONS LIMITED
2490074,The Virgin Suicides (1999),1999,"Drama, Romance",USD,"6,000,000.00","11,255,984.94","4,859,475.00","9,116,362.91","481,357 (France) (15 October 2002) | 291,709 (France) (17 October 2000) | 216,500 (France) (10 October 2000) | 119,995 (France) (3 October 2000) | 54,666 (Germany) | 37,058 (Netherlands) (31 December 2001) | 34,600 (Netherlands) (31 December 2000) | 186,100 (Spain) (15 August 2003)","1999 Virgin Suicides, LLC"
2570013,Wild Wild West (1999),1999,"Action, Comedy, Sci-Fi, Western",USD,"170,000,000.00","318,919,573.39","113,745,408.00","213,386,099.97","259,877 (Netherlands) (31 December 1999) | 27,295 (Sweden) (29 July 1999)",
2504794,Titus (1999),1999,"Drama, History, Thriller",,,,"1,921,350.00","3,604,447.78","17,958 (Netherlands) (31 December 2002) | 10,030 (Netherlands) (31 December 2001)",(1999) Clear Blue Sky Productions
2359505,Solas (1999),1999,Drama,ESP,"125,000,000.00","234,499,686.32","367,939.00","690,252.64","31,693 (Netherlands) (31 December 2001) | 30,378 (Netherlands) (31 December 2000) | 944,176 (Spain) (31 August 2002) | 941,186 (Spain) (30 June 2001)",Maestranza Films
2359014,Soft Toilet Seats (1999),1999,Comedy,,,,880.00,"1,650.88",,
2443624,The Hurricane (1999),1999,"Biography, Drama, Sport",USD,"38,000,000.00","71,287,904.64","50,668,906.00","95,054,740.50","38,202 (Netherlands) (31 December 2000)",
1682746,8 ½ Women (1999),1999,"Comedy, Drama",,,,"417,517.00","783,260.84","4,561 (Netherlands) (31 December 2000)",
2491016,The War Zone (1999),1999,Drama,,,,"254,441.00","477,330.68","14,917 (Germany)",
1709892,Agnes Browne (1999),1999,"Comedy, Drama, Romance",,,,"140,426.00","263,438.82",736 (Netherlands) (31 December 2001),
2493900,The Wood (1999),1999,"Comedy, Drama, Romance",USD,"6,000,000.00","11,255,984.94","25,047,631.00","46,989,292.90",,
2046902,Jakob the Liar (1999),1999,"Comedy, Drama, War",USD,"15,000,000.00","28,139,962.36","4,956,401.00","9,298,195.84",,"Global Entertainment Productions GmbH & Co. Film KG, 1999 (on print)"
2494140,The World Is Not Enough (1999),1999,"Action, Adventure, Crime, Thriller",USD,"135,000,000.00","253,259,661.22","126,930,660.00","238,121,599.63","3,495,815 (France) (18 January 2000) | 3,411,614 (France) (11 January 2000) | 754,867 (France) (11 January 2000) | 3,259,038 (France) (4 January 2000) | 2,894,192 (France) (28 December 1999) | 2,417,394 (France) (21 December 1999) | 1,908,723 (France) (14 December 1999) | 1,260,169 (France) (7 December 1999) (opening week) | 279,164 (France) (7 December 1999) (opening week) | 44,629 (France) (1 December 1999) (opening day) | 3,656,844 (Germany) | 1,055,387 (Netherlands) (31 December 2000) | 613,813 (Netherlands) (31 December 1999) | 419,379 (Sweden) (30 December 1999)",© 1999 Danjaq LLC and United Artists Corporation
1710994,Aimée & Jaguar (1999),1999,"Drama, Romance, War",DEM,"15,000,000.00","28,139,962.36","927,107.00","1,739,250.41","980,177 (Germany) (28 March 1999) | 924,511 (Germany) (21 March 1999) | 843,299 (Germany) (14 March 1999) | 729,727 (Germany) (7 March 1999) | 571,253 (Germany) (28 February 1999) | 1,196,000 (Germany) | 22,497 (Netherlands) (31 December 2000) | 13,686 (Netherlands) (31 December 1999)",(1998) Senator Film Produktion GmbH
1691793,A Map of the World (1999),1999,Drama,,,,"544,538.00","1,021,551.92","31,301 (France) (7 March 2000)",
2425205,The Deep End of the Ocean (1999),1999,Drama,USD,"40,000,000.00","75,039,899.62","13,376,506.00","25,094,291.69",,
2164328,Me Myself I (1999),1999,"Comedy, Romance",,,,"565,193.00","1,060,300.65","37,060 (France) (12 October 1999)",
1765827,Better Than Chocolate (1999),1999,"Comedy, Drama, Romance",,,,"2,011,254.00","3,773,107.46","18,201 (Germany) (11 July 1999) (opening week) | 12,888 (Netherlands) (31 December 2001) | 12,471 (Netherlands) (31 December 2000)",© rave film inc. MCMXCIX ALL RIGHTS RESERVED (on print)
1884286,Dogma (1999),1999,"Adventure, Comedy, Fantasy",USD,"10,000,000.00","18,759,974.91","30,651,422.00","57,501,990.75","6,008,935 (USA) | 585,654 (UK) | 168,433 (France) (31 December 2000) | 140,373 (France) (1 February 2000) | 316,775 (Germany) | 44,206 (Netherlands) (31 December 2001) | 43,968 (Netherlands) (31 December 2000) | 435,899 (Spain)","Copyright ©1999 STK, LLC All rights reserved (on print)"
2354464,Sleepy Hollow (1999),1999,"Adventure, Mystery",USD,"65,000,000.00","121,939,836.89","101,068,340.00","189,603,952.21","2,350,861 (France) | 1,804,011 (Germany) (31 December 2000) (total) | 186,940 (Netherlands) (31 December 2000) | 1,529,083 (Spain)","Karol Film Productions GmbH & Co. KG, 1999"
2445287,The Iron Giant (1999),1999,"Action, Adventure, Animation, Comedy, Crime, Family, Sci-Fi",USD,"48,000,000.00","90,047,879.55","23,159,305.00","43,446,798.06","63,447 (Netherlands) (31 December 2000) | 14,805 (Netherlands) (31 December 1999)",© 1999 Warner Bros. (on print)
2444704,The Insider (1999),1999,"Biography, Drama, Thriller",USD,"90,000,000.00","168,839,774.15","28,965,197.00","54,338,636.89","420,065 (UK) (31 December 2000) | 398,951 (France) (31 December 2000) | 121,307 (Germany) (31 December 2000) | 468,913 (Italy) (31 December 2002) | 34,594 (Netherlands) (31 December 2001) | 34,489 (Netherlands) (31 December 2000) | 441,230 (Spain) (10 October 2003)",
2497499,Third World Cop (1999),1999,"Action, Drama, Thriller",,,,"40,717.00","76,384.99",,
1927003,Eyes Wide Shut (1999),1999,"Drama, Mystery, Thriller",USD,"65,000,000.00","121,939,836.89","55,637,680.00","104,376,148.06","818,843 (Germany) (31 December 1999) | 124,722 (Netherlands) (31 December 2000) | 119,512 (Netherlands) (31 December 1999) | 1,429,670 (Spain) (15 December 2002) | 85,499 (Sweden) (30 September 1999)","Warner Bros., 1999 (on print)"
2581228,Yi ge dou bu neng shao (1999),1999,Drama,,,,"589,114.00","1,105,176.39","6,722 (Netherlands) (31 December 2001) | 6,532 (Netherlands) (31 December 2000) | 89,169 (Spain) (20 December 2002)",
1765082,Best Laid Plans (1999),1999,"Crime, Drama, Thriller",USD,"7,000,000.00","13,131,982.43","25,651.00","48,121.21",,
1832720,Cookie's Fortune (1999),1999,"Comedy, Drama",USD,"8,500,000.00","15,945,978.67","10,919,177.00","20,484,348.65","27,968 (Netherlands) (31 December 2000) | 26,148 (Netherlands) (31 December 1999)","Kudzu Productions, 1998 (on print)"
2048611,Jawbreaker (1999),1999,"Comedy, Crime, Thriller",,,,"3,071,947.00","5,762,964.86",,
2357437,Snow Falling on Cedars (1999),1999,"Drama, Mystery, Romance, Thriller",USD,"36,000,000.00","67,535,909.66","14,378,353.00","26,973,754.15","3,801 (Netherlands) (31 December 2001) | 3,067 (Netherlands) (31 December 2000)",Copyright © 1999 Universal Studios All Rights Reserved. (on print)
2446248,The Joyriders (1999),1999,Drama,,,,"64,579.00","121,150.04",,
2193388,My Favorite Martian (1999),1999,"Comedy, Family, Sci-Fi",USD,"60,000,000.00","112,559,849.43","36,830,057.00","69,093,094.51","384,233 (Germany) (27 June 1999) | 315,323 (Germany) (13 June 1999) | 268,920 (Germany) (6 June 1999) | 178,026 (Germany) (30 May 1999)",
1765789,Better Living Through Circuitry (1999),1999,"Documentary, Drama, Music",,,,"81,000.00","151,955.80",,Cleopatra Entertainment Group
2499488,Three Kings (1999),1999,"Action, Adventure, Comedy, Drama, War",USD,"48,000,000.00","90,047,879.55","60,652,036.00","113,783,067.33","854,293 (Germany) (31 December 2000) | 763,294 (Germany) | 120,391 (Netherlands) (31 December 2000)",© 1999 Village Roadshow Films (BVI) Limited - - All Other Territories
2499704,Three Seasons (1999),1999,Drama,,,,"2,019,237.00","3,788,083.54","4,756 (Netherlands) (31 December 2000) | 2,960 (Netherlands) (31 December 1999)",
2499970,Three to Tango (1999),1999,"Comedy, Romance",USD,"20,000,000.00","37,519,949.81","10,544,143.00","19,780,785.81","103,382 (Netherlands) (31 December 2000)",
1900319,Edtv (1999),1999,Comedy,USD,"80,000,000.00","150,079,799.24","22,362,500.00","41,951,993.88","37,007 (Netherlands) (31 December 1999) | 169,384 (Spain) (30 June 2001) | 17,100 (Sweden) (26 August 1999)","Universal Studios, 1999 (on print)"
2409764,The Bachelor (1999),1999,"Comedy, Romance",USD,"21,000,000.00","39,395,947.30","21,731,001.00","40,767,303.34","42,472 (Netherlands) (31 December 2000)",
1698972,A Walk on the Moon (1999),1999,"Drama, Romance",USD,"14,000,000.00","26,263,964.87","4,741,987.00","8,895,955.71",,"©1998 Blouseman Productions, Inc. (on print)"
2439306,The Green Mile (1999),1999,"Crime, Drama, Fantasy, Mystery",USD,"60,000,000.00","112,559,849.43","136,801,374.00","256,639,034.33","2,107,877 (Germany) (31 December 2000) | 241,317 (Netherlands) (31 December 2001) | 240,623 (Netherlands) (31 December 2000)","Copyright ©1999 CR Films, LLC All Rights Reserved. (on print)"
2433193,The Five Senses (1999),1999,"Comedy, Drama, Music",,,,"497,091.00","932,541.47","31,865 (Netherlands) (31 December 2001) | 31,734 (Netherlands) (31 December 2000) | 1,586 (Norway) (19 October 2000)","Five Senses Productions Inc., 1999 (on print)"
2196039,Mystery Men (1999),1999,"Action, Comedy, Fantasy, Sci-Fi",USD,"65,000,000.00","121,939,836.89","29,655,590.00","55,633,812.42",,Copyright ©1999 Universal Studios. All Rights Reserved. (on print)
1917129,Entrapment (1999),1999,"Action, Crime, Romance, Thriller",USD,"66,000,000.00","123,815,834.38","87,704,396.00","164,533,226.81","2,621,565 (France) | 1,143,994 (Germany) (11 July 1999) | 1,099,772 (Germany) (4 July 1999) | 1,043,766 (Germany) (27 June 1999) | 807,521 (Germany) (13 June 1999) | 595,016 (Germany) (6 June 1999) | 232,760 (Germany) (30 May 1999) (opening week) | 462,844 (Netherlands) (31 December 1999) | 2,649,965 (Spain) (30 June 2001)",
2520326,Tumbleweeds (1999),1999,"Comedy, Drama",USD,"312,000.00","585,311.22","1,281,176.00","2,403,482.96",,"ALH Entertainment Inc., 1999"
1970159,Go (1999),1999,"Comedy, Crime, Thriller",USD,"6,500,000.00","12,193,983.69","16,842,303.00","31,596,118.16","19,385 (Germany) (18 July 1999) (opening week) | 28,909 (Netherlands) (31 December 2000) | 28,342 (Netherlands) (31 December 1999) | 14,371 (Spain) (10 July 2003)",
2057709,Julien Donkey-Boy (1999),1999,Drama,,,,"80,226.00","150,503.77","5,085 (Netherlands) (31 December 2001) | 4,049 (Netherlands) (31 December 2000)","1999 Independent Pictures, Inc."
2521986,Twin Falls Idaho (1999),1999,Drama,USD,"500,000.00","937,998.75","985,341.00","1,848,497.24",,"Twin Falls Productions, LLC, 1998 (on print)"
1971712,Gojira ni-sen mireniamu (1999),1999,"Action, Adventure, Drama, Sci-Fi, Thriller",JPY,"1,000,000,000.00","1,875,997,490.54","10,037,390.00","18,830,118.45","2,000,000 (Japan)","©1999 Toho Co., Ltd"
2196132,"Mystery, Alaska (1999)",1999,"Comedy, Drama, Sport",USD,"28,000,000.00","52,527,929.74","8,888,143.00","16,674,133.96",,Copyright ©MCMXCVIX Hollywood Pictures Company All Rights Reserved (on print)
2312852,Runaway Bride (1999),1999,"Comedy, Romance",USD,"70,000,000.00","131,319,824.34","152,149,590.00","285,432,249.03","4,848,551 (Germany) (31 December 1999) | 4,543,618 (Germany) (7 November 1999) | 408,856 (Netherlands) (31 December 2000) | 406,286 (Netherlands) (31 December 1999) | 458,393 (Sweden) (30 December 1999) | 413,566 (Sweden) (28 October 1999) | 304,548 (Sweden) (30 September 1999)",
2567258,Whiteboyz (1999),1999,"Comedy, Drama",,,,"36,025.00","67,582.81",,
1755813,Barenaked in America (1999),1999,Documentary,,,,"27,714.00","51,991.39",,
1936800,Fight Club (1999),1999,Drama,USD,"63,000,000.00","118,187,841.90","37,030,102.00","69,468,378.43","1,019,387 (France) (18 January 2000) | 1,038,108 (Germany) (31 August 2000) | 157,110 (Netherlands) (31 December 2000) | 123,038 (Netherlands) (31 December 1999) | 158,537 (Netherlands) | 744,620 (Spain) | 55,145 (Sweden) (30 December 1999)","Twentieth Century Fox Film Corporation, Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc."
2321649,Santitos (1999),1999,"Comedy, Drama",,,,"12,131.00","22,757.73",,
1692173,A Midsummer Night's Dream (1999),1999,"Comedy, Fantasy, Romance",,,,"16,071,990.00","30,151,012.91","13,910 (Netherlands) (31 December 2001) | 13,849 (Netherlands) (31 December 2000)","Copyright ©1999 by Twentieth Century Fox Film Corporation, Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc. All Rights Reserved (on print)"
2310222,Rosetta (1999),1999,Drama,,,,"261,475.00","490,526.44","634,528 (France) (16 November 1999) | 604,518 (France) (9 November 1999) | 564,081 (France) (2 November 1999) | 506,103 (France) (26 October 1999) | 421,102 (France) (19 October 1999) | 304,888 (France) (12 October 1999) | 154,016 (France) (5 October 1999) | 11,796 (Netherlands) (31 December 2001) | 11,291 (Netherlands) (31 December 2000)",
2120136,Les convoyeurs attendent (1999),1999,"Comedy, Drama",,,,"5,518.00","10,351.75","154,674 (France) (5 October 1999) | 122,888 (France) (29 September 1999) | 72,239 (France) (21 September 1999) | 6,100 (Netherlands) (31 December 2000) | 1,737 (Netherlands) (31 December 1999)",
1759654,Beautiful People (1999),1999,"Comedy, Drama, War",,,,"261,360.00","490,310.70","16,003 (Netherlands) (31 December 2001) | 15,595 (Netherlands) (31 December 2000)",
2435713,The General's Daughter (1999),1999,"Crime, Drama, Mystery, Thriller, War",USD,"60,000,000.00","112,559,849.43","102,678,089.00","192,623,837.30","101,103 (Netherlands) (31 December 2000) | 95,991 (Netherlands) (31 December 1999)",MFP Munich Film Partners GmbH & Co. I. Produktions KG (de)
1920973,Est - Ouest (1999),1999,"Drama, History, Romance",,,,"2,775,520.00","5,206,868.55","462,444 (France) (19 October 1999) | 412,079 (France) (5 October 1999) | 372,718 (France) (29 September 1999) | 323,868 (France) (21 September 1999) | 235,452 (France) (14 September 1999) | 134,148 (France) (7 September 1999)",
2308305,Romance (1999),1999,"Drama, Romance",,,,"1,282,941.00","2,406,794.10","289,267 (France) (18 May 1999) | 269,698 (France) (11 May 1999) | 238,546 (France) (4 May 1999) | 194,521 (France) (27 April 1999) | 112,124 (France) (20 April 1999) | 2,582 (Netherlands) (31 December 2001) | 2,369 (Netherlands) (31 December 2000)","© Flach Film - CB Films - Arte France Cinéma, Tous droits réservés - visa d'exploitation no 54 309"
2532812,Une liaison pornographique (1999),1999,"Drama, Romance",,,,"347,808.00","652,486.94","130,202 (France) (31 December 2000) | 88,169 (France) (21 September 1999) | 57,017 (France) (14 September 1999) | 21,541 (France) (7 September 1999) | 102,629 (Germany) (31 December 2001) | 218,539 (Italy) (31 December 2002) | 7,119 (Netherlands) (31 December 2001) | 6,462 (Netherlands) (31 December 2000) | 123,782 (Spain) (10 October 2003) | 123,494 (Spain) (8 December 2002)",
1970505,Goat on Fire and Smiling Fish (1999),1999,"Comedy, Romance",USD,"40,000.00","75,039.90","277,233.00","520,088.41",,
2302526,Ride with the Devil (1999/I),1999,"Drama, Romance, War, Western",USD,"35,000,000.00","65,659,912.17","630,779.00","1,183,339.82","43,271 (France) (22 May 2001) | 1,334 (Netherlands) (31 December 2000)",Copyright © 1999 Universal Studios
1969753,Gloria (1999),1999,"Crime, Drama, Thriller",USD,"30,000,000.00","56,279,924.72","4,155,234.00","7,795,208.56",,
2533997,Universal Soldier: The Return (1999),1999,"Action, Sci-Fi",USD,"24,000,000.00","45,023,939.77","10,431,220.00","19,568,942.54","89,377 (France) (20 July 1999) | 160,610 (Germany) (2000) | 252,566 (Spain) (1999)",
1757485,Bats (1999),1999,"Horror, Sci-Fi, Thriller",USD,"6,500,000.00","12,193,983.69","10,149,779.00","19,040,959.93",,
1816379,Chill Factor (1999),1999,"Action, Adventure, Comedy, Thriller",USD,"70,000,000.00","131,319,824.34","11,227,940.00","21,063,587.26","4,867 (Netherlands) (31 December 2001)","© 1999 Morgan Creek Productions, Inc. (on print)"
1682922,8MM (1999),1999,"Crime, Mystery, Thriller",USD,"40,000,000.00","75,039,899.62","36,283,504.00","68,067,762.45","787,000 (Germany) (9 May 1999) | 733,351 (Germany) (2 May 1999) | 666,842 (Germany) (25 April 1999) | 124,555 (Netherlands) (31 December 1999)",Global Entertainment Productions GmbH & Co. Medien KG
2206516,Never Been Kissed (1999),1999,"Comedy, Drama, Romance",USD,"25,000,000.00","46,899,937.26","55,469,238.00","104,060,151.29","35,779 (Netherlands) (31 December 1999) | 393,656 (Spain) (30 June 2001)",
2591814,eXistenZ (1999),1999,Sci-Fi,CAD,"31,000,000.00","58,155,922.21","2,840,417.00","5,328,615.16","42,495 (Netherlands) (31 December 2000) | 41,894 (Netherlands) (31 December 1999)","Screenventures XXIV Productions Ltd., an Alliance Atlantis company and Existence Productions Limited"
1872587,Dick (1999),1999,Comedy,USD,"13,000,000.00","24,387,967.38","6,241,697.00","11,709,407.91",,"Phoenix Pictures Inc., 1999 (on print)"
2518391,True Crime (1999),1999,"Crime, Drama, Mystery, Thriller",,,,"16,635,339.00","31,207,854.22","108,457 (Germany) (9 May 1999) | 47,828 (Germany) (2 May 1999) (opening week) | 36,340 (Netherlands) (31 December 1999) | 22,665 (Sweden) (31 May 1999)",
2282360,Pushing Tin (1999),1999,"Comedy, Drama, Romance",USD,"38,000,000.00","71,287,904.64","8,406,264.00","15,770,130.17",,
2506826,Todo sobre mi madre (1999),1999,Drama,,,,"8,264,530.00","15,504,237.54","271,743 (UK) (31 December 2000) | 1,994,216 (France) (31 December 2001) | 1,890,846 (France) (5 October 1999) | 1,755,616 (France) (11 August 1999) | 1,729,266 (France) (3 August 1999) | 1,655,953 (France) (20 July 1999) | 1,597,602 (France) (13 July 1999) | 1,518,547 (France) (6 July 1999) | 1,419,370 (France) (29 June 1999) | 1,180,118 (France) (22 June 1999) | 728,240 (France) (15 June 1999) | 819,634 (France) (8 June 1999) | 534,337 (France) (1 June 1999) | 314,471 (France) (25 May 1999) | 388,998 (Germany) (31 July 2000) | 41,562 (Germany) (7 November 1999) (opening week) | 1,297,935 (Italy) (31 December 2000) | 72,462 (Netherlands) (31 December 2001) | 69,299 (Netherlands) (31 December 2000) | 2,589,526 (Spain) (31 August 2002) | 2,588,646 (Spain) (30 June 2001) | 203,738 (Sweden) (31 December 2000)",© El Deseo S.A. / Renn Productions / France 2 Cinema. 1999.
1974984,Goya en Burdeos (1999),1999,"Biography, Drama, War",,,,"716,592.00","1,344,324.79",,
2156478,Mansfield Park (1999),1999,"Comedy, Drama, Romance",,,,"4,764,741.00","8,938,642.16","20,481 (Netherlands) (31 December 2001) | 19,834 (Netherlands) (31 December 2000)","Miramax HAL Films Ltd., 1999 (on print)"
2053107,Joan of Arc (1999),1999,"Adventure, Biography, Drama, History, War",FRF,"390,000,000.00","731,639,021.31","14,276,317.00","26,782,334.87","2,876,542 (France) (21 December 1999) | 2,845,816 (France) (14 December 1999) | 2,788,498 (France) (7 December 1999) | 2,695,575 (France) (30 November 1999) | 2,523,656 (France) (23 November 1999) | 2,265,580 (France) (16 November 1999) | 1,732,901 (France) (9 November 1999) | 1,017,149 (France) (2 November 1999) | 2,991,860 (France) | 197,684 (Germany) (30 April 2000) | 194,829 (Spain) (2000)",
2194168,My Life So Far (1999),1999,"Biography, Comedy, Drama",,,,"616,310.00","1,156,196.01",,"Miramax Film Corp., 1999 (on print)"
2578392,Xizao (1999),1999,"Comedy, Drama",,,,"1,153,271.00","2,163,533.50","7,764 (Netherlands) (31 December 2000)",
2509799,Topsy-Turvy (1999),1999,"Biography, Comedy, Drama, Music, Musical",GBP,"10,000,000.00","18,759,974.91","6,201,757.00","11,634,480.57","8,024 (Netherlands) (31 December 2001) | 7,655 (Netherlands) (31 December 2000)",
2154663,Man on the Moon (1999),1999,"Biography, Comedy, Drama",USD,"52,000,000.00","97,551,869.51","34,580,635.00","64,873,184.48","14,458 (Netherlands) (31 December 2001) | 14,341 (Netherlands) (31 December 2000)",Copyright © 1999 Universal Studios (on print)
2154596,Man of the Century (1999),1999,"Comedy, Romance",,,,"33,031.00","61,966.07",,1998 Jubilee Pictures Corporation
1762174,Being John Malkovich (1999),1999,"Comedy, Drama, Fantasy, Sci-Fi",USD,"13,000,000.00","24,387,967.38","22,858,926.00","42,883,287.81","717,200 (France) (31 December 2000) | 606,678 (France) (25 January 2000) | 564,346 (France) (18 January 2000) | 509,269 (France) (11 January 2000) | 434,071 (France) (4 January 2000) | 423,925 (Germany) (31 December 2000) | 383,808 (Germany) (31 August 2000) | 88,569 (Netherlands) (31 December 2001) | 85,245 (Netherlands) (31 December 2000) | 79,642 (Spain) (8 December 2002)","PolyGram Holding, Inc., 1999"
2053502,Joe the King (1999),1999,"Crime, Drama",,,,"59,014.00","110,710.12",,
2440733,The Haunting (1999),1999,"Fantasy, Horror, Mystery, Thriller",USD,"80,000,000.00","150,079,799.24","91,188,905.00","171,070,156.95","1,813,935 (Germany) (7 November 1999) | 2,121,798 (Germany) | 302,641 (Netherlands) (31 December 2000) | 302,264 (Netherlands) (31 December 1999) | 131,287 (Switzerland)",Copyright © 1999 DREAMWORKS LLC
1824605,Clubland (1999),1999,Music,USD,"1,000,000.00","1,875,997.49","12,598.00","23,633.82",,
2512050,Toy Story 2 (1999),1999,"Adventure, Animation, Comedy, Family, Fantasy",USD,"90,000,000.00","168,839,774.15","245,852,179.00","461,218,070.85","9,976,606 (UK) (31 December 2000) | 450,464 (Denmark) | 2,948,160 (Germany) (31 December 2000) | 983,330 (Italy) (31 December 2000) | 451,121 (Netherlands) (31 December 2000) | 3,042,688 (Spain) (31 December 2000)",
2290489,Random Hearts (1999),1999,"Drama, Mystery, Romance",USD,"64,000,000.00","120,063,839.39","31,054,924.00","58,258,959.49","517,532 (Germany) | 49,108 (Netherlands) (31 December 2000) | 46,890 (Netherlands) (31 December 1999)",© 1999 Global Entertainment Productions GmbH & Co. Medien KG
1915861,Endurance (1999),1999,"Biography, Drama, Sport",,,,"229,128.00","429,843.55",719 (Netherlands) (31 December 2001),
1967379,"Girl, Interrupted (1999)",1999,"Biography, Drama",USD,"40,000,000.00","75,039,899.62","28,871,190.00","54,162,279.99",,
2056919,Judy Berlin (1999),1999,"Comedy, Drama",,,,"467,313.00","876,678.02",,
1872091,Diamonds (1999),1999,"Comedy, Mystery",,,,"81,897.00","153,638.57",,Copyright © 1999 CINERENTA GESELLSCHAFT FÜR INTERNATIONALE FILMPRODUKTION mbH & Co. ZWEITE MEDIENBETEILIGUNGS KG (on print)
2541694,Varsity Blues (1999),1999,"Comedy, Drama, Romance, Sport",USD,"16,000,000.00","30,015,959.85","52,885,587.00","99,213,228.50","5,545 (Netherlands) (31 December 1999) | 253,409 (Portugal) (20 January 1998) | 14,772 (Spain) (13 July 2001)",
2517067,Trippin' (1999),1999,Comedy,,,,"9,016,377.00","16,914,700.63",,
1946463,Forces of Nature (1999),1999,"Comedy, Romance",USD,"75,000,000.00","140,699,811.79","52,878,756.00","99,200,413.56","1,009,983 (Germany) (13 June 1999) | 957,815 (Germany) (6 June 1999) | 865,447 (Germany) (30 May 1999) | 209,232 (Germany) (9 May 1999) (opening week) | 70,845 (Netherlands) (31 December 1999) | 600,454 (Spain) (30 June 2001) | 156,259 (Switzerland)",
2010812,House on Haunted Hill (1999),1999,"Horror, Mystery, Thriller",USD,"19,000,000.00","35,643,952.32","40,846,082.00","76,627,147.33","95,400 (Netherlands) (31 December 2000)",
2516358,Trick (1999),1999,"Comedy, Music, Romance",USD,"450,000.00","844,198.87","2,049,595.00","3,845,035.08",,
2005202,Holy Smoke (1999),1999,"Comedy, Drama",,,,"1,758,780.00","3,299,466.87","121,423 (France) (7 December 1999) | 72,806 (France) (30 November 1999) | 30,764 (Netherlands) (31 December 2001) | 30,204 (Netherlands) (31 December 2000)",Jan Chapman Productions
1870221,Deuce Bigalow: Male Gigolo (1999),1999,Comedy,USD,"17,000,000.00","31,891,957.34","65,535,067.00","122,943,621.23","165,071 (Netherlands) (31 December 2000)",
2291903,Ravenous (1999),1999,"Horror, Thriller",USD,"12,000,000.00","22,511,969.89","2,060,953.00","3,866,342.66",661 (Netherlands) (31 December 1999),
1807303,Catfish in Black Bean Sauce (1999),1999,"Comedy, Drama",,,,"1,315,573.00","2,468,011.65",,
2150211,Magnolia (1999),1999,Drama,USD,"37,000,000.00","69,411,907.15","22,450,975.00","42,117,972.76","92,738 (Netherlands) (31 December 2001) | 88,743 (Netherlands) (31 December 2000)","New Line Productions, Inc."
2290562,Rang-e khoda (1999),1999,"Drama, Family",,,,"1,810,145.00","3,395,827.48",,
1934406,Felicia's Journey (1999),1999,"Drama, Thriller",,,,"819,852.00","1,538,040.29","32,954 (France) (11 January 2000) | 6,043 (Netherlands) (31 December 2001) | 5,700 (Netherlands) (31 December 2000)","Marquis Films Limited and Screenventures XLIII Productions Limited, an Alliance Atlantis Company, 1999 (on print)"
