movieid,title,Year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Percentage_Profit_Loss,Additional_Data
2453494,The Love Letter (1999),1999,"Comedy, Drama, Romance",USD,15000000.0,28139962.35815746,8276228.0,15526182.959168585,-44.82514666666667,648 (Netherlands) (31 December 2000)
2456019,The Man Who Knew Too Little (1997),1997,"Action, Comedy, Crime, Thriller",USD,20000000.0,38768313.58098411,13801755.0,26753538.290395766,-30.991225,"129,272 (Germany) (21 June 1998) | 107,020 (Germany) (15 June 1998) | 12,901 (Netherlands) (31 December 1998)"
2456021,The Man Who Knew Too Much (1956),1956,Thriller,USD,2500000.0,28609983.534819983,10250000.0,117300932.49276192,310.0,
2456586,The Man with the Golden Gun (1974),1974,"Action, Adventure, Crime, Thriller",USD,13000000.0,86252241.25341924,20972000.0,139144769.5051314,61.32307692307691,"10,250,000 (USA) | 644,000 (Sweden)"
2457168,The Mask (1994),1994,"Comedy, Crime, Fantasy, Romance",USD,18000000.0,37941460.95359239,119936108.0,252808397.70043555,566.3117111111111,"3,189,985 (France) (3 January 1995) | 270,206 (Sweden)"
2457188,The Mask of Zorro (1998),1998,"Action, Adventure, Romance, Western",USD,65000000.0,123890874.27551463,93771072.0,178728924.48972663,44.263187692307696,"194,811 (France) (20 October 1998) (opening week) | 844,801 (France) (20 October 1998) (opening week) | 26,060 (France) (14 October 1998) (opening day) | 3,429,000 (France) | 944,071 (Germany) (15 November 1998) | 841,040 (Germany) (8 November 1998) | 652,111 (Germany) (1 November 1998) | 332,051 (Germany) (25 October 1998) (opening week) | 239,338 (Netherlands) (31 December 1999) | 121,879 (Netherlands) (31 December 1998) | 420,000 (Portugal) | 4,021,163 (Spain)"
2457464,The Matrix (1999),1999,"Action, Adventure, Sci-Fi",USD,63000000.0,118187841.90426132,171479930.0,321695918.35863173,172.19036507936508,"178,659 (Germany) (25 May 2003) (re-release) | 3,194,163 (Germany) (18 July 1999) | 2,866,516 (Germany) (11 July 1999) | 2,413,899 (Germany) (4 July 1999) | 1,844,588 (Germany) (27 June 1999) | 671,737 (Netherlands) (31 December 2000) | 667,449 (Netherlands) (31 December 1999) | 2,936,830 (Spain) (10 March 2003) | 2,936,102 (Spain) (31 December 2001) | 465,677 (Sweden) (30 December 1999) | 462,844 (Sweden) (25 November 1999) | 452,577 (Sweden) (28 October 1999) | 432,039 (Sweden) (30 September 1999) | 362,039 (Sweden) (26 August 1999) | 225,869 (Sweden) (29 July 1999)"
2458457,The Mighty Ducks (1992),1992,"Action, Comedy, Drama, Family, Sport",USD,10000000.0,22275494.96162235,50727056.0,112997028.03459348,407.27056,
2458984,The Mirror Has Two Faces (1996),1996,"Comedy, Drama, Romance",USD,42000000.0,84100102.65122879,41252428.0,82603176.89077201,-1.7799333333333323,"228,478 (France) (28 January 1997) | 501,155 (Germany) (3 March 1997) | 427,046 (Germany) (23 February 1997) | 119,645 (Germany) (9 February 1997) | 25,710 (Netherlands) (31 December 1998) | 25,585 (Netherlands) (1 January 1998) | 55,698 (Portugal) (27 February 1997) | 45,612 (Portugal) (20 February 1997)"
2459227,The Mission (1986),1986,"Adventure, Drama, History",USD,24500000.0,68809964.50920087,17134545.0,48123568.70740022,-30.063081632653056,"87,391 (Sweden)"
2459369,The Mod Squad (1999),1999,"Action, Crime, Thriller",USD,50000000.0,93799874.52719153,13260050.0,24875820.524485722,-73.4799,"8,579 (Netherlands) (31 December 1999)"
2459538,The Money Pit (1986),1986,"Comedy, Music",USD,10000000.0,28085699.799673826,30940022.0,86897216.96873038,209.40022,
2459965,The Mosquito Coast (1986),1986,"Adventure, Drama, Thriller",USD,25000000.0,70214249.49918456,14302779.0,40170355.7295079,-42.788883999999996,"457,000 (France) | 89,790 (Sweden) | 109,673 (West Germany) (1986)"
2460384,The Mummy (1999),1999,"Action, Adventure, Fantasy",USD,80000000.0,150079799.24350646,155247825.0,291244530.1123878,94.05978124999999,"144,406 (Finland) (19 August 1999) | 4,874,660 (Germany) (31 December 1999) | 4,295,597 (Germany) (18 July 1999) | 4,093,721 (Germany) (11 July 1999) | 3,821,130 (Germany) (4 July 1999) | 3,498,928 (Germany) (27 June 1999) | 2,250,171 (Germany) (13 June 1999) | 1,191,063 (Germany) (6 June 1999) (opening weekend) | 563,273 (Netherlands) (31 December 1999) | 3,696,652 (Spain) (30 June 2001) | 110,177 (Sweden) (29 July 1999)"
2460419,The Muppet Christmas Carol (1992),1992,"Comedy, Drama, Family, Fantasy, Music, Musical",USD,12000000.0,26730593.95394682,27281507.0,60770907.17239649,127.34589166666666,
2460492,The Muse (1999),1999,Comedy,USD,15000000.0,28139962.35815746,11614236.0,21788277.590583816,-22.571760000000005,
2461007,The Myth of Fingerprints (1997),1997,"Comedy, Drama",USD,2000000.0,3876831.358098411,458815.0,889374.1897829613,-77.05925,
2461085,The Naked Gun 2½: The Smell of Fear (1991),1991,"Action, Comedy, Crime",USD,23000000.0,52821881.202495076,86930411.0,199644688.814177,277.9583086956522,"4,074,226 (Germany) (31 December 1991)"
2461289,The Natural (1984),1984,"Drama, Sport",USD,28000000.0,84811780.73578514,47951979.0,145246168.8855348,71.25706785714287,
2461485,The Negotiator (1998),1998,"Action, Crime, Drama, Mystery, Thriller",USD,50000000.0,95300672.51962663,44484065.0,84787226.2181357,-11.031869999999998,"126,502 (Netherlands) (31 December 1999) | 120,688 (Netherlands) (31 December 1998)"
2461598,The Net (1995),1995,"Action, Crime, Drama, Mystery, Thriller",USD,22000000.0,45153745.590124026,46564881.0,95571763.18674546,111.65855000000002,"313,956 (France) (31 October 1995)"
2461620,The Neverending Story II: The Next Chapter (1990),1990,"Adventure, Drama, Family, Fantasy",USD,36000000.0,87721068.45263053,16283667.0,39678351.87685669,-54.76759166666667,"3,207,000 (Germany)"
2462106,The Newton Boys (1998),1998,"Action, Crime, Drama, History, Western",USD,27000000.0,51462363.16059838,10297897.0,19627930.192756914,-61.85964074074074,
2462112,The Next Best Thing (2000),2000,"Comedy, Drama, Romance",USD,25000000.0,45666930.14955773,14983572.0,27370149.436594762,-40.065712,"37,361 (Netherlands) (31 December 2000)"
2462304,The Night Flier (1997),1997,"Fantasy, Horror, Mystery",USD,1000000.0,1938415.6790492055,91549.0,177460.01700127573,-90.8451,
2462515,The Nightmare Before Christmas (1993),1993,"Animation, Family, Fantasy, Musical",USD,18000000.0,38965880.39933939,143289.0,310187.89091894124,-99.20395,"279,053 (France) (3 January 1995)"
2462595,The Ninth Gate (1999),1999,"Mystery, Thriller",USD,38000000.0,71287904.64066556,18653746.0,34994380.68524202,-50.911194736842106,"1,392,276 (France) (12 October 1999) | 1,356,331 (France) (5 October 1999) | 1,294,357 (France) (29 September 1999) | 1,192,446 (France) (21 September 1999) | 1,030,591 (France) (14 September 1999) | 833,419 (France) (7 September 1999) | 499,344 (France) (31 August 1999) | 71,933 (Netherlands) (31 December 2001) | 71,500 (Netherlands) (31 December 2000) | 1,339,000 (Spain)"
2462959,The Nutty Professor (1996),1996,"Comedy, Romance, Sci-Fi",USD,54000000.0,108128703.40872273,128769345.0,257845598.4007499,138.46175000000002,"1,942,005 (France) (29 October 1996) | 1,452,484 (France) (1 October 1996) | 2,798,193 (Germany) (1 December 1996) | 2,509,757 (Germany) (17 November 1996) | 1,856,879 (Germany) (3 November 1996) | 580,154 (Germany) (20 October 1996) | 748,448 (Netherlands) (31 December 1997) | 709,276 (Netherlands) (1 January 1997) | 363,730 (Portugal) (23 January 1997) | 350,628 (Portugal) (16 January 1997) | 336,741 (Portugal) (9 January 1997) | 310,658 (Portugal) (2 January 1997) | 271,921 (Portugal) (26 December 1996) | 249,211 (Portugal) (19 December 1996) | 213,306 (Portugal) (12 December 1996) | 163,988 (Portugal) (5 December 1996) | 89,979 (Portugal) (28 November 1996) | 1,247,348 (Spain)"
2463037,The Object of My Affection (1998),1998,"Comedy, Drama, Romance",USD,15000000.0,28590201.755887993,29106737.0,55477832.219037995,94.04491333333331,"174,080 (Germany) (13 September 1998) | 91,929 (Germany) (6 September 1998) (opening week) | 15,456 (Netherlands) (31 December 1999) | 15,446 (Netherlands) (31 December 1998)"
2463620,The Omega Code (1999),1999,"Action, Adventure, Drama, Thriller",USD,7500000.0,14069981.17907873,12610552.0,23657363.906372484,68.14069333333333,
2463624,The Omen (1976),1976,"Horror, Mystery",USD,2800000.0,15474891.28031271,4273886.0,23620686.1408752,52.63878571428572,
2463959,The Opposite of Sex (1998),1998,Comedy,USD,5000000.0,9530067.251962664,5879254.0,11205937.2022741,17.585080000000016,"11,889 (Netherlands) (31 December 2000) | 9,507 (Netherlands) (31 December 1999)"
2464197,The Original Kings of Comedy (2000),2000,"Comedy, Documentary",USD,3000000.0,5480031.617946928,38168022.0,69720655.78483132,1172.2674,
2464545,The Other Sister (1999),1999,"Comedy, Drama, Romance",USD,35000000.0,65659912.16903407,27797271.0,52147610.63996679,-20.57922571428572,
2464635,The Out-of-Towners (1999),1999,Comedy,USD,40000000.0,75039899.62175323,28535768.0,53533029.158740945,-28.660580000000003,"10,033 (Netherlands) (31 December 1999) | 95,331 (Spain) (30 June 2001)"
2464777,The Outsiders (1983),1983,"Crime, Drama",USD,10000000.0,31440938.715623207,25600000.0,80488803.11199541,156.0,
2464994,The Pagemaster (1994),1994,"Adventure, Animation, Comedy, Family, Fantasy, Mystery, Romance",USD,27000000.0,56912191.430388585,13670688.0,28815881.94226356,-49.367822222222216,
2465142,The Pallbearer (1996),1996,"Comedy, Romance",USD,8000000.0,16019067.171662627,5612586.0,11238549.017591657,-29.842675000000003,
2465773,The Patriot (2000),2000,"Action, Drama, War",USD,110000000.0,200934492.65805402,113330342.0,207017952.47757956,3.027583636363638,"1,160,794 (France) (26 September 2000) | 1,860,711 (Germany) (16 November 2003) | 199,299 (Netherlands) (31 December 2000) | 1,686,792 (Spain) (31 October 2003) | 1,683,970 (Spain) (10 August 2002) | 1,665,195 (Spain) (25 June 2001)"
2465893,The Peacemaker (1997),1997,"Action, Thriller",USD,50000000.0,96920783.95246027,41256277.0,79971814.19599712,-17.487446,"676,344 (France) (30 December 1997) | 336,220 (France) (25 November 1997) (opening week) | 85,396 (France) (25 November 1997) (opening week) | 13,197 (France) (19 November 1997) (opening day) | 1,091,518 (Germany) (15 December 1997) | 1,015,319 (Germany) (8 December 1997) | 905,854 (Germany) (1 December 1997) | 718,116 (Germany) (24 November 1997) | 349,549 (Germany) (17 November 1997) (opening week) | 246,288 (Netherlands) (31 December 1998) | 233,113 (Netherlands) (1 January 1998) | 158,462 (Switzerland)"
2465999,The Pelican Brief (1993),1993,"Crime, Drama, Mystery, Thriller",USD,45000000.0,97414700.99834847,100768056.0,218139778.78721857,123.92901333333334,"328,584 (Sweden)"
2466152,The People vs. Larry Flynt (1996),1996,"Biography, Drama",USD,36000000.0,72085802.27248181,20191312.0,40430747.90149971,-43.91302222222222,"444,323 (France) (25 March 1997) | 24,949 (Netherlands) (31 December 1998) | 24,792 (Netherlands) (1 January 1998) | 70,672 (Portugal) (27 March 1997) | 60,949 (Portugal) (20 March 1997) | 51,019 (Portugal) (13 March 1997) | 30,015 (Portugal) (6 March 1997)"
2466194,The Perez Family (1995),1995,"Comedy, Drama, Romance",USD,11000000.0,22576872.795062013,2832826.0,5814213.841140395,-74.24703636363637,"136,630 (Spain) (30 November 2003)"
2466403,The Perfect Storm (2000),2000,"Action, Adventure, Drama, Thriller",USD,140000000.0,255734808.8375233,182618434.0,333584930.7799848,30.441738571428573,"87,028 (Denmark) (14 September 2000) | 16,242 (Iceland) (24 September 2000) (total) | 289,025 (Netherlands) (31 December 2000)"
2466584,The Pest (1997),1997,Comedy,USD,17000000.0,32953066.543836493,3506206.0,6796484.684376399,-79.3752588235294,
2466643,The Phantom (1996),1996,"Action, Adventure, Comedy",USD,45000000.0,90107252.84060228,17300889.0,34643012.877559885,-61.55358,"39,167 (Spain)"
2466916,The Piano (1993),1993,"Drama, Romance",USD,7000000.0,15153397.93307643,40158000.0,86932879.17092618,473.68571428571437,"1,488,880 (Spain) | 392,980 (Sweden)"
2467606,The Players Club (1998),1998,"Comedy, Drama",USD,4500000.0,8577060.526766397,23031390.0,43898139.12123608,411.80866666666674,
2468093,The Pope of Greenwich Village (1984),1984,"Action, Comedy, Crime, Drama",USD,8000000.0,24231937.35308147,6139896.0,18597696.90330444,-23.25129999999999,
2468209,The Poseidon Adventure (1972),1972,"Action, Adventure",USD,5000000.0,37286114.067196384,264850.0,1975045.4621393927,-94.703,"121,638 (Sweden)"
2468266,The Postman (1997),1997,"Action, Adventure, Drama, Sci-Fi",USD,80000000.0,155073254.32393643,17593391.0,34103304.96204318,-78.00826125,"17,965 (Netherlands) (31 December 1998)"
2468555,The Preacher's Wife (1996),1996,"Comedy, Drama, Fantasy, Romance",USD,40000000.0,80095335.85831313,48093211.0,96301047.188743,20.233027500000013,"200,298 (Germany) (26 January 1997) | 16,228 (Portugal) (13 March 1997) | 9,997 (Portugal) (6 March 1997)"
2469053,The Prince of Egypt (1998),1998,"Adventure, Animation, Drama, Family, History, Musical",USD,70000000.0,133420941.5274773,101217900.0,192922678.82048634,44.596999999999994,"1,166,278 (Germany) (24 January 1999) | 993,390 (Germany) (10 January 1999) | 804,250 (Germany) (3 January 1999) | 240,736 (Germany) (20 December 1998) (opening week) | 276,904 (Netherlands) (31 December 1999) | 131,893 (Netherlands) (31 December 1998) | 248,908 (Switzerland)"
2469075,The Prince of Tides (1991),1991,Drama,USD,30000000.0,68898105.91629793,74787599.0,171757463.9042539,149.29199666666665,"1,750,822 (Germany) (31 December 1992)"
2469104,The Princess Bride (1987),1987,"Adventure, Comedy, Family, Fantasy, Romance",USD,16000000.0,44448189.59394474,24650738.0,68480042.26591615,54.06711250000002,
2469496,The Producers (1967),1967,Comedy,USD,941000.0,8766765.82123796,111866.0,1042192.3755139275,-88.11200850159405,
2469755,The Prophecy (1995),1995,"Fantasy, Horror, Mystery, Thriller",USD,8000000.0,16419543.850954192,16115878.0,33076920.68970349,101.44847499999999,
2470130,The Purple Rose of Cairo (1985),1985,"Comedy, Fantasy, Romance",USD,15000000.0,43729434.58809216,10631333.0,30993478.73384837,-29.124446666666675,"1,803,894 (France) | 1,509,877 (Spain) | 70,213 (Sweden)"
2470444,The Quest (1996),1996,"Action, Adventure, Thriller",USD,30000000.0,60071501.89373485,21686547.0,43424781.63930233,-27.71151,"565,679 (France) (3 September 1996) | 399,544 (France) (6 August 1996) | 614,119 (France) | 378,591 (Germany) | 52,708 (Netherlands) (31 December 1997) | 52,682 (Netherlands) (1 January 1997) | 126,211 (Portugal) (24 October 1996) | 105,431 (Portugal) (3 October 1996) | 86,946 (Portugal) (26 September 1996) | 58,709 (Portugal) (19 September 1996) | 358,389 (Romania) | 533,853 (Spain) (1996)"
2470520,The Quick and the Dead (1995),1995,"Action, Thriller, Western",USD,32000000.0,65678175.40381677,18636537.0,38250429.562678784,-41.760821875000005,"290 (Denmark) (1997) | 650,000 (France) (8 August 1995) | 33,032 (Germany) (1995) | 23,311 (Romania) (1998)"
2470769,The Rage: Carrie 2 (1999),1999,"Horror, Sci-Fi, Thriller",USD,21000000.0,39395947.30142044,17757087.0,33312250.651368476,-15.44244285714286,"3,579 (Netherlands) (31 December 1999) | 207,823 (Spain) (13 July 2001)"
2470910,The Rainmaker (1997),1997,"Crime, Drama, Thriller",USD,40000000.0,77536627.16196822,45856732.0,88889408.29875743,14.641830000000008,"111,811 (Germany) (6 April 1998) | 63,971 (Netherlands) (31 December 1999) | 63,133 (Netherlands) (31 December 1998)"
2471217,The Razor's Edge (1984),1984,"Drama, Romance, War",USD,13000000.0,39376898.19875739,6551987.0,19845917.315275524,-49.600100000000005,
2472087,The Ref (1994),1994,"Comedy, Crime, Drama",USD,11000000.0,23186448.36052868,3060726.0,6451578.667702502,-72.17521818181818,
2472244,The Relic (1997),1997,"Horror, Mystery, Thriller",USD,40000000.0,77536627.16196822,33927476.0,65765551.42896562,-15.181309999999998,"586,585 (Germany) (9 June 1997) | 550,969 (Germany) (2 June 1997) | 486,107 (Germany) (26 May 1997) | 313,348 (Germany) (12 May 1997) | 140,569 (Germany) (opening week) | 69,985 (Netherlands) (1 January 1998) | 21,328 (Portugal) (29 May 1997) | 16,364 (Portugal) (22 May 1997)"
2472292,The Remains of the Day (1993),1993,"Drama, Romance",USD,11500000.0,24894868.03291128,22954968.0,49692252.09214794,99.60841739130434,"179,955 (Sweden)"
2472391,The Replacement Killers (1998),1998,"Action, Crime, Drama, Thriller",USD,30000000.0,57180403.511775985,18967571.0,36152445.44727534,-36.77476333333334,"61,752 (Germany) (1 June 1998) (opening week) | 16,116 (Netherlands) (31 December 1998)"
2472393,The Replacements (2000),2000,"Comedy, Sport",USD,50000000.0,91333860.29911546,44737059.0,81720165.93798572,-10.525882000000006,"317,985 (Spain) (10 August 2002) | 314,611 (Spain) (25 June 2001)"
2472465,The Rescuers (1977),1977,"Adventure, Animation, Crime, Drama, Family, Fantasy, Mystery",USD,1200000.0,6322303.396559738,21215869.0,111777633.86638871,1667.9890833333332,"247,531 (Spain) (1989) | 152,242 (Spain) (1983) | 551,288 (Spain) (1977) | 738,281 (Sweden)"
2472800,The Return of the Pink Panther (1975),1975,"Comedy, Crime, Mystery",USD,5000000.0,29540462.104739808,17000000.0,100437571.15611535,240.0,"184,034 (Sweden)"
2472807,The Return of the Texas Chainsaw Massacre (1994),1994,"Comedy, Horror, Thriller",USD,600000.0,1264715.3651197464,94558.0,199314.92582498828,-84.24033333333334,
2473215,The Right Stuff (1983),1983,"Adventure, Drama, History, Sci-Fi",USD,27000000.0,84890534.53218266,21500000.0,67598018.2385899,-20.370370370370374,
2473585,The River (1984),1984,Drama,USD,18000000.0,54521859.04443331,11489982.0,34803065.50150422,-36.16676666666667,
2473638,The River Wild (1994),1994,"Action, Adventure, Crime, Thriller",USD,45000000.0,94853652.38398097,46816343.0,98682247.21802713,4.036317777777774,"413,806 (France) (28 February 1995)"
2473798,The Road to El Dorado (2000),2000,"Adventure, Animation, Comedy, Family, Romance",USD,95000000.0,173534334.56831938,50802661.0,92800062.85194643,-46.52351473684211,"51,157 (Netherlands) (31 December 2001) | 50,470 (Netherlands) (31 December 2000) | 541,295 (Spain) (10 August 2002) | 507,735 (Spain) (25 June 2001) | 81,439 (Switzerland)"
2473917,The Road to Wellville (1994),1994,"Comedy, Drama",USD,25000000.0,52696473.546656094,6507514.0,13716921.574219769,-73.969944,"179,981 (France) (3 January 1995)"
2474020,The Rock (1996),1996,"Action, Adventure, Thriller",USD,70000000.0,140166837.752048,134006721.0,268332833.1441566,91.43817285714286,"1,789,347 (France) (1 October 1996) | 1,526,972 (France) (3 September 1996) | 523,200 (France) (6 August 1996) | 1,883,718 (France) | 607,781 (Netherlands) (1 January 1997) | 284,531 (Portugal) (12 September 1996) | 273,249 (Portugal) (5 September 1996) | 257,162 (Portugal) (29 August 1996) | 236,805 (Portugal) (22 August 1996) | 121,250 (Portugal) (25 July 1996) | 2,822,402 (Spain)"
2474065,The Rocketeer (1991),1991,"Action, Adventure, Family, Sci-Fi",USD,40000000.0,91864141.22173056,46704056.0,107260699.90029033,16.760140000000014,
2474100,The Rocky Horror Picture Show (1975),1975,"Comedy, Musical",USD,1200000.0,7089710.905137554,139876417.0,826402799.1470566,11556.368083333333,
2474705,The Rugrats Movie (1998),1998,"Adventure, Animation, Comedy, Drama, Family",USD,28000000.0,53368376.61099092,100491683.0,191538499.45058262,258.8988678571428,"181,495 (Germany) (30 May 1999) | 53,333 (Netherlands) (31 December 1999)"
2474888,The Running Man (1987),1987,"Action, Sci-Fi, Thriller",USD,27000000.0,75006319.93978176,38122105.0,105903659.42251681,41.19298148148148,"817,198 (France) | 610,592 (Spain) | 51,371 (Sweden) | 677,597 (West Germany)"
2475166,The Saint (1997),1997,"Action, Romance, Sci-Fi, Thriller",USD,68000000.0,131812266.17534597,61355436.0,118932339.13730007,-9.771417647058819,"912,128 (France) (29 July 1997) | 278,546 (France) (24 June 1997) | 415,079 (Germany) (2 June 1997) | 381,423 (Germany) (26 May 1997) | 341,135 (Germany) (20 May 1997) | 276,518 (Germany) (12 May 1997) | 135,983 (Germany) (opening week) | 139,657 (Netherlands) (1 January 1998) | 257,677 (Portugal) (3 July 1997) | 250,854 (Portugal) (26 June 1997) | 241,287 (Portugal) (19 June 1997) | 232,780 (Portugal) (12 June 1997) | 216,322 (Portugal) (5 June 1997) | 203,461 (Portugal) (29 May 1997) | 185,993 (Portugal) (22 May 1997) | 130,315 (Portugal) (8 May 1997) | 87,463 (Portugal) (1 May 1997)"
2475387,The Sandpiper (1965),1965,Drama,USD,5300000.0,52076307.860506326,14000000.0,137560058.49945065,164.15094339622638,"364,070 (France) (1965) | 522,721 (Spain)"
2475423,The Santa Clause (1994),1994,"Comedy, Drama, Family, Fantasy",USD,22000000.0,46372896.72105736,144833357.0,305288286.63295597,558.333440909091,"689,254 (France) (2 January 1996)"
2475682,The Scarlet Letter (1995),1995,"Drama, Romance",USD,50000000.0,102622149.0684637,10400000.0,21345407.00624045,-79.2,"5,502 (Netherlands) (1 January 1997) | 79,123 (Portugal) (23 May 1996)"
2476233,The Searchers (1956),1956,Western,USD,3750000.0,42914975.30222997,37500000.0,429149753.02229977,900.0,
2476422,The Secret Agent (1996),1996,"Drama, Thriller",USD,7000000.0,14016683.775204798,106606.0,213466.08436278327,-98.47705714285715,
2476743,The Secret of NIMH (1982),1982,"Animation, Drama, Family, Fantasy, Sci-Fi",USD,7000000.0,22844986.070771832,10140325.0,33093654.76829991,44.86178571428571,
2476750,The Secret of Roan Inish (1994),1994,"Drama, Family, Fantasy",USD,3000000.0,6323576.825598732,6101600.0,12861312.119691074,103.38666666666667,
2477403,The Shadow (1994),1994,"Action, Adventure, Crime, Fantasy, Mystery, Thriller",USD,25000000.0,52696473.546656094,32055248.0,67567941.13054003,28.220992,
2477653,The Shawshank Redemption (1994),1994,"Crime, Drama",USD,25000000.0,52696473.546656094,28341469.0,59739818.85727496,13.365876000000013,"82,890 (Belgium) | 163,594 (France) (28 March 1995) | 410,811 (Germany) (31 December 1995) | 1,245,604 (Spain)"
2477732,The Sheltering Sky (1990),1990,"Adventure, Drama, Romance",USD,25000000.0,60917408.6476601,2075084.0,5056349.600248844,-91.699664,"66,781 (Sweden)"
2477894,The Shining (1980),1980,"Horror, Mystery",USD,19000000.0,75967329.66273314,44017374.0,175993808.50241148,131.6703894736842,"2,220,100 (France) | 1,326,293 (Spain) (20 December 2002) | 273,783 (Sweden) | 2,022,832 (West Germany) (1980)"
2478286,The Siege (1998),1998,"Action, Crime, Drama, Thriller",USD,70000000.0,133420941.5274773,40932372.0,78017651.5884707,-41.52518285714286,"890,141 (France) | 1,632,793 (Germany) (28 February 1999) | 1,237,097 (Germany) (7 February 1999) | 931,317 (Germany) (31 January 1999) | 493,015 (Germany) (24 January 1999) (opening week) | 131,531 (Netherlands) (31 December 1999) | 1,063,899 (Spain)"
2478414,The Silence of the Lambs (1991),1991,"Crime, Drama, Thriller",USD,19000000.0,43635467.08032202,130742922.0,300264656.25874263,588.1206421052632,"1,948,790 (Argentina) | 734,318 (Sweden)"
2479024,The Sixth Man (1997),1997,"Comedy, Drama, Fantasy, Romance, Sport",USD,11000000.0,21322572.46954126,14708874.0,28511911.982759204,33.717036363636375,
2479029,The Sixth Sense (1999),1999,"Drama, Mystery, Thriller",USD,40000000.0,75039899.62175323,293501675.0,550608405.7704109,633.7541874999998,"2,000,000 (Argentina) | 346,423 (Denmark) | 1,463,152 (France) (11 January 2000) (opening week) | 375,966 (France) (11 January 2000) (opening week) | 48,278 (France) (5 January 2000) (opening day) | 1,203,618 (Netherlands) | 6,762,476 (Spain) (20 February 2003)"
2479134,The Skulls (2000),2000,"Crime, Drama, Thriller",USD,15000000.0,27400158.08973464,35007180.0,63946817.75171978,133.38120000000004,"424,078 (Germany) | 51,285 (Netherlands) (31 December 2001) | 51,163 (Netherlands) (31 December 2000) | 287,631 (Spain) (10 August 2002) | 283,744 (Spain) (25 June 2001)"
2480294,The Sound of Music (1965),1965,"Biography, Drama, Family, Musical, Romance",USD,8200000.0,80570891.4068211,657168.0,6457147.751711928,-91.98575609756097,"3,650,700 (Argentina) | 1,884,738 (Sweden) (8 December 1967) | 3,400,000 (Sweden)"
2480499,The Spanish Prisoner (1997),1997,"Drama, Mystery, Thriller",USD,10000000.0,19384156.790492054,9582900.0,18575643.610760633,-4.170999999999988,"2,190,240 (USA) | 136,364 (UK) | 196,895 (France) | 20,670 (Germany) | 62,878 (Poland) | 309,384 (Spain)"
2480572,The Specialist (1994),1994,"Action, Thriller",USD,45000000.0,94853652.38398097,57362581.0,120912229.2893767,27.472402222222218,"1,350,000 (France) (3 January 1995) | 158,340 (Sweden)"
2480579,The Specials (2000),2000,"Action, Comedy, Fantasy, Sci-Fi",USD,1000000.0,1826677.2059823093,12996.0,23739.496968946092,-98.7004,
2480924,The Spitfire Grill (1996),1996,Drama,USD,6000000.0,12014300.37874697,12643776.0,25317687.130931977,110.72960000000003,
2481073,The Spy Who Loved Me (1977),1977,"Action, Adventure, Crime, Thriller",USD,14000000.0,73760206.29319695,1539734.0,8112221.2483320935,-89.0019,"21,000,000 (USA) | 812,000 (Sweden)"
2481424,The Stars Fell on Henrietta (1995),1995,Drama,USD,13000000.0,26681758.75780056,99318.0,203844.53202363354,-99.23601538461538,
2481636,The Sticky Fingers of Time (1997),1997,Sci-Fi,USD,250000.0,484603.9197623014,18195.0,35269.47328030029,-92.72200000000001,
2481665,The Sting (1973),1973,"Comedy, Crime, Drama",USD,5500000.0,39666078.79488978,156000000.0,1125074234.909601,2736.3636363636365,"1,320,700 (Argentina) | 1,100,000 (Sweden)"
2482169,The Story of Us (1999),1999,"Comedy, Drama, Romance",USD,50000000.0,93799874.52719153,27067160.0,50777924.23614835,-45.865680000000005,"52,303 (Netherlands) (31 December 2000)"
2482282,The Straight Story (1999),1999,"Biography, Drama",USD,10000000.0,18759974.905438308,6197866.0,11627181.06272693,-38.02134,"444,348 (France) (31 December 2001) | 56,987 (Netherlands) (31 December 2000) | 19,040 (Netherlands) (31 December 1999) | 316,421 (Spain)"
2482834,The Stupids (1996),1996,"Adventure, Comedy",USD,25000000.0,50059584.91144571,2415593.0,4836943.315799755,-90.337628,
2482984,The Sugarland Express (1974),1974,"Adventure, Comedy, Crime, Drama",USD,3000000.0,19904363.36617367,7500000.0,49760908.415434174,150.0,
2483957,The Talented Mr. Ripley (1999),1999,"Crime, Drama, Thriller",USD,40000000.0,75039899.62175323,81292135.0,152503841.2609503,103.23033749999996,"15,379,358 (USA) | 1,553,297 (UK) | 170,364 (Netherlands) (31 December 2001) | 170,146 (Netherlands) (31 December 2000) | 606,402 (Spain) (31 December 2000)"
2484054,The Taming of the Shrew (1967),1967,"Comedy, Drama, Romance",USD,4000000.0,37265742.06689888,8000000.0,74531484.13379776,100.0,
2484656,The Terminator (1984),1984,"Action, Sci-Fi",USD,6400000.0,19385549.882465176,38371200.0,116226064.32031997,499.55000000000007,"3,005,355 (France) | 1,212,966 (Spain) (20 December 2002) | 80,259 (Sweden)"
2484852,The Texas Chainsaw Massacre (2003),2003,Horror,USD,9200000.0,15621956.836169932,80148261.0,136094855.85174805,771.1767500000001,"86,288 (Germany) (4 January 2004) | 30,705 (Norway) (4 March 2004) | 12,564 (Norway) (16 February 2004)"
2484853,The Texas Chainsaw Massacre 2 (1986),1986,"Comedy, Horror",USD,4700000.0,13200278.905846698,7525782.0,21136685.40097889,60.12302127659574,
