movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
2426074,90000000,42877165,"1,242,273 (France) (27 May 1997) | 1,068,824 (France) (22 April 1997) | 990,241 (Germany) (21 April 1997) | 890,390 (Germany) (14 April 1997) | 697,464 (Germany) (8 April 1997) | 363,257 (Germany) (opening week) | 176,944 (Netherlands) (1 January 1998) | 179,825 (Portugal) (1 May 1997) | 165,929 (Portugal) (24 April 1997) | 141,397 (Portugal) (17 April 1997) | 117,786 (Portugal) (10 April 1997) | 76,316 (Portugal) (3 April 1997)","Copyright Â© 1997 Columbia Pictures Industries, Inc.",USD
2427355,38000000,35183792,"44,322 (Sweden)",StudioCanal Image S.A.,USD
2428775,5000000,26010864,"2,443,507 (France) | 185,083 (Germany) | 171,676 (Sweden)",Â© 1980 Brooksfilms Limited (on print),USD
2429253,5000000,283033,"4,538 (Netherlands) (31 December 1998)","Ciby Sales, 10, Stephen Mews, London W1P 1PP, UK, Phone: +44-171-333 88 77, Fax: +44-171-333 88 78",USD
2429271,23000000,10660147,"25,204 (Netherlands) (31 December 2001) | 23,886 (Netherlands) (31 December 2000)",,USD
2429382,3400000,2071091,,,USD
2429495,31000000,78651430,"17,103,578 (USA) | 3,403,436 (UK) | 1,892,158 (France) (24 June 1997) | 1,801,519 (France) (27 May 1997) | 1,276,404 (France) (22 April 1997) | 382,363 (France) (25 March 1997) | 2,928,208 (Germany) (30 June 1997) | 2,900,053 (Germany) (23 June 1997) | 2,867,458 (Germany) (16 June 1997) | 2,836,875 (Germany) (9 June 1997) | 2,793,514 (Germany) (2 June 1997) | 2,722,587 (Germany) (26 May 1997) | 2,650,660 (Germany) (20 May 1997) | 2,563,592 (Germany) (12 May 1997) | 2,417,095 (Germany) (5 May 1997) | 2,255,824 (Germany) (28 April 1997) | 2,040,435 (Germany) (21 April 1997) | 1,461,419 (Germany) (8 April 1997) | 1,145,202 (Germany) (2 April 1997) | 752,438 (Germany) (24 March 1997) | 524,213 (Germany) (18 March 1997) | 288,789 (Germany) (9 March 1997) | 106,707 (Germany) (opening week) | 697,623 (Netherlands) (31 December 1998) | 693,977 (Netherlands) (1 January 1998) | 300,346 (Portugal) (10 July 1997) | 296,402 (Portugal) (3 July 1997) | 292,170 (Portugal) (26 June 1997) | 286,872 (Portugal) (19 June 1997) | 280,168 (Portugal) (12 June 1997) | 271,672 (Portugal) (5 June 1997) | 260,381 (Portugal) (29 May 1997) | 248,764 (Portugal) (22 May 1997) | 214,203 (Portugal) (8 May 1997) | 194,999 (Portugal) (1 May 1997) | 168,950 (Portugal) (24 April 1997) | 136,611 (Portugal) (17 April 1997) | 102,556 (Portugal) (10 April 1997) | 56,906 (Portugal) (3 April 1997) | 2,399,425 (Spain)","1996 Tiger Moth Productions, Inc. (on print)",USD
2430234,10497444,204565000,"1,020,734 (Argentina) (8 May 2001) | 1,261,061 (France) (24 April 2001) | 1,249,778 (France) (17 April 2001) | 1,226,509 (France) (10 April 2001) | 1,172,332 (France) (3 April 2001) | 1,032,045 (France) (27 March 2001) | 621,727 (France) (20 March 2001) | 4,808,160 (Spain) (26 September 2003) | 2,037,399 (Spain) (10 August 2002) (director's cut) | 2,016,322 (Spain) (25 June 2001) (director's cut) | 2,343,845 (Spain) (31 December 1977) | 601,000 (Sweden)",Warner Bros. Inc. and Hoya Productions Inc.; 26 December 1973; LP42969 (in copyright registry),USD
2430658,13000000,16823529,"90,622 (France) | 437,814 (Germany) | 20,129 (Sweden)",COPYRIGHT Â© 1989 GLADDEN ENTERTAINMENT CORP. (on print),USD
2430810,15000000,40064955,"447,511 (Germany) (9 May 1999) | 342,010 (Germany) (2 May 1999) | 183,323 (Germany) (25 April 1999) (opening week) | 201,583 (Germany) (25 April 1999) (opening week) (including previews) | 91,673 (Netherlands) (31 December 1999)",,USD
2431294,55000000,18573791,"191,693 (France) (29 July 1997) | 96,995 (France) (opening week) | 44,885 (Netherlands) (31 December 1997) | 41,101 (Netherlands) (1 January 1997) | 7,728 (Portugal) (30 January 1997) | 388,528 (Spain)","copyright 1996 TriStar Productions, Inc. and Mandalay Entertainment",USD
2432049,90000000,63540020,"7,485,455 (France) (30 September 1997) | 7,210,874 (France) (2 September 1997) | 6,860,927 (France) (29 July 1997) | 5,585,753 (France) (24 June 1997) | 3,897,368 (France) (27 May 1997) | 64,136 (France) (opening day) | 1,813,448 (France) (opening week) | 3,263,789 (Germany) (21 June 1998) (re-release) | 3,102,748 (Germany) (20 October 1997) | 3,021,712 (Germany) (13 October 1997) | 2,914,854 (Germany) (5 October 1997) | 2,747,246 (Germany) (29 September 1997) | 2,528,152 (Germany) (22 September 1997) | 2,217,907 (Germany) (15 September 1997) | 1,685,802 (Germany) (8 September 1997) | 743,170 (Germany) (1 September 1997) (opening week) | 250,188 (Netherlands) (31 December 1998) | 249,454 (Netherlands) (1 January 1998) | 208,993 (Portugal) (30 October 1997) | 203,678 (Portugal) (23 October 1997) | 198,838 (Portugal) (16 October 1997) | 193,781 (Portugal) (9 October 1997) | 181,440 (Portugal) (2 October 1997) | 167,612 (Portugal) (25 September 1997) | 152,243 (Portugal) (18 September 1997) | 118,695 (Portugal) (11 September 1997) | 79,158 (Portugal) (4 September 1997) (opening week)",Â© 1997 Gaumont,USD
2432757,42000000,158348400,"270,676 (Sweden)",Paramount Pictures Corporation,USD
2433039,26000000,105444419,"418,246 (France) (28 January 1997) | 2,590,736 (Germany) (9 February 1997) | 2,315,967 (Germany) (26 January 1997) | 1,818,433 (Germany) (12 January 1997) | 1,132,410 (Germany) (29 December 1996) | 275,027 (Germany) (15 December 1996) | 1,491,909 (Germany) | 308,793 (Netherlands) (31 December 1998) | 308,741 (Netherlands) (1 January 1998) | 179,394 (Portugal) (27 February 1997) | 170,345 (Portugal) (20 February 1997) | 125,954 (Portugal) (6 February 1997) | 98,163 (Portugal) (30 January 1997) | 59,583 (Portugal) (23 January 1997)",,USD
2433086,24000000,41895491,"690,245 (France) | 1,004,655 (Germany) | 928,259 (Spain) (10 August 2002)","Tri-Star Pictures, Inc.",USD
2433445,45000000,130512915,"6,259,000 (Germany) | 299,035 (Sweden)","Amblin Entertainment, Inc.",USD
2433450,83000000,35231365,"108,609 (Netherlands) (31 December 2000) | 390,504 (Spain) (10 August 2002) | 385,822 (Spain) (25 June 2001)","Copyright Â© 2000 Universal Studios and Amblin Entertainment, Inc. All rights reserved. The Flintstones and Flintstones Characters Â© Hanna-Barbera Productions, Inc. [on Screen]",USD
2433612,700000,3000000,,Twentieth Century-Fox Film Corporation,USD
2433613,15000000,40456565,"97,652 (Sweden)",Â© 1986 Twentieth Century Fox Film Corporation,USD
2433734,1000000,21378361,"144,994 (Sweden)",Copyright Â© 1979 AVCO-Embassy Pictures Corp. All rights reserved (on print),USD
2434412,12000000,23556988,,copyright MCMLXXXI Walt Disney Productions (on print); Walt Disney Productions; 14 December 1981; PA125861 (in copyright registry),USD
2434561,1800000,51700000,"344,859 (Argentina) | 243,908 (Sweden)",Copyright Â© MCMLXXI by Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corp.; 7 October 1971; LP40443 (in copyright registry),USD
2434664,30000000,16524115,"2,289 (Germany) (4 January 1998) (opening week) | 10,420 (Netherlands) (31 December 1998) | 10,303 (Netherlands) (1 January 1998)",,USD
2434795,40000000,183875760,"982,106 (France) | 37,944 (France) (opening day) | 3,460,000 (France) | 703,356 (Sweden)","Warner Bros, a Division of Time Warner Entertainment, LP; October 5,1993; PA659535 (in copyright registry)",USD
2434818,3500000,45857453,"3,490,232 (France) (13 October 1998) | 3,457,156 (France) (8 September 1998) | 2,706,386 (France) (27 January 1998) | 2,248,784 (France) (30 December 1997) | 314,507 (France) (28 October 1997) (opening week) | 1,557,145 (Germany) (5 January 1998) | 1,439,325 (Germany) (29 December 1997) | 1,327,807 (Germany) (22 December 1997) | 1,226,279 (Germany) (15 December 1997) | 1,094,989 (Germany) (8 December 1997) | 976,415 (Germany) (1 December 1997) | 824,569 (Germany) (24 November 1997) | 627,024 (Germany) (17 November 1997) | 406,951 (Germany) (10 November 1997) | 184,266 (Germany) (3 November 1997) (opening week) | 204,017 (Netherlands) (31 December 1998) | 98,780 (Netherlands) (1 January 1998) | 3,736,046 (Spain)","Twentieth Century Fox Film Corporation, 1997 (on print)",USD
2434963,5500000,24000000,,Twentieth Century Fox Film Coorperation,USD
2435197,50000000,48265581,"1,087,931 (Germany) (12 January 1998) | 883,932 (Germany) (22 December 1997) | 790,775 (Germany) (15 December 1997) | 649,128 (Germany) (8 December 1997) | 481,911 (Germany) (1 December 1997) | 245,761 (Germany) (24 November 1997) (opening week) | 370,693 (Netherlands) (31 December 1998) | 282,933 (Netherlands) (1 January 1998) | 1,428,439 (Spain)",,USD
2435509,2500000,13539458,,1986 The Gate Film Productions Inc.,USD
2435713,60000000,102678089,"101,103 (Netherlands) (31 December 2000) | 95,991 (Netherlands) (31 December 1999)",MFP Munich Film Partners GmbH & Co. I. Produktions KG (de),USD
2435974,55000000,38553833,"498,492 (UK) (1997) | 39,589 (Bulgaria) (1998) | 60,367 (Czech Republic) (1997) | 314,280 (France) (25 February 1997) | 258,295 (Germany) (26 January 1997) | 374,171 (Germany) (1997) | 95,973 (Netherlands) (1 January 1998) | 141,105 (Portugal) (27 March 1997) | 132,567 (Portugal) (20 March 1997) | 123,365 (Portugal) (13 March 1997) | 106,287 (Portugal) (6 March 1997) | 81,837 (Portugal) (27 February 1997) | 49,097 (Portugal) (20 February 1997) | 723,318 (Spain) (1997)",Bernina Film AG (World),USD
2436288,25000000,1534569,"34,340 (Germany) (24 May 1998) (opening week) | 33,128 (Netherlands) (31 December 1998)","Â© 1997, Island Pictures Corp.",USD
2437062,45000000,20400913,"248,703 (France) (28 January 1997) | 224,003 (Germany) (1 December 1996) | 100,234 (Germany) (17 November 1996) | 52,085 (Netherlands) (1 January 1998) | 76,547 (Portugal) (19 December 1996) | 72,109 (Portugal) (12 December 1996) | 54,186 (Portugal) (5 December 1996) | 31,926 (Portugal) (28 November 1996) | 355,871 (Spain)",,USD
2437277,6000000,134966411,"3,720,860 (Argentina) | 767,930 (France) | 3,708,300 (France) | 4,973,784 (Spain) | 760,000 (Sweden)",Copyright Â© 1972 by Paramount Pictures Corporation (on print); Paramount Pictures Corporation; 23 February 1972; LP40563 (in copyright registry),USD
2437299,13000000,57300000,"1,850,970 (Argentina) | 1,328,923 (Spain) | 275,833 (Sweden)",Copyright Â© 1974 by Paramount Pictures Corporation and The Coppola Company (on print); Paramount Pictures Corporation and The Coppola Company; 9 December 1974; LP44010 (in copyright registry),USD
2437300,54000000,66676062,"148,170 (Sweden)",Paramount Pictures,USD
2437383,923000,44014,"30,879 (Spain) (31 August 2002) | 299,859 (Spain) (31 August 2002)",Charles Chaplin Productions; 16 August 1925; LP21805 (in copyright registry),USD
2437434,15000000,3037579,"75,700 (France) (26 September 2000) | 45,586 (France) (19 September 2000) | 9,394 (Netherlands) (31 December 2002) | 8,569 (Netherlands) (31 December 2001) | 79,149 (Spain) (31 August 2002) | 71,176 (Spain) (30 June 2001)","Golden Bowl Productions Ltd., 2000 (on print)",USD
2437452,25000000,79817937,"257,807 (Sweden)",Paramount Pictures Corporation,USD
2437988,19000000,61389680,"1,842,104 (Spain) (15 April 2003) | 127,687 (Sweden)",This Motion Picture Â© 1985 Warner Bros. Inc. Story and Screenplay Â© 1985 Warner Bros. Inc.,USD
2438147,3000000,43153,"763,000 (Sweden)","Â© Embassy Pictures Corporation & Lawrence Turman, Inc.; 20 December 1967; LP40200 (in copyright registry)",USD
2438279,8000000,493007,,,USD
2438541,2000000,395872,,Charles Chaplin Film Corporation; 31 October 1940; LP10041 (in copyright registry),USD
2438760,14000000,38625550,"171,346 (Sweden)",The Walt Disney Company,USD
2438827,12000000,25333333,,"Â© Copyright MCMLXV by Warner Bros. Pictures, Inc. and Patricia-Jalem-Reynard Company",USD
2439154,4000000,14000000,,Copyright MCMLII Paramount Pictures Corporation (on print),USD
2439306,60000000,136801374,"2,107,877 (Germany) (31 December 2000) | 241,317 (Netherlands) (31 December 2001) | 240,623 (Netherlands) (31 December 2000)","Copyright Â©1999 CR Films, LLC All Rights Reserved. (on print)",USD
2439860,6000000,28900000,"10,198,000 (France)",MCMLXI Open Road Films Limited,USD
2440155,11700000,88036683,"674,690 (Argentina) | 854,972 (France) (31 December 2000) | 1,740,921 (Germany) (31 December 1992) | 1,703,927 (Spain) (31 September 2002)","Â© MCMXCII Buena Vista Pictures Distribution, Inc. (on print)",USD
2440247,1500000,925756,"6,160 (Netherlands) (31 December 1999) | 4,605 (Netherlands) (31 December 1998)",,CAD
2440733,80000000,91188905,"1,813,935 (Germany) (7 November 1999) | 2,121,798 (Germany) | 302,641 (Netherlands) (31 December 2000) | 302,264 (Netherlands) (31 December 1999) | 131,287 (Switzerland)",Copyright Â© 1999 DREAMWORKS LLC,USD
2442666,60000000,75370763,"3,992,322 (Germany) (31 December 1998) | 3,808,028 (Germany) (22 November 1998) | 3,687,286 (Germany) (15 November 1998) | 3,480,290 (Germany) (8 November 1998) | 3,204,082 (Germany) (1 November 1998) | 2,831,674 (Germany) (25 October 1998) | 2,379,125 (Germany) (18 October 1998) | 1,834,952 (Germany) (12 October 1998) | 570,392 (Netherlands) (31 December 1999) | 346,934 (Netherlands) (31 December 1998) | 386,043 (Sweden) (31 December 1998)","Touchstone Pictures, 1998",USD
2443071,1500000,617403,"1,119 (Netherlands) (31 December 1998)",1997 Spelling Films Inc.,USD
2443099,25000000,6265311,"3,841,000 (Germany) | 1,779,411 (Spain) (31 October 2002) | 361,312 (Sweden)",,USD
2443201,1000000,17986000,,Â© 1980 AVCO Embassy Pictures Corp.,USD
2443214,30000000,2869369,"9,040 (Bulgaria) (1996) | 10,808 (Canada) (1994) | 4,814 (Czech Republic) (1996) | 281,499 (France) | 158,820 (Germany) | 16 (Netherlands) (1999) | 187,130 (Spain) | 103 (Switzerland) (2000)",Â© 1994 Warner Bros. (on print),USD
2443380,100000000,100117603,"6,701,986 (France) (25 March 1997) | 6,416,087 (France) (25 February 1997) | 6,211,892 (France) (28 January 1997) | 5,181,234 (France) (31 December 1996) | 1,085,065 (France) (3 December 1996) | 2,845,408 (Germany) (26 January 1997) | 2,656,959 (Germany) (12 January 1997) | 2,241,421 (Germany) (29 December 1996) | 1,474,092 (Germany) (15 December 1996) | 400,032 (Germany) (1 December 1996) | 876,180 (Netherlands) (31 December 1997) | 529,452 (Netherlands) (1 January 1997) | 257,319 (Portugal) (9 January 1997) | 243,304 (Portugal) (2 January 1997) | 187,466 (Portugal) (26 December 1996) | 123,426 (Portugal) (19 December 1996) | 75,937 (Portugal) (12 December 1996) | 33,871 (Portugal) (5 December 1996) | 2,022,125 (Spain)",,USD
2443509,30000000,120709868,"1,141,695 (France) | 1,377,713 (Germany) | 375,835 (Sweden)",Paramount Pictures Corporation,USD
2443624,38000000,50668906,"38,202 (Netherlands) (31 December 2000)",,USD
2443779,18000000,7837632,"1,713,871 (USA) | 309,430 (UK) | 83,824 (Denmark) | 241,981 (Germany) | 138,568 (Italy) | 30,180 (Netherlands) (31 December 1999) | 25,770 (Netherlands) (31 December 1998) | 275,376 (Spain)","Twentieth Century Fox Film Corporation, 1997 (on print)",USD
2444128,15000000,5217498,"1,055 (Spain) (31 August 2002)",,USD
2444273,250000,1977544,,"Smash Pictures, 1995 (on print)",USD
2444351,45000000,35617599,,,USD
2444704,90000000,28965197,"420,065 (UK) (31 December 2000) | 398,951 (France) (31 December 2000) | 121,307 (Germany) (31 December 2000) | 468,913 (Italy) (31 December 2002) | 34,594 (Netherlands) (31 December 2001) | 34,489 (Netherlands) (31 December 2000) | 441,230 (Spain) (10 October 2003)",,USD
2445287,48000000,23159305,"63,447 (Netherlands) (31 December 2000) | 14,805 (Netherlands) (31 December 1999)",Â© 1999 Warner Bros. (on print),USD
2445390,40000000,27663982,"234,343 (France) (28 January 1997) | 42,456 (Germany) (17 November 1996) | 3,637 (Netherlands) (1 January 1998) | 40,230 (Portugal) (1 May 1997) | 24,920 (Portugal) (24 April 1997) | 332,983 (Spain)","New Line Productions, Inc., 1996",USD
2445527,60000000,54910560,"1,291,906 (Germany) (6 April 1998) | 1,085,231 (Germany) (30 March 1998) | 815,111 (Germany) (23 March 1998) | 390,011 (Germany) (16 March 1998) (opening week) | 196,926 (Netherlands) (31 December 1998) | 886,486 (Turkey)","Copyright Â© 1997 Universal City Studios, Inc.",USD
2445832,25000000,65520064,"245,162 (Sweden)",Twentieth Century Fox Film Corporation,USD
2446203,11000000,32861136,,"Â© MCMXCIII by Buena Vista Pictures Distribution, Inc. (on print); Buena Vista Pictures Distribution, Inc.; 12 October 1993; PA644593 (in copyright registry)",USD
2446369,27000000,44342956,"280,000 (France) (30 May 1995)",Vegahom Europe N.V.,USD
2446421,44000000,22754725,"660,611 (France) (6 August 1996) | 142,353 (Netherlands) (31 December 1997) | 142,326 (Netherlands) (1 January 1997) | 81,097 (Portugal) (27 June 1996)",,USD
2446644,650000,15000000,,,USD
2446778,250000,2500000,,"Copyright Â© MCMXXI by Charles Chaplin, Copyright renewed (on print)",USD
2446782,60000000,69688384,"767,817 (Spain) (10 August 2002) | 752,958 (Spain) (25 June 2001)",,USD
2446984,123000,1000000,,,USD
2447022,320000,269337,"125,678 (Spain)",Â© MCMLVI Harris-Kubrick Pictures Corporation,USD
2448585,8000000,2987297,,,USD
2448671,23000000,108939,"417,457 (Sweden)",copyright Â© Helmsdale Film Corporation 1987 (on print),USD
2449498,7000000,1647309,"248,259 (Germany)",copyright 1988 Universal City Studios Inc. and Cineplex Odeon Films Canada Inc.,USD
2449525,4000000,12836,,,USD
2449747,40000000,75505856,"1,240,746 (France) | 830,086 (Germany)",COPYRIGHT Â© 1992 BY TWENTIETH CENTURY FOX FILM CORPORATION (on print),USD
2450038,10000000,27207265,"387,476 (Germany) (31 December 1992)",,USD
2451328,9000000,3193102,"19,278 (Netherlands) (31 December 2001) | 18,174 (Netherlands) (31 December 2000) | 76,715 (Spain) (10 August 2002)","Artisan Pictures Inc., 1999 (on print)",USD
2451456,45000000,94240635,"1,858,732 (Argentina) | 1,100,000 (Austria) | 81,520 (Belgium) | 280,533 (Belgium) | 248,363 (Finland) | 9,412,494 (France) (28 February 1995) | 10,122,000 (France) | 1,312,942 (France) (opening week) | 11,289,000 (Germany) | 6,064,405 (Spain) | 1,948,274 (Sweden)",Â© Copyright MCMXCIV The Walt Disney Company (on print); Walt Disney Pictures & Television; 20 June 1994; PA659979 (in copyright registry),USD
2451832,40000000,109859444,"590,411 (Germany) (23 August 1998) (re-release) | 529,330 (Germany) (16 August 1998) (re-release) | 492,586 (Germany) (9 August 1998) (re-release) | 325,211 (Germany) (26 July 1998) (re-release) | 135,469 (Germany) (12 July 1998) (opening week) (re-release) | 889,131 (Sweden)",Â© 1989 The Walt Disney Company (on print),USD
2452617,65000000,33328051,"782,294 (France) (28 January 1997) | 572,327 (France) (31 December 1996) | 418,538 (Germany) (29 December 1996) | 139,707 (Germany) (15 December 1996) | 178,383 (Netherlands) (31 December 1997) | 104,520 (Netherlands) (1 January 1997) | 122,653 (Portugal) (20 February 1997) | 110,600 (Portugal) (6 February 1997) | 100,911 (Portugal) (30 January 1997) | 90,051 (Portugal) (23 January 1997) | 74,222 (Portugal) (16 January 1997) | 49,622 (Portugal) (9 January 1997) | 222,335 (Spain)",New Line Productions Inc.,USD
2452768,10000000,50000000,"11,906,000 (France)","Copyright Â© MCMLXII by Darryl F. Zanuck Productions,Inc. & Twentieth Century Fox Film Corp.",USD
2452910,4000000,30471420,"259,514 (Sweden)",COPYRIGHT Â©1978 BY THE SAUL ZAENTZ PRODUCTION COMPANY,USD
2452983,4000000,399793,,,USD
2453333,73000000,229074524,"4,847,326 (France) (31 March 1998) | 1,992,899 (France) (28 October 1997) (opening week) | 44,042 (France) (22 October 1997) (opening day) | 5,490,021 (Germany) (5 October 1997) | 5,447,183 (Germany) (29 September 1997) | 5,393,410 (Germany) (22 September 1997) | 5,289,543 (Germany) (15 September 1997) | 5,053,083 (Germany) (8 September 1997) | 4,628,156 (Germany) (1 September 1997) | 3,884,029 (Germany) (25 August 1997) | 2,825,925 (Germany) (18 August 1997) | 1,328,433 (Germany) (opening week) | 5,511,094 (Germany) | 798,313 (Netherlands) (31 December 1998) | 796,728 (Netherlands) (1 January 1998) | 443,095 (Portugal) (30 October 1997) | 418,816 (Portugal) (23 October 1997) | 391,222 (Portugal) (16 October 1997) | 326,150 (Portugal) (9 October 1997) | 203,891 (Portugal) (2 October 1997) (opening week) | 3,299,258 (Spain)",Amblin Entertainment,USD
2453494,15000000,8276228,648 (Netherlands) (31 December 2000),,USD
2456019,20000000,13801755,"129,272 (Germany) (21 June 1998) | 107,020 (Germany) (15 June 1998) | 12,901 (Netherlands) (31 December 1998)","Monarchy Enterprises B.K. and Regency Entertainment (USA), Inc, 1997",USD
2456021,2500000,10250000,,"Copyright Â© 1955 by Filwite Productions, Inc. All Rights Reserved (on print); Filwite Productions, Inc.; 16 May 1956; LP6469 (in copyright registry)",USD
2456586,13000000,20972000,"10,250,000 (USA) | 644,000 (Sweden)",THE MAN WITH THE GOLDEN GUN Copyright Â© MCMLXXIV Danjaq S.A. All Rights Reserved,USD
2457168,18000000,119936108,"3,189,985 (France) (3 January 1995) | 270,206 (Sweden)","New Line Productions, Inc.",USD
2457188,65000000,93771072,"194,811 (France) (20 October 1998) (opening week) | 844,801 (France) (20 October 1998) (opening week) | 26,060 (France) (14 October 1998) (opening day) | 3,429,000 (France) | 944,071 (Germany) (15 November 1998) | 841,040 (Germany) (8 November 1998) | 652,111 (Germany) (1 November 1998) | 332,051 (Germany) (25 October 1998) (opening week) | 239,338 (Netherlands) (31 December 1999) | 121,879 (Netherlands) (31 December 1998) | 420,000 (Portugal) | 4,021,163 (Spain)",Â© 1998 Global Entertainment Productions GmbH & Co. KG,USD
2457464,63000000,171479930,"178,659 (Germany) (25 May 2003) (re-release) | 3,194,163 (Germany) (18 July 1999) | 2,866,516 (Germany) (11 July 1999) | 2,413,899 (Germany) (4 July 1999) | 1,844,588 (Germany) (27 June 1999) | 671,737 (Netherlands) (31 December 2000) | 667,449 (Netherlands) (31 December 1999) | 2,936,830 (Spain) (10 March 2003) | 2,936,102 (Spain) (31 December 2001) | 465,677 (Sweden) (30 December 1999) | 462,844 (Sweden) (25 November 1999) | 452,577 (Sweden) (28 October 1999) | 432,039 (Sweden) (30 September 1999) | 362,039 (Sweden) (26 August 1999) | 225,869 (Sweden) (29 July 1999)","Warner Bros. - U.S., Canada, Bahamas & Bermuda; Village Roadshow Films (BVI) Limited - All Other Territories",USD
2458457,10000000,50727056,,"Â©MCMXCII BUENA VISTA PICTURES DISTRIBUTION, INC. All Rights Reserved",USD
2458984,42000000,41252428,"228,478 (France) (28 January 1997) | 501,155 (Germany) (3 March 1997) | 427,046 (Germany) (23 February 1997) | 119,645 (Germany) (9 February 1997) | 25,710 (Netherlands) (31 December 1998) | 25,585 (Netherlands) (1 January 1998) | 55,698 (Portugal) (27 February 1997) | 45,612 (Portugal) (20 February 1997)",,USD
2459227,24500000,17134545,"87,391 (Sweden)",Â© 1986 Kingsmere Productions Limited,USD
2459369,50000000,13260050,"8,579 (Netherlands) (31 December 1999)",,USD
2459538,10000000,30940022,,"U-Drive, Inc.",USD
2459965,25000000,14302779,"457,000 (France) | 89,790 (Sweden) | 109,673 (West Germany) (1986)",Â© 1986 THE SAUL ZAENTZ COMPANY (on print),USD
2460384,80000000,155247825,"144,406 (Finland) (19 August 1999) | 4,874,660 (Germany) (31 December 1999) | 4,295,597 (Germany) (18 July 1999) | 4,093,721 (Germany) (11 July 1999) | 3,821,130 (Germany) (4 July 1999) | 3,498,928 (Germany) (27 June 1999) | 2,250,171 (Germany) (13 June 1999) | 1,191,063 (Germany) (6 June 1999) (opening weekend) | 563,273 (Netherlands) (31 December 1999) | 3,696,652 (Spain) (30 June 2001) | 110,177 (Sweden) (29 July 1999)","Universal Studios, 1999 (on print)",USD
2460419,12000000,27281507,,"Â© 1992 Jim Henson Productions, Inc.",USD
2460492,15000000,11614236,,,USD
2461007,2000000,458815,,,USD
2461085,23000000,86930411,"4,074,226 (Germany) (31 December 1991)",,USD
2461289,28000000,47951979,,Copyright Â©1984 TRI-STAR PICTURES,USD
2461485,50000000,44484065,"126,502 (Netherlands) (31 December 1999) | 120,688 (Netherlands) (31 December 1998)",Â© 1998 Monarchy Enterprises B.V. and Regency Enterprises (USA) Inc. (on print),USD
2461598,22000000,46564881,"313,956 (France) (31 October 1995)","copyright 1995 Columbia Pictures Industries, Inc.",USD
2461620,36000000,16283667,"3,207,000 (Germany)",Â© 1989 Warner Bros. Inc. and Scriba & Deyhle OHG,USD
2462106,27000000,10297897,,,USD
2462112,25000000,14983572,"37,361 (Netherlands) (31 December 2000)","Lakeshore Entertainment Corp. and Paramount Pictures, 2000 (on print)",USD
2462304,1000000,91549,,,USD
2462515,18000000,143289,"279,053 (France) (3 January 1995)",Â© MCMXCIII Touchstone Pictures (on print),USD
2462595,38000000,18653746,"1,392,276 (France) (12 October 1999) | 1,356,331 (France) (5 October 1999) | 1,294,357 (France) (29 September 1999) | 1,192,446 (France) (21 September 1999) | 1,030,591 (France) (14 September 1999) | 833,419 (France) (7 September 1999) | 499,344 (France) (31 August 1999) | 71,933 (Netherlands) (31 December 2001) | 71,500 (Netherlands) (31 December 2000) | 1,339,000 (Spain)",,USD
2462959,54000000,128769345,"1,942,005 (France) (29 October 1996) | 1,452,484 (France) (1 October 1996) | 2,798,193 (Germany) (1 December 1996) | 2,509,757 (Germany) (17 November 1996) | 1,856,879 (Germany) (3 November 1996) | 580,154 (Germany) (20 October 1996) | 748,448 (Netherlands) (31 December 1997) | 709,276 (Netherlands) (1 January 1997) | 363,730 (Portugal) (23 January 1997) | 350,628 (Portugal) (16 January 1997) | 336,741 (Portugal) (9 January 1997) | 310,658 (Portugal) (2 January 1997) | 271,921 (Portugal) (26 December 1996) | 249,211 (Portugal) (19 December 1996) | 213,306 (Portugal) (12 December 1996) | 163,988 (Portugal) (5 December 1996) | 89,979 (Portugal) (28 November 1996) | 1,247,348 (Spain)",,USD
2463037,15000000,29106737,"174,080 (Germany) (13 September 1998) | 91,929 (Germany) (6 September 1998) (opening week) | 15,456 (Netherlands) (31 December 1999) | 15,446 (Netherlands) (31 December 1998)",,USD
2463620,7500000,12610552,,,USD
2463624,2800000,4273886,,Original Music Â© 1976 Fox Fanfare Music Inc.,USD
2463959,5000000,5879254,"11,889 (Netherlands) (31 December 2000) | 9,507 (Netherlands) (31 December 1999)",,USD
2464197,3000000,38168022,,"MTV Networks, a division of Viacom International Inc.",USD
2464545,35000000,27797271,,,USD
2464635,40000000,28535768,"10,033 (Netherlands) (31 December 1999) | 95,331 (Spain) (30 June 2001)","Paramount Pictures Corporation, 1999",USD
2464777,10000000,25600000,,The Complete Novel: Â© 2005 Zoetrope Corporation.,USD
2464994,27000000,13670688,,,USD
2465142,8000000,5612586,,,USD
2465773,110000000,113330342,"1,160,794 (France) (26 September 2000) | 1,860,711 (Germany) (16 November 2003) | 199,299 (Netherlands) (31 December 2000) | 1,686,792 (Spain) (31 October 2003) | 1,683,970 (Spain) (10 August 2002) | 1,665,195 (Spain) (25 June 2001)",,USD
